,address,postcode,bedrooms,baths,parking,property_type,property_features,freq,processed_price
https://www.domain.com.au/715-5-olive-york-way-brunswick-west-vic-3055-16051260,715/5 Olive York Way Brunswick West VIC 3055,3055,2,1,1,House,[],week,430.0
https://www.domain.com.au/2-12-peacock-street-brunswick-west-vic-3055-16050902,2/12 Peacock Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Garden / Courtyard']",week,445.0
https://www.domain.com.au/5-481-albion-street-brunswick-west-vic-3055-16048585,5/481 Albion Street Brunswick West VIC 3055,3055,2,2,1,Townhouse,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Dishwasher', 'Secure Parking']",week,450.0
https://www.domain.com.au/1-78-melville-road-brunswick-west-vic-3055-16044637,1/78 Melville Road Brunswick West VIC 3055,3055,2,1,1,Townhouse,"['Balcony', 'Courtyard', 'Fully fenced', 'Outdoor Entertainment Area', 'Remote Garage', 'Secure Parking', 'Built in wardrobes', 'Air conditioning', 'Split-System Air Conditioning', 'Split-System Heating']",week,490.0
https://www.domain.com.au/702-1-olive-york-way-brunswick-west-vic-3055-15065021,702/1 Olive York Way Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['INSIDE:', 'Gym', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'OUTSIDE:', 'Balcony', 'Secure Parking', 'Spa']",week,380.0
https://www.domain.com.au/3-9-moule-street-brunswick-west-vic-3055-16042300,3/9 Moule Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Air conditioning', 'Split-System Air Conditioning', 'Split-System Heating']",week,380.0
https://www.domain.com.au/207-5-olive-york-way-brunswick-west-vic-3055-16041738,207/5 Olive York Way Brunswick West VIC 3055,3055,2,2,1,Apartment / Unit / Flat,[],week,450.0
https://www.domain.com.au/412-5-olive-york-way-brunswick-west-vic-3055-16041470,412/5 Olive York Way Brunswick West VIC 3055,3055,2,2,1,Apartment / Unit / Flat,[],week,475.0
https://www.domain.com.au/50-burnell-street-brunswick-west-vic-3055-16040290,50 Burnell Street Brunswick West VIC 3055,3055,4,1,0,House,"['Split System Air Con', 'Built in wardrobes', 'Fully fenced']",week,700.0
https://www.domain.com.au/6-26-mclean-street-brunswick-west-vic-3055-15960873,6/26 Mclean Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Fully fenced', 'Secure Parking']",week,340.0
https://www.domain.com.au/506-5-olive-york-way-brunswick-west-vic-3055-14385334,506/5 Olive York Way Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Heating', 'Built in wardrobes', 'Intercom', 'City Views', 'Security Access']",week,340.0
https://www.domain.com.au/2-380-382-brunswick-road-brunswick-west-vic-3055-16019141,2/380-382 Brunswick Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,[],week,365.0
https://www.domain.com.au/7-35-murray-street-brunswick-west-vic-3055-16063624,7/35 Murray Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,[],week,390.0
https://www.domain.com.au/20-556-moreland-road-brunswick-west-vic-3055-16059214,20/556 Moreland Road Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,[],week,310.0
https://www.domain.com.au/20-hamilton-street-brunswick-west-vic-3055-16052704,20 Hamilton Street Brunswick West VIC 3055,3055,3,1,0,House,"['Air conditioning', 'Floorboards', 'Built in wardrobes']",week,720.0
https://www.domain.com.au/126-pearson-street-brunswick-west-vic-3055-16043360,126 Pearson Street Brunswick West VIC 3055,3055,2,1,1,House,[],week,595.0
https://www.domain.com.au/10-380-brunswick-road-brunswick-west-vic-3055-16042519,10/380 Brunswick Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,[],week,325.0
https://www.domain.com.au/27-daly-street-brunswick-west-vic-3055-16035402,27 Daly Street Brunswick West VIC 3055,3055,2,1,0,House,[],week,600.0
https://www.domain.com.au/4-252-hope-street-brunswick-west-vic-3055-16033391,4/252 Hope Street Brunswick West VIC 3055,3055,2,1,1,Townhouse,"['Air conditioning', 'Gas']",week,520.0
https://www.domain.com.au/4-63-pearson-street-brunswick-west-vic-3055-16031877,4/63 Pearson Street Brunswick West VIC 3055,3055,3,1,1,Apartment / Unit / Flat,[],week,595.0
https://www.domain.com.au/25-melville-road-brunswick-west-vic-3055-15938975,25 Melville Road Brunswick West VIC 3055,3055,3,1,1,House,"['Split System Air Con', 'Split System Heating']",week,550.0
https://www.domain.com.au/57-everett-street-brunswick-west-vic-3055-15999603,57 Everett Street Brunswick West VIC 3055,3055,3,1,2,House,"['Air conditioning', 'Ducted Heating', 'Secure Parking']",week,550.0
https://www.domain.com.au/403-1-olive-york-way-brunswick-west-vic-3055-15420143,403/1 Olive York Way Brunswick West VIC 3055,3055,2,2,1,Apartment / Unit / Flat,"['INSIDE:', 'Gym', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'OUTSIDE:', 'Outdoor Entertainment Area', 'Balcony', 'Remote Garage', 'Secure Parking', 'Spa']",week,440.0
https://www.domain.com.au/15-536-albion-street-brunswick-west-vic-3055-15967499,15/536 Albion Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Dishwasher', 'Built in wardrobes', 'Garden / Courtyard']",week,370.0
https://www.domain.com.au/25-508-510-moreland-road-brunswick-west-vic-3055-12078558,25/508-510 Moreland Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Car Accom: Single Off-Street Parking', 'Heating: Reverse Cycle Air Conditioning']",week,320.0
https://www.domain.com.au/4-24-daly-street-brunswick-west-vic-3055-15572002,4/24 Daly Street Brunswick West VIC 3055,3055,1,1,1,House,"['Built in wardrobes', 'Gas']",week,275.0
https://www.domain.com.au/3-465-brunswick-road-brunswick-west-vic-3055-16066214,3/465 Brunswick Road Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Air conditioning*', 'Built in wardrobes*', 'Bath*']",week,320.0
https://www.domain.com.au/478-moreland-road-brunswick-west-vic-3055-14786795,478 Moreland Road Brunswick West VIC 3055,3055,3,1,2,House,"['Air conditioning', 'Balcony/Patio/Terrace', 'Bath', 'Built in wardrobes', 'Fireplace(s)', 'Formal Lounge', 'Heating', 'Modern Bathroom', 'Pay Tv Enabled', 'Floorboards', 'Entertainment Area', 'Garden', 'Alarm System', 'Close To Parklands', 'Close to schools', 'Close to shops', 'Close to transport', 'Views', 'Gas Enabled', 'Internal Laundry', 'Study', 'Broadband', 'Dishwasher', 'Balcony', 'Deck']",week,575.0
https://www.domain.com.au/1-499-victoria-street-brunswick-west-vic-3055-16049927,1/499 Victoria Street Brunswick West VIC 3055,3055,2,1,0,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Intercom*', 'Balcony / Deck*']",week,500.0
https://www.domain.com.au/5-4-balfe-crescent-brunswick-west-vic-3055-16039989,5/4 Balfe Crescent Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Bath*', 'Heating*', 'Courtyard', 'Floorboards', 'Split System AirCon', 'Built in wardrobes']",week,430.0
https://www.domain.com.au/537-albion-street-brunswick-west-vic-3055-14607994,537 Albion Street Brunswick West VIC 3055,3055,3,1,2,House,"['Internal Laundry*', 'INSIDE:', 'Built in wardrobes', 'Gas Appliances']",week,520.0
https://www.domain.com.au/495-victoria-street-brunswick-west-vic-3055-12038644,495 Victoria Street Brunswick West VIC 3055,3055,3,1,0,House,"['Car Accom: None', 'Heating: Reverse Cycle Air Conditioning', 'Cooling: Reverse Cycle Air Conditioning', 'Kitchen: Modern']",week,540.0
https://www.domain.com.au/5-30-mclean-street-brunswick-west-vic-3055-16063041,5/30 Mclean Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'INSIDE:', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Bathtub', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'OUTSIDE:', 'Outdoor Entertainment Area', 'Courtyard', 'OTHER:', 'Pets Allowed']",week,375.0
https://www.domain.com.au/483-brunswick-road-brunswick-west-vic-3055-16060476,483 Brunswick Road Brunswick West VIC 3055,3055,5,3,2,House,[],week,1250.0
https://www.domain.com.au/a42-1-5-grantham-street-brunswick-west-vic-3055-16059411,A42/1-5 Grantham Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Balcony / Deck*']",week,285.0
https://www.domain.com.au/10-peacock-street-brunswick-west-vic-3055-15982289,10 Peacock Street Brunswick West VIC 3055,3055,3,1,3,House,"['Air conditioning*', 'Built in wardrobes*', 'Bath*', 'Heating*', 'Dishwasher*', 'Kitchen: Modern', 'Cooking: Gas Hotplates and Electric Oven', 'Laundry: Internal', 'Pool/Spa Count: 0']",week,580.0
https://www.domain.com.au/8-552-moreland-road-brunswick-west-vic-3055-9555649,8/552 Moreland Road Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Car Accom: Single Off-Street Parking', 'Heating: Gas', 'Cooking: Gas Oven and Hotplates']",week,255.0
https://www.domain.com.au/4-436-440-albion-street-brunswick-west-vic-3055-16055006,4/436-440 Albion Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Balcony', 'Split System Heating', 'Split System AirCon', 'Built in wardrobes']",week,320.0
https://www.domain.com.au/4-11a-murray-street-brunswick-west-vic-3055-16052772,4/11a Murray Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Bath*', 'Heating*']",week,370.0
https://www.domain.com.au/2-cornwall-street-brunswick-west-vic-3055-16051209,2 Cornwall Street Brunswick West VIC 3055,3055,3,1,1,House,"['Built in wardrobes*', 'Gas*', 'Secure Parking*', 'Heating*']",week,650.0
https://www.domain.com.au/5-21-everett-street-brunswick-west-vic-3055-16047719,5/21 Everett Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Bath*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*']",week,425.0
https://www.domain.com.au/11-536-albion-st-brunswick-west-vic-3055-16045127,11/536 Albion St Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Ensuite', 'Garden / Courtyard', 'Built in wardrobes']",week,350.0
https://www.domain.com.au/32-millward-street-brunswick-west-vic-3055-16034784,32 Millward Street Brunswick West VIC 3055,3055,3,2,1,Townhouse,"['Gas*', 'Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Floorboards', 'Remote Garage', 'Secure Parking']",week,650.0
https://www.domain.com.au/6-520-moreland-road-brunswick-west-vic-3055-16033465,6/520 Moreland Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Bath*', 'Split System Heating', 'Split System AirCon', 'Built in wardrobes']",week,395.0
https://www.domain.com.au/105-2-4-murray-street-brunswick-west-vic-3055-16032812,105/2-4 Murray Street Brunswick West VIC 3055,3055,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Car Parking - Basement']",week,395.0
https://www.domain.com.au/105-2-4-murray-street-brunswick-west-vic-3055-16032811,105/2-4 Murray Street Brunswick West VIC 3055,3055,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Car Parking - Basement']",week,395.0
https://www.domain.com.au/6-129-melville-road-brunswick-west-vic-3055-16030501,6/129 Melville Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Split System']",week,400.0
https://www.domain.com.au/401-1-olive-york-way-brunswick-west-vic-3055-14681576,401/1 Olive York Way Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Intercom*', 'Heating*', 'Dishwasher*']",week,435.0
https://www.domain.com.au/2-6-wallace-street-brunswick-west-vic-3055-13998678,2/6 Wallace Street Brunswick West VIC 3055,3055,2,1,1,Townhouse,"['Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Secure Parking*', 'Bath*', 'Dishwasher*', 'Balcony / Deck*']",week,540.0
https://www.domain.com.au/b202-12-olive-york-way-brunswick-west-vic-3055-16011784,B202/12 Olive York Way Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Gas*', 'Heating*', 'Dishwasher*', 'Air conditioning']",week,400.0
https://www.domain.com.au/1a-jolley-street-brunswick-west-vic-3055-16008421,1A Jolley Street Brunswick West VIC 3055,3055,3,2,2,Townhouse,[],week,575.0
https://www.domain.com.au/20-burnell-street-brunswick-west-vic-3055-16003167,20 Burnell Street Brunswick West VIC 3055,3055,2,1,1,House,"['Internal Laundry*', 'Bath*', 'Heating*', 'Study*', 'Shed*']",week,520.0
https://www.domain.com.au/2-2-manica-street-brunswick-west-vic-3055-12078095,2/2 Manica Street Brunswick West VIC 3055,3055,2,1,1,Villa,[],week,400.0
https://www.domain.com.au/16a-melville-road-brunswick-west-vic-3055-15999591,16A Melville Road Brunswick West VIC 3055,3055,2,1,1,Townhouse,"['Balcony', 'Courtyard', 'Secure Parking', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Split-System Air Conditioning', 'Split-System Heating']",week,525.0
https://www.domain.com.au/5-14a-bent-street-brunswick-west-vic-3055-15978401,5/14A Bent Street Brunswick West VIC 3055,3055,2,2,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Secure Parking*', 'Dishwasher*', 'Balcony / Deck*']",week,515.0
https://www.domain.com.au/4-40-murray-street-brunswick-west-vic-3055-15973697,4/40 Murray Street Brunswick West VIC 3055,3055,3,2,2,Townhouse,[],week,685.0
https://www.domain.com.au/8-16-wallace-street-brunswick-west-vic-3055-10880472,8/16 Wallace Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Car Accom: Single Off-Street Parking', 'Heating: Electric', 'Cooking: Electric Upright Stove']",week,300.0
https://www.domain.com.au/1-10-walker-street-brunswick-west-vic-3055-15960740,1/10 Walker Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,[],week,350.0
https://www.domain.com.au/7-hamilton-street-brunswick-west-vic-3055-15950249,7 Hamilton Street Brunswick West VIC 3055,3055,4,1,1,House,"['Internal Laundry*', 'Bath*', 'Heating*']",week,575.0
https://www.domain.com.au/128-pearson-street-brunswick-west-vic-3055-15935366,128 Pearson Street Brunswick West VIC 3055,3055,3,1,1,House,"['Secure Parking*', 'Bath*', 'Heating*']",week,580.0
https://www.domain.com.au/2-1-allard-street-brunswick-west-vic-3055-15914763,2/1 Allard Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,[],week,320.0
https://www.domain.com.au/2-2-duggan-street-brunswick-west-vic-3055-15886132,2/2 Duggan Street Brunswick West VIC 3055,3055,2,1,1,Townhouse,"['Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Built in wardrobes', 'Close to shops', 'Carpeted']",week,430.0
https://www.domain.com.au/17-owen-street-brunswick-west-vic-3055-15882530,17 Owen Street Brunswick West VIC 3055,3055,4,2,1,House,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Floorboards', 'Shed']",week,790.0
https://www.domain.com.au/5-30-irvine-crescent-brunswick-west-vic-3055-15868305,5/30 Irvine Crescent Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Secure Parking*', 'Heating*', 'Dishwasher*']",week,455.0
https://www.domain.com.au/5-1-cooper-street-brunswick-west-vic-3055-15813128,5/1 Cooper Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,[],week,290.0
https://www.domain.com.au/brunswick-west-vic-3055-15679865,Brunswick West VIC 3055,3055,3,1,1,House,"['Internal Laundry*', 'Furnished*', 'Broadband internet access*', 'Ducted Heating', 'Air conditioning', 'Secure Parking']",week,1200.0
https://www.domain.com.au/3-1-cooper-street-brunswick-west-vic-3055-15249938,3/1 Cooper Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Close to schools', 'Close to shops', 'Close to transport']",week,280.0
https://www.domain.com.au/5-578-moreland-road-brunswick-west-vic-3055-15071106,5/578 Moreland Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Heating*']",week,360.0
https://www.domain.com.au/503-1-olive-york-way-brunswick-west-vic-3055-14209679,503/1 Olive York Way Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,[],week,375.0
https://www.domain.com.au/213-3-duggan-street-brunswick-west-vic-3055-15607490,213/3 Duggan Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Air conditioning*', 'Heating*', 'Balcony / Deck*']",week,350.0
https://www.domain.com.au/1-5-grantham-street-brunswick-west-vic-3055-10610874,1-5 Grantham street Brunswick West VIC 3055,3055,1,1,0,Apartment / Unit / Flat,"['Heating*', 'Study*', 'Secure Parking', 'Air conditioning', 'Built in wardrobes', 'Furnished', 'Gas', 'Broadband internet access', 'Cable or Satellite', 'Intercom', 'Balcony / Deck']",week,290.0
https://www.domain.com.au/7-29-murray-street-brunswick-west-vic-3055-13114241,7/29 Murray Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,['Internal Laundry*'],week,270.0
https://www.domain.com.au/6-trenoweth-street-brunswick-west-vic-3055-12811820,6 Trenoweth Street Brunswick West VIC 3055,3055,3,1,1,House,"['Pets Allowed*', 'Heating*', 'Dishwasher*', 'Air conditioning', 'Built in wardrobes', 'Gas Stove', 'Secure Parking', 'Separate Laundry']",week,680.0
https://www.domain.com.au/1-578-moreland-road-brunswick-west-vic-3055-11743812,1/578 Moreland Road Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Built in wardrobes', 'Intercom', 'Secure Parking', 'Heating', 'Courtyard']",week,355.0
https://www.domain.com.au/g14-12-olive-york-way-brunswick-west-vic-3055-15160874,G14/12 Olive York Way Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*']",week,350.0
https://www.domain.com.au/dg06-8-olive-york-way-brunswick-west-vic-3055-16036047,DG06/8 Olive York Way Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Alarm System', 'Built in wardrobes', 'Dishwasher', 'Broadband', 'Gas Appliances', 'Split System Heating', 'Air conditioning', 'Gas Hot Water', 'OUTSIDE:', 'Balcony', 'Remote Garage']",week,390.0
https://www.domain.com.au/5-568-moreland-road-brunswick-west-vic-3055-13556428,5/568 Moreland Road Brunswick West VIC 3055,3055,3,3,2,Townhouse,"['Internal Laundry*', 'Heating*', 'Solar panels*', 'Balcony / Deck*', 'Secure Parking']",week,620.0
https://www.domain.com.au/1-2a-foden-street-brunswick-west-vic-3055-13260023,1/2A Foden Street Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Built in wardrobes', 'Intercom', 'Secure Parking']",week,300.0
https://www.domain.com.au/g1-12-olive-york-way-brunswick-west-vic-3055-16001066,G1/12 Olive York Way Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Air conditioning*', 'Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Secure Parking*', 'Dishwasher*', 'Balcony / Deck*']",week,400.0
https://www.domain.com.au/4-59-smith-street-brunswick-west-vic-3055-15975460,4/59 Smith Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,['Gas*'],week,390.0
https://www.domain.com.au/105-13-15-cumming-street-brunswick-west-vic-3055-15908567,105/13-15 Cumming Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Dishwasher', 'Floorboards', 'Hot Water Gas', 'Intercom', 'Balcony', 'Secure Parking', 'Split System (Heating)', 'Split System (Air Con)']",week,395.0
https://www.domain.com.au/3-18-duggan-street-brunswick-west-vic-3055-12718258,3/18 Duggan Street Brunswick West VIC 3055,3055,2,1,1,Apartment / Unit / Flat,[],week,360.0
https://www.domain.com.au/14-3-allard-street-brunswick-west-vic-3055-12460140,14/3 Allard Street Brunswick West VIC 3055,3055,1,1,0,Apartment / Unit / Flat,"['Air conditioning', 'Built in wardrobes', 'Heating']",week,240.0
https://www.domain.com.au/229b-melville-road-brunswick-west-vic-3055-14856919,229B Melville Road Brunswick West VIC 3055,3055,3,1,0,House,"['Internal Laundry*', 'Garden*']",week,440.0
https://www.domain.com.au/11-449-brunswick-road-brunswick-west-vic-3055-11952403,11/449 Brunswick Road Brunswick West VIC 3055,3055,1,1,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Heating']",week,240.0
https://www.domain.com.au/307-1c-michael-street-brunswick-vic-3056-16069494,307/1C Michael Street Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher']",week,400.0
https://www.domain.com.au/4-mcpherson-street-brunswick-vic-3056-16068777,4 McPherson Street Brunswick VIC 3056,3056,3,2,0,House,"['Split System Heating', 'Study', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Ducted Heating', 'Floorboards', 'Fully fenced', 'Outdoor Entertainment Area', 'Reverse Cycle Air Con', 'Shed']",week,750.0
https://www.domain.com.au/803-597-sydney-road-brunswick-vic-3056-16068732,803/597 Sydney Road Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,[],week,350.0
https://www.domain.com.au/2-62-de-carle-street-brunswick-vic-3056-16066668,2/62 De Carle Street Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Floorboards', 'Fully fenced', 'Outdoor Entertainment Area', 'Remote Garage', 'Secure Parking']",week,425.0
https://www.domain.com.au/61-108-124-union-street-brunswick-vic-3056-16063960,61/108-124 Union Street Brunswick VIC 3056,3056,3,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Intercom', 'Built in wardrobes', 'Dishwasher']",week,600.0
https://www.domain.com.au/100-union-street-brunswick-vic-3056-16027510,100 Union Street Brunswick VIC 3056,3056,3,2,2,House,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Garden / Courtyard', 'Balcony / Deck', 'Dishwasher', 'Floorboards', 'Fully fenced', 'Outdoor Entertainment Area', 'Secure Parking']",week,920.0
https://www.domain.com.au/34-97-brickworks-drive-brunswick-vic-3056-16062022,34/97 Brickworks Drive Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,"['Balcony / Deck', 'Intercom', 'Built in wardrobes', 'Dishwasher', 'Secure Parking', 'Electric Heating']",week,450.0
https://www.domain.com.au/52-54-tinning-street-brunswick-vic-3056-16061469,52-54 Tinning Street Brunswick VIC 3056,3056,7,3,0,House,[],week,1400.0
https://www.domain.com.au/603-611-sydney-road-brunswick-vic-3056-16059133,603/611 Sydney Road Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'OUTSIDE:', 'Balcony', 'Remote Garage', 'LOCATION:', 'City Views']",week,420.0
https://www.domain.com.au/206-623-625-sydney-road-brunswick-vic-3056-16050536,206/623-625 Sydney Road Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher']",week,450.0
https://www.domain.com.au/52-108-union-street-brunswick-vic-3056-15303029,52/108 Union Street Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,[],week,420.0
https://www.domain.com.au/501-6-black-street-brunswick-vic-3056-16055949,501/6 Black Street Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,"['Air conditioning', 'Alarm System', 'Balcony / Deck', 'Split System Heating', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Intercom', 'Remote Garage', 'Secure Parking']",week,585.0
https://www.domain.com.au/40-cassels-road-brunswick-vic-3056-16053607,40 Cassels Road Brunswick VIC 3056,3056,3,2,2,Townhouse,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Floorboards', 'Fully fenced', 'Intercom', 'Remote Garage', 'Rumpus Room']",week,850.0
https://www.domain.com.au/11-170-albion-street-brunswick-vic-3056-16051288,11/170 Albion Street Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,"['Split System Air Con', 'Split System Heating', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Secure Parking']",week,510.0
https://www.domain.com.au/43a-thistle-street-brunswick-vic-3056-16048708,43A Thistle Street Brunswick VIC 3056,3056,3,2,1,House,"['Split System Air Con', 'Split System Heating', 'Built in wardrobes', 'Dishwasher', 'Secure Parking']",week,560.0
https://www.domain.com.au/93-davies-street-brunswick-vic-3056-16036405,93 Davies Street Brunswick VIC 3056,3056,2,2,0,House,"['Split System Heating', 'Split System Air Con', 'Shed']",week,495.0
https://www.domain.com.au/781-park-street-brunswick-vic-3056-16035035,781 Park Street Brunswick VIC 3056,3056,2,1,1,House,"['Split System Air Con', 'Split System Heating', 'Study', 'Garden / Courtyard', 'Balcony / Deck', 'Dishwasher', 'Floorboards', 'Secure Parking']",week,750.0
https://www.domain.com.au/109-3-olive-york-way-brunswick-vic-3056-16022554,109/3 Olive York Way Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,[],week,380.0
https://www.domain.com.au/601-27-wilson-avenue-brunswick-vic-3056-16020143,601/27 Wilson Avenue Brunswick VIC 3056,3056,1,1,1,Apartment / Unit / Flat,"['Balcony / Deck', 'Intercom', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Reverse Cycle Air Con', 'Reverse Cycle Heating']",week,400.0
https://www.domain.com.au/45-murdock-street-brunswick-vic-3056-16035344,45 Murdock Street Brunswick VIC 3056,3056,4,1,2,House,"['Air conditioning', 'Built in wardrobes', 'Garden / Courtyard', 'Dishwasher', 'Ducted Heating', 'Floorboards', 'Fully fenced', 'Outdoor Entertainment Area', 'Secure Parking', 'Shed']",week,790.0
https://www.domain.com.au/1-153-barkly-street-brunswick-vic-3056-16056893,1/153 Barkly Street Brunswick VIC 3056,3056,2,1,1,Apartment / Unit / Flat,[],week,485.0
https://www.domain.com.au/1-28-sutherland-street-brunswick-vic-3056-16043859,1/28 Sutherland Street Brunswick VIC 3056,3056,2,1,1,Villa,"['Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools', 'Car Parking - Surface', 'Carpeted', 'Openable Windows']",week,395.0
