,address,postcode,bedrooms,baths,parking,property_type,property_features,freq,processed_price
https://www.domain.com.au/1403-325-collins-street-melbourne-vic-3000-16030976,1403/325 Collins Street Melbourne VIC 3000,3000,0,1,0,Studio,['Furnished'],week,395.0
https://www.domain.com.au/2104-38-rose-lane-melbourne-vic-3000-16035456,2104/38 Rose Lane Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,['Furnished'],week,550.0
https://www.domain.com.au/217-339-swanston-st-melbourne-vic-3000-16055041,217/339 Swanston St Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,[],week,370.0
https://www.domain.com.au/1503-480-collins-street-melbourne-vic-3000-16053988,1503/480 Collins Street Melbourne VIC 3000,3000,0,1,0,Apartment / Unit / Flat,[],week,330.0
https://www.domain.com.au/2302-135-abeckett-street-melbourne-vic-3000-16049322,2302/135 Abeckett Street Melbourne VIC 3000,3000,2,1,1,Apartment / Unit / Flat,[],week,600.0
https://www.domain.com.au/925-555-flinders-street-melbourne-vic-3000-16044643,925/555 Flinders Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,[],week,500.0
https://www.domain.com.au/unit-1402-560-lonsdale-st-melbourne-vic-3000-16042084,Unit 1402/560 Lonsdale St Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,[],week,595.0
https://www.domain.com.au/29-400-little-collins-street-melbourne-vic-3000-16022489,29/400 Little Collins Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,[],week,400.0
https://www.domain.com.au/711-500-flinders-street-melbourne-vic-3000-14748133,711/500 Flinders Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,['City Views'],week,250.0
https://www.domain.com.au/908-500-flinders-street-melbourne-vic-3000-16044230,908/500 Flinders Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Ensuite', 'Floorboards', 'Furnished', 'Broadband internet access', 'Heating', 'Balcony / Deck']",week,200.0
https://www.domain.com.au/2-01-15-collins-street-melbourne-vic-3000-15226362,2.01/15 Collins Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Bathtub', 'Split System Heating', 'Reverse Cycle Air Conditioning', 'OUTSIDE:', 'Outdoor Entertainment Area']",week,695.0
https://www.domain.com.au/3203-35-spring-street-melbourne-vic-3000-13459693,3203/35 Spring Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Built in wardrobes', 'Dishwasher', 'Air conditioning', 'OUTSIDE:', 'Balcony', 'Remote Garage', 'Secure Parking']",week,1100.0
https://www.domain.com.au/22-187-collins-street-melbourne-vic-3000-16070203,22/187 Collins Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,[],week,400.0
https://www.domain.com.au/508-616-little-collins-street-street-melbourne-vic-3000-16028030,508/616 Little Collins Street Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Air conditioning', 'Dishwasher']",week,500.0
https://www.domain.com.au/7-7-drewery-lane-melbourne-vic-3000-16059788,7/7 Drewery Lane Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Intercom', 'Floorboards', 'Dishwasher']",week,680.0
https://www.domain.com.au/305-594-st-kilda-road-melbourne-vic-3000-16035645,305/594 St Kilda Road Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Intercom', 'Gym', 'Secure Parking', 'Dishwasher']",week,610.0
https://www.domain.com.au/6-410-queen-street-melbourne-vic-3000-16027847,6/410 Queen Street Melbourne VIC 3000,3000,3,2,1,Apartment / Unit / Flat,"['Built in wardrobes', 'Furnished']",week,695.0
https://www.domain.com.au/1003-29-market-street-melbourne-vic-3000-11719913,1003/29 Market Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Intercom', 'Ensuite', 'City Views', 'Security Access', 'Lift Installed', 'Car Parking - Basement', 'Carpeted', 'Openable Windows']",week,800.0
https://www.domain.com.au/10-17-queens-road-melbourne-vic-3000-16042359,10/17 Queens Road Melbourne VIC 3000,3000,1,1,1,Apartment / Unit / Flat,[],week,380.0
https://www.domain.com.au/4804-568-collins-street-melbourne-vic-3000-14122926,4804/568 Collins Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Air conditioning', 'Intercom', 'Ensuite', 'In ground pool', 'Tennis Court', 'Secure Parking', 'Gym', 'Dishwasher']",week,580.0
https://www.domain.com.au/394-collins-street-melbourne-vic-3000-15437445,394 Collins Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,[],week,550.0
https://www.domain.com.au/211b-399-bourke-street-melbourne-vic-3000-16063938,211B/399 Bourke Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,[],week,350.0
https://www.domain.com.au/1609-398-elizabeth-street-melbourne-vic-3000-15316411,1609/398 Elizabeth Street Melbourne VIC 3000,3000,2,1,1,Apartment / Unit / Flat,"['Intercom', 'Built in wardrobes', 'Pets Allowed', 'Dishwasher', 'Garden / Courtyard', 'Outdoor Spa']",week,600.0
https://www.domain.com.au/712-478-saint-kilda-road-melbourne-vic-3000-16043720,712/478 Saint Kilda Road Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Broadband Internet Available', 'Built in wardrobes', 'Dishwasher', 'Gym', 'Intercom', 'Reverse Cycle Air Conditioning']",week,400.0
https://www.domain.com.au/208-268-flinders-st-melbourne-vic-3000-15943719,208/268 Flinders St Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,['Furnished'],week,250.0
https://www.domain.com.au/414-422-collins-street-melbourne-vic-3000-15974489,414/422 Collins Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,[],week,470.0
https://www.domain.com.au/1012-339-swanston-st-melbourne-vic-3000-15963215,1012/339 Swanston St Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,[],week,370.0
https://www.domain.com.au/251-350-st-kilda-road-melbourne-vic-3000-15951316,251/350 St Kilda Road Melbourne VIC 3000,3000,3,3,3,Apartment / Unit / Flat,[],week,2800.0
https://www.domain.com.au/4203-35-spring-street-melbourne-vic-3000-15939303,4203/35 Spring Street Melbourne VIC 3000,3000,3,2,4,Apartment / Unit / Flat,[],week,4500.0
https://www.domain.com.au/2206-288-spencer-street-melbourne-vic-3000-15934869,2206/288 Spencer Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Split System Heating', 'Air conditioning', 'OUTSIDE:', 'In Ground Pool']",week,440.0
https://www.domain.com.au/2707-288-spencer-street-melbourne-vic-3000-15921427,2707/288 Spencer Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Air conditioning', 'OUTSIDE:', 'In Ground Pool']",week,440.0
https://www.domain.com.au/studio-480-elizabeth-street-melbourne-vic-3000-14845068,Studio/480 Elizabeth Street Melbourne VIC 3000,3000,0,0,0,Apartment / Unit / Flat,"['Gym', 'Floorboards', 'Air conditioning', 'City Views', 'Built in wardrobes', 'Furnished', 'Study', 'Heating']",week,389.0
https://www.domain.com.au/204-408-lonsdale-street-melbourne-vic-3000-16071522,204/408 Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,[],week,400.0
https://www.domain.com.au/2403-380-little-lonsdale-street-melbourne-vic-3000-15898358,2403/380 Little Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Swimming Pool*', 'Gym*', 'Intercom*', 'Broadband internet access*', 'Heating*', 'Balcony', 'Built in wardrobes', 'Air conditioning']",week,400.0
https://www.domain.com.au/204-327-la-trobe-street-melbourne-vic-3000-14754785,204/327 La Trobe Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Study', 'Alarm System', 'Rumpus Room', 'Floorboards', 'Cable or Satellite', 'Built in wardrobes', 'Dishwasher', 'Broadband', 'Split System Heating', 'Air conditioning', 'OUTSIDE:', 'Balcony', 'Secure Parking', 'OTHER:', 'Furnished']",week,450.0
https://www.domain.com.au/2614-350-william-street-melbourne-vic-3000-16070171,2614/350 William Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Gym*', 'Broadband internet access*', 'Heating*']",week,315.0
https://www.domain.com.au/1905-36-la-trobe-street-melbourne-vic-3000-16070098,1905/36 La Trobe Street Melbourne VIC 3000,3000,2,2,0,Apartment / Unit / Flat,"['Gas*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Lift Installed']",week,600.0
https://www.domain.com.au/306-33-rose-lane-melbourne-vic-3000-16069894,306/33 Rose Lane Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Secure Parking', 'Air conditioning', 'Intercom', 'Swimming Pool', 'Balcony / Deck', 'Outdoor Entertainment Area', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Gym']",week,550.0
https://www.domain.com.au/1109-601-little-collins-street-melbourne-vic-3000-16069867,1109/601 Little Collins Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Built in wardrobes', 'Intercom']",week,370.0
https://www.domain.com.au/412-7-katherine-place-melbourne-vic-3000-16069866,412/7 Katherine Place Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Gym*', 'Dishwasher*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Close to schools']",week,400.0
https://www.domain.com.au/1201-118-134-abeckett-street-melbourne-vic-3000-16069619,1201/118-134 ABeckett Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Heating*', 'Air conditioning', 'Built in wardrobes', 'Dishwasher', 'Gym', 'Intercom']",week,430.0
https://www.domain.com.au/14-402-408-la-trobe-street-melbourne-vic-3000-16069386,14/402-408 La Trobe Street Melbourne VIC 3000,3000,2,1,1,Apartment / Unit / Flat,"['Built in wardrobes*', 'Gas*', 'Internal Laundry*', 'Dishwasher*']",week,550.0
https://www.domain.com.au/2606-157-a-beckett-street-melbourne-vic-3000-15043424,2606/157 A'beckett street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Gym', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Broadband', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'Gas Hot Water', 'OUTSIDE:', 'Swimming Pool', 'Spa', 'LOCATION:', 'City Views']",week,690.0
https://www.domain.com.au/818-139-lonsdale-street-melbourne-vic-3000-15284899,818/139 Lonsdale Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Air conditioning', 'Heating', 'Close to transport', 'Close to shops', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Lift Installed', 'Furnished', 'Carpeted', 'Short Term']",week,380.0
https://www.domain.com.au/304-58-la-trobe-street-melbourne-vic-3000-16069105,304/58 La Trobe Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,['Furnished*'],week,380.0
https://www.domain.com.au/208-565-flinders-street-melbourne-vic-3000-6173345,208/565 Flinders Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Air conditioning', 'Internal Laundry', 'Broadband internet access']",week,400.0
https://www.domain.com.au/4507-318-russell-street-melbourne-vic-3000-16068548,4507/318 Russell Street Melbourne VIC 3000,3000,2,2,0,Apartment / Unit / Flat,"['Gym*', 'Dishwasher*', 'Air conditioning', 'Heating', 'Close to transport', 'Close to shops', 'Close to schools', 'City Views', 'Security Access', 'Kitchenette', 'Security System']",week,650.0
https://www.domain.com.au/1412-25-therry-street-melbourne-vic-3000-16068459,1412/25 Therry Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Alarm System', 'Swimming Pool', 'Spa', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Security System']",week,500.0
https://www.domain.com.au/5101-464-collins-street-melbourne-vic-3000-14787180,5101/464 Collins Street Melbourne VIC 3000,3000,2,2,0,Apartment / Unit / Flat,"['Bath*', 'Fireplace(s)*', 'Balcony / Deck*']",week,650.0
https://www.domain.com.au/300-668-bourke-street-melbourne-vic-3000-16068002,300/668 Bourke Street Melbourne VIC 3000,3000,2,2,1,Apartment / Unit / Flat,"['Air conditioning*', 'Internal Laundry*', 'Gym*', 'Heating*']",week,550.0
https://www.domain.com.au/2214-220-spencer-street-melbourne-vic-3000-16067800,2214/220 Spencer Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Gym*', 'Dishwasher*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Alarm System', 'Swimming Pool', 'Spa', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Security System']",week,400.0
https://www.domain.com.au/2401-371-little-lonsdale-street-melbourne-vic-3000-16067600,2401/371 Little Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Built in wardrobes*', 'Internal Laundry*', 'Intercom*', 'Heating*']",week,500.0
https://www.domain.com.au/18-300-king-street-melbourne-vic-3000-16067598,18/300 King Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Furnished*', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Intercom']",week,590.0
https://www.domain.com.au/924-555-flinders-street-melbourne-vic-3000-16067441,924/555 Flinders Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Study*', 'Air conditioning', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Intercom', 'Furnished']",week,480.0
https://www.domain.com.au/5206-318-russell-street-melbourne-vic-3000-16067395,5206/318 Russell Street Melbourne VIC 3000,3000,2,2,0,Apartment / Unit / Flat,"['Gym*', 'Heating*', 'Dishwasher*', 'Close to transport', 'Close to shops', 'Close to schools', 'City Views', 'Furnished']",week,750.0
https://www.domain.com.au/1107-5-sutherland-street-melbourne-vic-3000-16067378,1107/5 Sutherland Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Furnished*', 'Heating*', 'Air conditioning', 'Balcony / Deck', 'Built in wardrobes', 'Intercom']",week,450.0
https://www.domain.com.au/42-140-flinders-street-melbourne-vic-3000-16067370,42/140 Flinders Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Air conditioning*', 'Built in wardrobes*', 'Internal Laundry*']",week,400.0
https://www.domain.com.au/2403-36-la-trobe-street-melbourne-vic-3000-16067209,2403/36 La Trobe Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Intercom', 'Study', 'Floorboards', 'Cable or Satellite', 'Built in wardrobes', 'Dishwasher', 'Broadband', 'Gas Appliances', 'Split System Heating', 'Split System Air Conditioning', 'OUTSIDE:', 'Balcony', 'LOCATION:', 'City Views']",week,550.0
https://www.domain.com.au/2912-350-william-street-melbourne-vic-3000-16066795,2912/350 William Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Dishwasher*', 'Balcony / Deck*']",week,400.0
https://www.domain.com.au/2511-155-franklin-street-melbourne-vic-3000-16066750,2511/155 Franklin Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Study*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Swimming Pool', 'Spa', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Furnished', 'Security System']",week,620.0
https://www.domain.com.au/2913-350-william-street-melbourne-vic-3000-16066691,2913/350 William Street Melbourne VIC 3000,3000,2,2,0,Apartment / Unit / Flat,"['Gas*', 'Internal Laundry*', 'Dishwasher*', 'Balcony / Deck*']",week,500.0
https://www.domain.com.au/2008-228-la-trobe-street-melbourne-vic-3000-16066522,2008/228 La Trobe Street Melbourne VIC 3000,3000,1,1,1,Apartment / Unit / Flat,"['Internal Laundry*', 'Close to transport', 'Close to shops', 'Swimming Pool', 'Close to schools', 'City Views', 'Commercial']",week,600.0
https://www.domain.com.au/2905-483-swanston-street-melbourne-vic-3000-16066431,2905/483 Swanston Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Dishwasher*', 'Study*', 'Balcony / Deck*', 'Close to transport', 'Close to shops', 'Close to schools', 'City Views']",week,530.0
https://www.domain.com.au/308-65-elizabeth-street-melbourne-vic-3000-9456525,308/65 Elizabeth Street Melbourne VIC 3000,3000,0,1,0,Studio,"['Car Accom: None', 'Heating: Electric', 'Cooking: Electric Hotplates & Oven', 'Furnished']",week,295.0
https://www.domain.com.au/313-140-little-collins-street-melbourne-vic-3000-16065982,313/140 Little Collins Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Built in wardrobes*', 'Dishwasher*', 'Balcony / Deck*']",week,525.0
https://www.domain.com.au/1002-233-collins-st-melbourne-vic-3000-16065571,1002/233 Collins St Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Air conditioning*', 'Built in wardrobes*', 'Internal Laundry*', 'Dishwasher*', 'Balcony / Deck*', 'Furnished']",week,450.0
https://www.domain.com.au/1206-639-little-lonsdale-street-melbourne-vic-3000-16065443,1206/639 Little Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Gym*', 'Broadband internet access*', 'Heating*', 'Dishwasher*', 'Study*']",week,550.0
https://www.domain.com.au/1306-618-lonsdale-street-melbourne-vic-3000-16065416,1306/618 Lonsdale Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Gym*', 'Intercom*', 'Heating*', 'Dishwasher*', 'Balcony / Deck*']",week,515.0
https://www.domain.com.au/120-abekcett-street-melbourne-vic-3000-16065076,120 Abekcett Street Melbourne VIC 3000,3000,0,1,1,Carspace,"['OUTSIDE:', 'Secure Parking']",month,64.61538461538461
https://www.domain.com.au/1506b-639-little-lonsdale-street-melbourne-vic-3000-14620499,1506B/639 Little Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Gym', 'Intercom', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Gas Appliances', 'Split System Heating', 'Air conditioning', 'Gas Hot Water', 'OUTSIDE:', 'Swimming Pool', 'Spa']",week,520.0
https://www.domain.com.au/2707b-639-little-lonsdale-street-melbourne-vic-3000-14781517,2707B/639 Little Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['INSIDE:', 'Gym', 'Intercom', 'Alarm System', 'Floorboards', 'Built in wardrobes', 'Dishwasher', 'Gas Appliances', 'Split System Heating', 'Air conditioning', 'Gas Hot Water', 'OUTSIDE:', 'Swimming Pool', 'Spa']",week,520.0
https://www.domain.com.au/1215-39-lonsdale-street-melbourne-vic-3000-14536234,1215/39 Lonsdale Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Intercom*', 'INSIDE:', 'Floorboards']",week,420.0
https://www.domain.com.au/4901-560-lonsdale-street-melbourne-vic-3000-16064475,4901/560 Lonsdale Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Fireplace(s)*', 'Heating*', 'Swimming Pool', 'Air conditioning', 'Alarm System', 'Balcony / Deck', 'Broadband internet access', 'Built in wardrobes', 'Dishwasher', 'Gym', 'Intercom']",week,500.0
https://www.domain.com.au/5803-370-queen-street-melbourne-vic-3000-16064139,5803/370 Queen Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Air conditioning', 'Gym', 'Built in wardrobes', 'Study', 'Swimming Pool', 'Intercom']",week,580.0
https://www.domain.com.au/503-243-franklin-street-melbourne-vic-3000-16064073,503/243 Franklin Street Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Air conditioning', 'Intercom', 'Furnished']",week,350.0
https://www.domain.com.au/1016-233-collins-st-melbourne-vic-3000-16063430,1016/233 Collins St Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Air conditioning*', 'Built in wardrobes*', 'Internal Laundry*', 'Furnished*', 'Dishwasher*']",week,460.0
https://www.domain.com.au/4501-33-rose-lane-melbourne-vic-3000-16063319,4501/33 Rose Lane Melbourne VIC 3000,3000,1,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Heating*', 'Air conditioning', 'Balcony / Deck', 'Built in wardrobes', 'Dishwasher', 'Floorboards', 'Gym', 'Intercom', 'Swimming Pool', 'Furnished']",week,420.0
https://www.domain.com.au/2803-483-swanston-street-melbourne-vic-3000-16062567,2803/483 Swanston Street Melbourne VIC 3000,3000,2,1,0,Apartment / Unit / Flat,"['Internal Laundry*', 'Study*', 'Balcony / Deck*', 'Air conditioning', 'Heating', 'Built in wardrobes', 'Close to transport', 'Close to shops', 'Intercom', 'Close to schools', 'City Views', 'Security Access', 'Furnished', 'Security System']",week,600.0
