,Postcode,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
22,3028,50074,51318,52940.0,54177.0,55442.90383452965,56738.38687274863,58064.140264542926,59420.871309258444,60809.30383305052,62230.17857505059
23,3029,49240,50016,51336.0,51442.0,51548.218871746925,51654.65706717324,51761.315039144574,51868.19324146165,51975.29212886221,52082.612157022944
24,3030,52900,54133,55776.0,56434.0,57099.76255020081,57773.379226872356,58454.942686627124,59144.54667916515,59842.28606016936,60548.256804353085
25,3031,57372,58874,61738.0,63364.0,65032.824127765714,66745.6002467159,68503.48592492315,70307.66921744842,72159.36946927987,74059.838139419
26,3032,53458,55028,57047.0,58123.0,59219.29512507231,60336.26817456796,61474.30916806166,62633.81548153712,63815.19198614095,65018.851189553716
27,3033,52713,55230,56918.0,58126.0,59359.638005551846,60619.458145238874,61906.01609596533,63219.879328052295,64561.627355535464,65931.85199177508
28,3034,50679,52510,54426.0,55605.0,56809.54001763863,58040.173312034625,59297.46512724958,60581.992951911096,61894.34678445994,63235.12940414316
29,3036,50075,52793,55726.0,56452.0,57187.458349782864,57932.49827301335,58687.24459871782,59451.82378219894,60226.363926222846,61010.99480248236
30,3037,50389,51287,53275.0,53689.0,54106.21719380572,54526.67658222872,54950.40336036185,55377.42291908902,55807.76084660667,56241.44292995711
31,3038,49351,50550,52960.0,53536.0,54118.264652567974,54706.862092898016,55301.86119723165,55903.33159091755,56511.34365655895,57125.96854224962
32,3039,56911,58662,60401.0,62616.0,64912.22754590156,67292.6613800131,69760.38947982484,72318.61306383523,74970.65074427752,77719.94283213325
33,3040,53942,56670,58394.0,59561.0,60751.322413261645,61965.43333658043,63203.80818166365,64466.9318612883,65755.29897917925,67069.41402368215
34,3041,55932,57395,59360.0,60924.0,62529.20781671159,64176.70918169368,65867.61843304423,67603.07926911704,69384.26552209714,71212.38195195832
35,3042,54924,57306,59506.0,60401.0,61309.461247605286,62231.58620671205,63167.58038637473,64117.65238660673,65082.013944869985,66060.87998326375
36,3043,51246,52990,55201.0,54604.0,54013.4565678158,53429.299875527875,52851.46085040713,52279.871166747536,51714.463237787044,51155.17020771587
37,3044,54604,56729,59592.0,60914.0,62265.32749362331,63646.63308743741,65058.58182118678,66501.85348798113,67977.14296158684,69485.160530979
38,3046,48614,49671,51107.0,51060.0,51013.04322304185,50966.12962937596,50919.25917928926,50872.43183310525,50825.64755118387,50778.90629392155
39,3047,38897,39723,40125.0,39896.0,39668.30694080997,39441.91336350292,39216.811851721184,38992.99503143348,38770.45557069334,38549.186179398916
40,3048,41447,41074,42785.0,42935.0,43085.52588524015,43236.57949942237,43388.16269271239,43540.27732176245,43692.925249734035,43846.10834632069
41,3049,50072,51919,53852.0,54294.0,54739.62779469657,55188.91315986882,55641.886115685906,56098.576928712966,56559.0161139334,57023.23443678786
42,3051,46366,49484,51436.0,53817.0,56308.21776576717,58914.755336734816,61641.950928475344,64495.389865420286,67480.91601966179,70604.64377926236
43,3052,44631,44950,47121.0,46674.0,46231.24033870249,45792.680791337196,45358.28151471472,44928.003043606775,44501.80628716077,44079.6525253484
44,3053,38998,38818,40434.0,41335.0,42256.07718751546,43197.67894707305,44160.2626323704,45144.2957884214,46150.2563786516,47178.63301705406
45,3054,51588,54809,56324.0,56368.0,56412.03437255876,56456.103144527944,56500.20634278018,56544.34399420909,56588.516125729315,56632.7227642765
46,3055,50508,51712,54964.0,55835.0,56719.802507095555,57618.62624597337,58531.69340739253,59459.22970311043,60401.46442167911,61358.63048512578
47,3056,50072,52782,55026.0,57546.0,60181.40726202159,62937.507038496246,65819.82662809045,68834.14646058396,71986.51168939708,75283.24431501553
48,3057,53453,55526,58960.0,62166.0,65546.3289687924,69110.46619189193,72868.40639900193,76830.68779172921,81008.42159532968,85413.32321735524
49,3058,50537,52079,54676.0,55396.0,56125.48130806936,56864.56877865627,57613.388910352674,58372.06986754512,59140.74150235075,59919.53537684216
50,3059,50845,52690,55113.0,55802.0,56499.61359388893,57205.948465265734,57921.113643945326,58645.21952278841,59378.377874741695,60120.7018700912
51,3060,44762,45988,46579.0,45852.0,45136.34693746109,44431.86371060919,43738.375981855614,43055.71213465389,42383.703231030086,41722.182969775895
52,3061,41270,42184,44577.0,45055.0,45538.125602889384,46026.43177060325,46519.97405443456,47018.80860135382,47522.992160396534,48032.58208911918
53,3062,40233,52190,61642.0,56534.0,51849.27737581519,47552.75700276331,43612.2702766656,39998.31426334339,36683.830806330996,33644.00393895585
54,3063,50027,50996,50940.0,53040.0,55226.57243816255,57503.28626070164,59873.85754353387,62342.15555769605,64912.209084809554,67588.21299289947
55,3064,48045,49167,50768.0,50542.0,50317.00606681374,50093.01372181098,49870.018506298664,49648.015981432145,49427.00172812684,49206.97134697027
56,3065,52692,56844,58734.0,63220.0,68048.63281915073,73246.06815178106,78840.47448761531,84862.17177626315,91343.79575195552,98320.47480911615
57,3066,55002,60000,62118.0,64278.0,66513.10866415531,68825.93771072113,71219.18967400324,73695.66106226183,76258.24562542365,78909.9377364207
58,3067,56639,59265,62399.0,64079.0,65804.23149409446,67575.9122727941,69395.29291380268,71263.65766476326,73182.32534977107,75152.65030029297
59,3068,57098,60153,63269.0,65290.0,67375.55674975106,69527.73238380955,71748.65490744164,74040.52030072965,76405.59468988981,78846.21658794837
60,3070,55435,57896,60646.0,62956.0,65353.98766612802,67843.31443967872,70427.45941800636,73110.03421693118,75894.78801835437,78785.61281013617
61,3071,51678,53871,56863.0,58879.0,60966.4745264935,63127.95761119551,65366.07312645447,67683.53797042914,70083.16536519173,72567.86827176061
62,3072,49203,50804,53174.0,55000.0,56888.705006206044,58842.268314238776,60862.917164086444,62952.95527936124,65114.76549375387,67350.81246768088
63,3073,46592,48167,50138.0,50961.0,51797.5092943476,52647.74963399513,53511.94640986928,54390.32871262013,55283.12939335104,56190.58512534529
64,3074,43530,44505,46210.0,46435.0,46661.09554209046,46888.291960549024,47116.59461562635,47346.00889367257,47576.540207264356,47808.193995332615
65,3075,44182,45511,46951.0,46976.0,47001.01331175055,47026.039942339754,47051.0798988595,47076.13318840544,47101.19981807702,47126.27979497745
66,3076,46800,48371,50226.0,50437.0,50648.88641341138,50861.66296406702,51075.333391443644,51289.90145072758,51505.37091288072,51721.74556470682
67,3078,55454,57710,58476.0,61873.0,65467.339233189676,69270.48157150189,73294.55684851111,77552.39954661619,82057.58973164688,86824.49636545227
68,3079,56696,59978,62144.0,63288.0,64453.059732234804,65639.5668823004,66847.91627264139,68078.50999393228,69331.75753887722,70608.07593847292
69,3081,47415,48517,50124.0,52248.0,54462.004309312906,56769.8268524655,59175.443168693986,61682.99726035279,64296.80873152408,67021.38022912516
70,3082,47850,49810,51187.0,51735.0,52288.86680211773,52848.66321541721,53414.45272138648,53986.29948113641,54564.2683426767,55148.424848269664
71,3083,44968,45678,47727.0,48802.0,49901.213233599425,51025.18507817627,52174.473195154904,53349.647806691166,54551.29197858952,55780.00190959259
72,3084,54746,57844,60744.0,61565.0,62397.096421045695,63240.439239458676,64095.18045860123,64961.47413627328,65839.47641247966,66729.3455375726
73,3085,54600,56780,59404.0,61503.0,63676.166739613494,65926.12085021965,68255.57556142783,70667.33997297313,73164.32244222218,75749.53409137417
74,3086,45368,58808,60564.0,69276.0,79241.20229839509,90639.87732685453,103678.22702752748,118592.11504456431,135651.33349559535,155164.4835090295
75,3087,54231,55732,58161.0,59978.0,61851.76465329001,63784.06733678975,65776.73682924942,67831.65904205089,69950.77880408055,72136.10170236316
76,3088,53360,55938,57779.0,59926.0,62152.78000657679,64462.30455137889,66857.64832458041,69342.00026824289,71918.66782178168,74591.0813251889
77,3089,52160,54995,57124.0,59226.0,61405.347594706254,63664.8889546263,66007.574981211,68436.46516065407,70954.73155950036,73565.66296728115
78,3090,50000,52358,53458.0,53374.0,53290.13199146994,53206.395767008056,53122.79111953848,53039.31784231073,52955.9757288992,52872.76457320262
79,3091,45000,45294,47489.0,49812.0,52248.63324138222,54804.45827496328,57485.30555691784,60297.290749461805,63246.828672159696,66340.64793568235
80,3093,53296,56794,58544.0,60804.0,63151.24378245422,65589.09925779492,68121.06434939468,70750.77201251357,73481.99544699499,76318.65351118958
81,3094,53738,56414,59541.0,59860.0,60180.709091214456,60503.136430360544,60827.29122321395,61153.182724871716,61480.82024001647,61810.2131231821
82,3095,52923,55960,57405.0,59781.0,62255.34293180037,64832.099221425975,67515.50777033475,70309.98292863656,73220.12175693444,76250.7115887344
83,3096,49534,51610,54342.0,55488.0,56658.16760516728,57853.012477927245,59073.05502880327,60318.82664307968,61590.86991224477,62889.73887031464
84,3097,48810,51692,52863.0,48781.0,45014.20579611448,41538.27767891078,38330.75541408824,35370.91311228342,32639.6253056069,30119.24336554509
85,3099,48076,51399,52741.0,53926.0,55137.624921787596,56376.47298178491,57643.15583731315,58938.29888858665,60262.54158749215,61616.537753305805
86,3101,52960,55507,57562.0,59510.0,61523.92376915326,63606.00228453338,65758.54202342832,67983.92751840137,70284.6239988198,72663.18012177768
87,3102,53173,56178,56954.0,57486.0,58022.96934368087,58564.95444904376,59112.002167674436,59664.15978879329,60221.47504334324,60783.99610811584
88,3103,48697,50000,52116.0,53014.0,53927.473251976364,54856.68637232856,55801.910571468,56763.42173297652,57741.50049412882,58736.432327802315
89,3104,49309,50764,54252.0,53284.0,52333.27169505272,51399.50691217262,50482.402977000034,49581.66261569103,48696.99385855786,47828.10994542868
90,3105,49326,51552,53110.0,54155.0,55220.561570325735,56307.08928339277,57414.99567204172,58544.70138616869,59696.635352437675,60871.23493713542
91,3106,48940,50348,52187.0,53396.0,54633.0085270278,55898.67444591903,57193.66165355917,58518.649427126395,59874.33278040203,61261.42282833553
92,3107,50237,51330,53899.0,54282.0,54667.721553275565,55056.18399886647,55447.40681323345,55841.409611234674,56238.212147109225,56637.834315467495
93,3108,45478,47215,48868.0,48828.0,48788.03274126218,48748.09819698677,48708.19634039597,48668.32714473386,48628.49058326646,48588.686629281634
94,3109,48000,49876,50977.0,50934.0,50891.03627125959,50848.108783183314,50805.21750520154,50762.36240677041,50719.54345737183,50676.76062651346
95,3111,49503,50232,52564.0,53788.0,55040.501940491595,56322.16951478506,57633.68187088614,58975.733971372494,60349.03696165026,61754.31854678572
96,3113,50910,53599,55115.0,56037.0,56974.42382291573,57927.5294886098,58896.579333270936,59881.840081620314,60883.582920325825,61902.08357264444
97,3114,49326,51049,51210.0,52199.0,53207.10019527435,54234.669460908524,55282.083795937586,56349.72646092845,57437.98811821917,58547.26697486667
98,3115,46684,48183,50281.0,54405.0,58867.2465742527,63695.4823864326,68919.72552721437,74572.45614264031,80688.81836956993,87306.83883368372
99,3116,49169,51344,52980.0,54276.0,55603.702831257084,56963.884010368245,58357.33802466491,59784.87879627619,61247.34015754411,62745.57633806841
100,3121,61703,64687,67857.0,69288.0,70749.1775940581,72241.16918132393,73764.62458162861,75320.20731850632,76908.59490818436,78530.47915466758
101,3122,55076,57163,59835.0,61287.0,62774.23529706694,64297.56093676513,65857.85271382175,67456.00767564123,69092.94463803835,70769.60471348636
102,3123,56797,59537,60581.0,63192.0,65915.53232861789,68756.44705287172,71719.80327437761,74810.87813859907,78035.17623238891,81398.43938655884
103,3124,54127,57976,58946.0,59962.0,60995.511892240356,62046.837513699254,63116.28390385157,64204.163394339696,65310.79370018995,66436.4980126012
104,3125,41590,41909,41948.0,44559.0,47332.518379898924,50278.67088990932,53408.20292227208,56732.52870252507,60263.77292018248,64014.814950662985
105,3126,54674,57768,58703.0,59292.0,59886.90976611076,60487.788594317826,61094.69637555649,61707.69360168126,62326.84137149525,62952.20139683996
106,3127,56154,58924,60738.0,61843.0,62968.103147946924,64113.67517828183,65280.08847921373,66467.72221377087,67676.9624430543,68908.2022517338
107,3128,40000,43348,44494.0,43707.0,42933.92028138625,42174.51462531013,41428.541167987365,40695.76232366665,39975.94470896072,39268.85906851589
108,3129,49659,50784,52115.0,52417.0,52720.75005276792,53026.26029964379,53333.54094073547,53642.60223525916,53953.454501881984,54266.108119066455
109,3130,51064,53574,54844.0,55540.0,56244.832616147614,56958.609939115275,57681.44548206663,58413.45419870871,59154.75250157322,59905.4582805298
110,3131,50090,52031,53152.0,54499.0,55880.136231938595,57296.273790345076,58748.299693332636,60237.1234381949,61763.67757108263,63328.91827111741
111,3132,53410,54855,56357.0,58197.0,60097.07417002325,62059.18387197407,64085.35450427231,66177.67759258185,68338.31294879937,70569.4909005319
112,3133,49194,51620,53058.0,54000.0,54958.72441479136,55934.47017224044,56927.53947191722,57938.23987868992,58966.884417981375,60013.791672716536
113,3134,49854,51846,53640.0,54943.0,56277.651920208795,57644.72463557106,59045.00569821366,60479.30179114379,61948.43919296818,63453.26425390102
114,3135,51542,53176,55649.0,57001.0,58385.8470233068,59804.3390928051,61257.29361945378,62745.547873321804,64269.959466067965,65831.4068451426
115,3136,50000,52000,53705.0,54671.0,55654.37558886509,56655.439303953885,57674.50930428196,58711.90947163948,59767.96951352764,60843.025067946546
116,3137,48852,50604,52140.0,53667.0,55238.72054085155,56856.471332295354,58521.600440933915,60235.49541357116,61999.58443345077,63815.337510356774
117,3138,49058,51089,53062.0,54333.0,55634.4444046587,56967.062452194055,58331.60084834834,59728.82418478968,61159.51536753566,62624.47605563897
118,3139,45306,47813,50000.0,50252.0,50505.270079999995,50759.81664120319,51015.64611707485,51272.764973504905,51531.179708971365,51790.89685470458
119,3140,47984,49578,51348.0,52999.0,54703.08485237984,56461.96140241644,58277.391375840714,60151.19314341712,62085.24354225995,64081.479755710745
120,3141,59628,62460,65269.0,67023.0,68824.13594508878,70673.6745384131,72572.91652374115,74523.19760024978,76525.88936189526,78582.40026202801
121,3142,53508,57792,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
122,3143,58114,60406,65311.0,66994.0,68720.36924867175,70491.22532874272,72307.71462194408,74171.01305113261,76082.32684153633,78042.89330161666
123,3144,56493,59253,60770.0,61607.0,62455.52820470627,63315.74339488793,64187.80653824027,65071.88081950582,65968.1316710103,66876.72680361908
124,3145,52972,54122,55268.0,58016.0,60900.63429109068,63928.696515739975,67107.31810554335,70443.98507655792,73946.55565972324,77623.27880789069
125,3146,58650,60092,62658.0,64900.0,67222.22222222222,69627.53714166142,72118.91794334045,74699.44419743361,77372.30566589168,80140.80624527385
126,3147,54999,56708,57620.0,60004.0,62486.63686220063,65071.99163969952,67764.3142372185,70568.03039725892,73487.74897530586,76528.26951604048
127,3148,49416,51321,53140.0,53624.0,54112.40828001506,54605.26499073255,55102.61064853297,55604.48613882071,56110.93271938505,56621.99202379194
128,3149,50122,51956,53424.0,54208.0,55003.50524109014,55810.68456328643,56629.70928434094,57460.753236102755,58303.99280141244,59159.606951537986
129,3150,48444,49813,51446.0,51535.0,51624.15396726665,51713.462168158585,51802.92486949525,51892.54233855766,51982.31484308923,52072.24265129657
130,3151,46154,46533,48762.0,48442.0,48124.09999589845,47808.28620649917,47494.54494104493,47182.8625986239,46873.22566758006,46565.620724927474
131,3152,48642,50562,52423.0,52670.0,52918.16378307231,53167.49683258147,53418.004657727826,53669.692793669274,53922.56680164356,54176.63226909116
132,3153,48998,50966,52269.0,52820.0,53376.80843329699,53939.48653019471,54508.096166463576,55082.69987014495,55663.3608284271,56250.14289459373
133,3154,48307,50672,54074.0,55065.0,56074.16179679698,57101.81823687217,58148.30826669686,59213.97704452533,60299.17605423655,61404.26322126226
134,3155,49170,51116,52968.0,54024.0,55101.053013140016,56199.57876419492,57320.00534581005,58462.769385327796,59628.31621494014,60817.10004523347
135,3156,49048,51229,53349.0,53989.0,54636.677744662506,55292.125339867365,55955.43599644041,56626.7040434089,57306.02494141602,57993.49529629627
136,3158,50793,53144,54999.0,55598.0,56203.52377315952,56815.642370590795,57434.427617231355,58059.95212027181,58692.28927767545,59331.51328679067
137,3159,50285,50854,52855.0,54945.0,57117.643080124864,59376.19712491648,61724.059238076545,64164.760852069165,66701.97303976804,69339.51203613763
138,3160,50352,52000,54364.0,55000.0,55643.4405121036,56294.40858225477,56952.99227474087,57619.280684106176,58293.363947204765,58975.33325539442
139,3161,50348,51748,53295.0,54231.0,55183.43861525471,56152.60455096872,57138.79158276732,58142.2986457464,59163.42992508627,60202.49494825693
140,3162,52000,54780,55766.0,56000.0,56234.98188860596,56470.94978592572,56707.90782935552,56945.86017365257,57184.81099100785,57424.76447111931
141,3163,52534,54764,55916.0,59036.0,62330.08970598755,65807.98297236356,69479.93566700864,73356.77591454185,77449.93602709229,81771.48621674333
142,3165,54210,56128,58376.0,60115.0,61905.804183225984,63749.95577762488,65649.04398334795,67604.70534224616,69618.62514816239,71692.53889923567
143,3166,50718,51947,53672.0,54129.0,54589.891209569236,55054.7067611189,55523.4800691721,55996.244832766,56473.03503787433,56953.88495985057
144,3167,49710,51334,52222.0,54160.0,56169.920723066905,58254.43120449817,60416.29952961627,62658.396509593986,64983.69949369251,67395.29632297473
145,3168,39706,38498,37730.0,36903.0,36094.12692817387,35302.98346224226,34529.180988792104,33772.33941238789,33032.086968866955,32308.0600427272
146,3169,44718,45937,46798.0,47514.0,48240.954656181886,48979.031572584856,49728.40091755624,50489.23546298489,51261.71062413488,52046.004500088566
147,3170,49999,51634,53173.0,53331.0,53489.46948639347,53648.40985422771,53807.822502695315,53967.70883514648,54128.07025910136,54288.90818626247
148,3171,38694,40000,40526.0,40649.0,40772.373315895966,40896.121080734716,41020.24443100196,41144.74450663274,41269.62245102192,41394.87941103464
149,3172,45078,46330,47426.0,47430.0,47434.00033736769,47438.00101213151,47442.00202431994,47446.00337396142,47450.00506108443,47454.007085717414
150,3173,47704,49110,50284.0,50651.0,51020.678565746566,51393.05524687037,51768.149735685925,52145.981868233,52526.57162532555,52909.9391336084
151,3174,42732,43472,44666.0,44524.0,44382.45143957372,44241.352883526175,44100.70290122508,43960.50006658634,43820.7429580596,43681.43015861384
152,3175,42250,43592,45000.0,45342.0,45686.599200000004,46033.81735392001,46383.6743658098,46736.19029098996,47091.385337201486,47449.27986576422
153,3177,42025,43504,45055.0,44803.0,44552.40947730552,44303.22054847895,44055.42537417606,43809.01615889935,43563.98515075281,43320.32464119805
154,3178,50748,52612,54788.0,55520.0,56261.77995181427,57013.47052136834,57775.20412036159,58547.1149295918,59329.33892259139,60122.013889579364
155,3179,47882,49984,51812.0,52130.0,52449.95174862966,52771.867224891226,53095.758481308956,53421.637644380375,53749.51691503028,54079.408569067564
156,3180,49000,50768,52954.0,53858.0,54777.43256411225,55712.56114812776,56663.65370540214,57630.98276363539,58614.82550296247,59615.46383537698
157,3181,57515,62220,64803.0,66790.0,68837.92571331575,70948.64525395984,73124.08401635692,75366.22643168493,77677.11777806949,80058.86604628275
158,3182,52401,56514,57970.0,59040.0,60129.74987062274,61239.61415148468,62369.964110810004,63521.177869626066,64693.64052825122,65887.74429511734
159,3183,51931,54315,57267.0,58053.0,58849.78799308502,59657.51204642402,60476.32225943481,61306.370791677036,62147.811891127996,63000.80192284655
160,3184,60320,62955,64548.0,66076.0,67640.17128338601,69241.37010784243,70880.47300064753,72558.37723850136,74276.00133871251,76034.28556201226
161,3185,55356,57592,60544.0,62157.0,63812.973193049686,65513.064461555055,67258.44918962866,69050.33407570938,70889.95796683186,72778.59271512236
162,3186,55596,58333,60517.0,62768.0,65102.72855561247,67524.30004756818,70035.94469960108,72641.01288736322,75342.97960761463,78145.44911364996
163,3187,56839,59134,61966.0,62233.0,62501.15045347449,62770.45631751409,63040.922570568604,63312.55421253907,63585.356264870155,63859.333770643
164,3188,57202,60000,61912.0,64318.0,66817.50103372529,69414.13670188563,72111.68181276457,74914.05786977308,77825.33877225844,80849.75673785564
165,3189,52265,54727,57136.0,58165.0,59212.53194133296,60278.92957798292,61364.532674730064,62469.687115403154,63594.745013081505,64740.06482228168
166,3190,56274,58833,60902.0,63340.0,65875.59686053003,68512.6975328556,71255.36536946363,74107.82638504198,77074.47576809561,80159.88465323267
167,3191,59761,60698,62938.0,65999.0,69208.87223934666,72574.85714392959,76104.5472789445,79805.90447524641,83687.27778864578,87757.42233265807
168,3192,54001,56607,59504.0,59828.0,60153.76418392041,60481.30215776402,60810.62357983842,61141.73816104083,61474.65566514437,61809.385909086064
169,3193,56054,58571,59796.0,61215.0,62667.67384105961,64154.82062647107,65677.2584227946,67235.82470986976,68831.37684150574,70464.79251710439
170,3194,54624,56767,59819.0,60927.0,62055.52297764924,63204.94907068382,64375.66545795739,65568.06648986058,66782.55382115608,68019.53654627419
171,3195,55386,57438,59343.0,60888.0,62473.22420504525,64099.71985569983,65768.56145752408,67480.85149092102,69237.72113946379,71040.33103718502
172,3196,54085,56396,58166.0,59824.0,61529.26066774404,63283.129150828994,65086.99099678839,66942.27124766819,68850.43556580307,70812.99139168247
173,3197,51812,55216,56709.0,58096.0,59516.92352183957,60972.60027376239,62463.8802571814,63991.63426301312,65556.75438015148,67160.15451637801
174,3198,50310,52347,54085.0,55384.0,56714.19905703985,58076.346502266715,59471.2096640758,60899.57430036377,62362.24504116386,63860.045841912164
175,3199,48111,49859,51193.0,52293.0,53416.63604399039,54564.41600703982,55736.858677087366,56934.493989430775,58157.86326625327,59407.519461297095
176,3200,43436,44539,46146.0,45722.0,45301.89580895419,44885.65163127906,44473.232000289114,44064.60177517485,43659.72613800859,43258.57059077772
177,3201,49007,50673,52771.0,53912.0,55077.670387144455,56268.54457773648,57485.16752145931,58728.09595074785,59997.89863555207,61295.15664360886
178,3202,53524,54358,57340.0,57036.0,56733.61171956749,56432.82661383417,56133.63618323414,55836.031973263736,55540.0055742426,55245.54862107605
179,3204,53901,55304,57544.0,59764.0,62069.645766717644,64464.24144310638,66951.21864322622,69534.1413699738,72216.71112253431,75002.77220087482
180,3205,61408,63360,66561.0,68851.0,71219.78637640661,73670.06973756362,76204.6539490241,78826.43934202098,81538.42603232354,84343.71735327756
181,3206,67523,70000,71490.0,74582.0,77807.73148692124,81172.97845513442,84683.77506141887,88346.41644468796,92167.47001367628,96153.78722282843
182,3207,70782,73326,74347.0,75000.0,75658.73538945755,76323.25654309275,76993.61427807384,77669.85985790333,78352.04499633811,79040.22186134421
183,3211,47883,48116,52552.0,54049.0,55588.64364819608,57172.14569457585,58800.75549258126,60475.757984825024,62198.47471688628,63970.26487998529
184,3212,52499,54413,56564.0,57824.0,59112.06732197157,60428.82718382158,61774.91873059364,63150.99534470417,64557.72496308913,65995.79040141549
185,3214,41272,42724,44411.0,44738.0,45067.407714305016,45399.24087101344,45733.517328756374,46070.255077658745,46409.472240307514,46751.18707272697
186,3215,47078,49152,51732.0,51914.0,52096.64030000773,52279.92315268309,52463.850818611114,52648.42556632988,52833.6496723585,53019.52542122515
187,3216,46270,48181,50315.0,51028.0,51751.10372652291,52484.45435669306,53228.19709655835,53982.47920984159,54747.45004709921,55523.26107529323
188,3217,52786,53558,55153.0,55382.0,55611.950827697496,55842.85643101087,56074.720774250614,56307.54783818736,56541.341620120256,56776.10613394557
189,3218,49276,51947,54692.0,55350.0,56015.916404592994,56689.84445612196,57371.880542791456,58062.122212453505,58760.668186559305,59467.61837427883
190,3219,44778,46697,48451.0,48810.0,49171.66002765681,49535.99979257248,49903.03915038829,50272.79810386685,50645.29680398219,51020.555551017955
191,3220,48654,50865,52212.0,53608.0,55041.32505937332,56512.973143776995,58023.96890162409,59575.364377504484,61168.23974468053,62803.70405716758
192,3221,47022,51042,52818.0,54977.0,57224.251751296906,59563.36265157806,61998.08755529947,64532.33480116057,67170.17248595943,69915.83499489931
193,3222,44658,46820,49770.0,50293.0,50821.49586096042,51355.54533524779,51895.20678211006,52440.539174053876,52991.60210328897,53548.45578824015
194,3223,41140,43006,45374.0,47412.0,49541.537973288665,51766.72540198268,54091.85843784552,56521.42619683369,59060.11942619735,61712.839560868975
195,3224,47030,48769,50853.0,51552.0,52260.60810571648,52978.95638538328,53707.17872257839,54445.41084117675,55193.79033064606,55952.45667169028
196,3225,41026,42481,46733.0,49214.0,51826.71337170736,54578.1326230973,57475.62148616846,60526.93462478964,63740.238388812984,67124.13266999855
197,3226,46893,49999,51704.0,53289.0,54922.588600495124,56606.255298077216,58341.535250256005,60130.010675206795,61973.31229442779,63873.12081962251
198,3227,46927,50000,50426.0,51990.0,53602.508626502204,55265.03041073751,56979.116548095095,58746.366345446084,60568.42871335704,62447.00370458558
199,3228,48687,51459,54212.0,56083.0,58018.57317568066,60020.948118713546,62092.430335383535,64235.404901116264,66452.33920662037,68745.78579880636
200,3230,41714,44938,46548.0,48062.0,49625.24370542236,51239.33279560904,52905.92104542756,54626.71601970739,56403.48082278888,58238.035904977216
201,3231,37828,38302,39581.0,39450.0,39319.43356661024,39189.29926486885,39059.5956645632,38930.32134021421,38801.47487106062,38673.05484104347
