,Postcode,Baths,Bedrooms,Parking,Weekly Rental Price,Income
95,3000,2,3,0,2000.0,38674.04618557919
96,3000,1,2,0,1000.0,38674.04618557919
97,3000,2,3,1,3100.0,38674.04618557919
98,3000,2,2,0,580.0,38674.04618557919
99,3000,1,1,0,360.0,38674.04618557919
100,3000,2,3,0,720.0,38674.04618557919
101,3000,2,3,1,900.0,38674.04618557919
102,3000,1,2,0,700.0,38674.04618557919
103,3000,1,1,0,345.0,38674.04618557919
104,3000,1,2,0,580.0,38674.04618557919
105,3000,1,2,1,580.0,38674.04618557919
106,3000,2,2,1,620.0,38674.04618557919
107,3000,2,2,0,620.0,38674.04618557919
108,3000,2,3,0,980.0,38674.04618557919
109,3000,2,2,0,730.0,38674.04618557919
110,3000,1,1,1,400.0,38674.04618557919
111,3000,2,2,1,560.0,38674.04618557919
112,3000,2,2,1,630.0,38674.04618557919
113,3000,1,2,1,490.0,38674.04618557919
114,3000,1,2,1,595.0,38674.04618557919
115,3000,1,1,0,415.0,38674.04618557919
116,3000,1,2,0,780.0,38674.04618557919
117,3000,1,2,1,590.0,38674.04618557919
118,3000,2,2,1,670.0,38674.04618557919
119,3000,2,3,0,700.0,38674.04618557919
120,3000,1,1,0,395.0,38674.04618557919
121,3000,1,1,0,600.0,38674.04618557919
122,3000,1,2,1,625.0,38674.04618557919
123,3000,2,2,1,640.0,38674.04618557919
124,3000,1,2,1,650.0,38674.04618557919
125,3000,1,2,0,495.0,38674.04618557919
126,3000,2,2,0,590.0,38674.04618557919
127,3000,2,2,1,770.0,38674.04618557919
128,3000,1,2,1,680.0,38674.04618557919
129,3000,2,2,2,890.0,38674.04618557919
130,3000,1,1,1,480.0,38674.04618557919
131,3000,2,2,2,680.0,38674.04618557919
132,3000,2,2,1,790.0,38674.04618557919
133,3000,1,1,0,490.0,38674.04618557919
134,3000,2,3,2,1000.0,38674.04618557919
135,3000,1,1,0,495.0,38674.04618557919
136,3000,1,2,0,510.0,38674.04618557919
137,3000,2,2,1,600.0,38674.04618557919
138,3000,1,2,2,800.0,38674.04618557919
139,3000,1,2,0,650.0,38674.04618557919
140,3000,1,2,1,540.0,38674.04618557919
141,3000,2,2,0,660.0,38674.04618557919
142,3000,2,3,2,2500.0,38674.04618557919
143,3000,1,1,0,465.0,38674.04618557919
144,3000,1,0,0,400.0,38674.04618557919
145,3000,2,3,2,725.0,38674.04618557919
146,3000,2,4,2,1400.0,38674.04618557919
147,3000,1,1,0,295.0,38674.04618557919
148,3000,1,0,0,380.0,38674.04618557919
149,3000,1,0,0,300.0,38674.04618557919
150,3000,2,2,0,510.0,38674.04618557919
151,3000,1,1,0,620.0,38674.04618557919
152,3000,1,2,0,610.0,38674.04618557919
153,3000,1,1,0,530.0,38674.04618557919
154,3000,1,1,1,65.0,38674.04618557919
155,3000,1,1,1,680.0,38674.04618557919
156,3000,3,4,0,1500.0,38674.04618557919
157,3000,2,2,1,1400.0,38674.04618557919
158,3000,1,1,0,634.6153846153846,38674.04618557919
159,3000,2,3,1,1099.0,38674.04618557919
160,3000,2,3,0,1099.0,38674.04618557919
161,3000,1,1,0,630.0,38674.04618557919
162,3000,2,2,0,575.0,38674.04618557919
163,3000,2,3,1,1150.0,38674.04618557919
164,3000,1,1,0,545.0,38674.04618557919
165,3000,2,2,0,1200.0,38674.04618557919
166,3000,1,0,0,360.0,38674.04618557919
167,3000,1,2,0,785.0,38674.04618557919
168,3000,1,2,0,775.0,38674.04618557919
169,3000,1,2,1,815.0,38674.04618557919
170,3000,1,0,1,495.0,38674.04618557919
171,3000,1,2,0,560.0,38674.04618557919
172,3000,2,2,1,900.0,38674.04618557919
173,3000,1,0,0,240.0,38674.04618557919
174,3000,2,2,1,780.0,38674.04618557919
175,3000,2,2,1,690.0,38674.04618557919
176,3000,1,2,1,630.0,38674.04618557919
177,3000,1,1,0,470.0,38674.04618557919
178,3000,1,2,0,360.0,38674.04618557919
179,3000,1,2,0,540.0,38674.04618557919
180,3000,1,2,0,630.0,38674.04618557919
181,3000,1,2,0,800.0,38674.04618557919
182,3000,1,0,0,250.0,38674.04618557919
183,3000,1,1,1,500.0,38674.04618557919
184,3000,2,2,0,725.0,38674.04618557919
185,3000,0,0,1,60.0,38674.04618557919
186,3000,1,1,0,650.0,38674.04618557919
187,3000,1,1,1,1155.0,38674.04618557919
188,3000,1,1,1,1085.0,38674.04618557919
189,3000,2,2,0,630.0,38674.04618557919
190,3000,1,0,0,220.0,38674.04618557919
191,3000,0,0,1,50.0,38674.04618557919
192,3000,1,1,1,854.0,38674.04618557919
193,3000,4,4,3,2600.0,38674.04618557919
194,3000,2,2,0,775.0,38674.04618557919
195,3000,1,1,1,650.0,38674.04618557919
196,3000,1,1,1,520.0,38674.04618557919
197,3000,1,2,1,850.0,38674.04618557919
198,3000,1,1,0,325.0,38674.04618557919
199,3000,1,2,0,555.0,38674.04618557919
200,3000,1,2,0,750.0,38674.04618557919
201,3000,1,2,1,620.0,38674.04618557919
202,3000,1,2,0,485.0,38674.04618557919
203,3000,2,2,0,800.0,38674.04618557919
204,3000,2,2,1,675.0,38674.04618557919
205,3000,2,2,2,750.0,38674.04618557919
206,3000,2,2,0,560.0,38674.04618557919
207,3000,2,2,0,550.0,38674.04618557919
208,3000,2,3,0,1000.0,38674.04618557919
209,3000,1,2,1,770.0,38674.04618557919
210,3000,1,2,0,575.0,38674.04618557919
211,3000,1,1,1,490.0,38674.04618557919
212,3000,1,1,0,375.0,38674.04618557919
213,3000,1,2,1,525.0,38674.04618557919
214,3000,1,0,0,340.0,38674.04618557919
215,3000,2,2,0,900.0,38674.04618557919
216,3000,1,1,0,510.0,38674.04618557919
217,3000,1,0,0,260.0,38674.04618557919
218,3000,1,0,0,439.0,38674.04618557919
219,3000,1,1,0,485.0,38674.04618557919
220,3000,2,2,0,685.0,38674.04618557919
221,3000,1,2,1,450.0,38674.04618557919
222,3000,2,2,0,880.0,38674.04618557919
223,3000,1,2,0,3000.0,38674.04618557919
224,3000,1,1,0,780.0,38674.04618557919
225,3000,1,0,0,444.0,38674.04618557919
226,3000,1,1,1,1050.0,38674.04618557919
227,3000,2,3,0,1290.0,38674.04618557919
228,3002,1,2,1,520.0,78424.58528352
229,3002,2,4,0,1200.0,78424.58528352
230,3002,1,1,0,750.0,78424.58528352
231,3002,1,1,1,475.0,78424.58528352
232,3002,2,3,2,770.0,78424.58528352
233,3002,1,2,1,625.0,78424.58528352
234,3002,2,3,1,1800.0,78424.58528352
235,3002,1,1,1,450.0,78424.58528352
236,3002,2,2,1,700.0,78424.58528352
237,3002,1,1,1,425.0,78424.58528352
238,3002,1,1,1,950.0,78424.58528352
239,3002,2,2,2,750.0,78424.58528352
240,3002,1,2,0,530.0,78424.58528352
241,3002,1,2,1,600.0,78424.58528352
242,3002,1,2,1,695.0,78424.58528352
243,3002,1,2,1,550.0,78424.58528352
244,3002,1,1,0,360.0,78424.58528352
245,3002,1,2,1,490.0,78424.58528352
246,3002,1,3,1,695.0,78424.58528352
247,3002,1,2,0,450.0,78424.58528352
248,3002,2,3,1,790.0,78424.58528352
249,3002,1,3,1,700.0,78424.58528352
250,3002,1,2,1,530.0,78424.58528352
251,3002,2,3,2,1800.0,78424.58528352
252,3002,2,2,1,750.0,78424.58528352
253,3002,2,3,1,1300.0,78424.58528352
254,3002,1,2,1,480.0,78424.58528352
255,3002,2,2,1,950.0,78424.58528352
256,3002,1,1,1,1500.0,78424.58528352
257,3002,1,1,1,390.0,78424.58528352
258,3002,1,0,1,590.0,78424.58528352
259,3002,1,2,1,510.0,78424.58528352
260,3002,2,3,2,750.0,78424.58528352
261,3002,2,3,2,780.0,78424.58528352
262,3002,1,4,0,990.0,78424.58528352
263,3002,1,1,1,995.0,78424.58528352
264,3003,1,1,1,460.0,53357.51083554555
265,3003,3,3,0,950.0,53357.51083554555
266,3003,1,1,0,460.0,53357.51083554555
267,3003,1,2,1,525.0,53357.51083554555
268,3003,2,2,1,500.0,53357.51083554555
269,3003,1,1,0,400.0,53357.51083554555
270,3003,1,1,0,420.0,53357.51083554555
271,3003,2,3,1,630.0,53357.51083554555
272,3003,2,3,1,900.0,53357.51083554555
273,3003,1,1,0,380.0,53357.51083554555
274,3003,1,3,1,670.0,53357.51083554555
275,3003,3,4,1,950.0,53357.51083554555
276,3003,1,2,0,480.0,53357.51083554555
277,3003,2,2,0,670.0,53357.51083554555
278,3003,1,2,1,450.0,53357.51083554555
279,3003,2,2,1,680.0,53357.51083554555
280,3003,1,2,1,460.0,53357.51083554555
281,3003,2,2,1,600.0,53357.51083554555
282,3003,1,2,0,460.0,53357.51083554555
283,3003,1,1,1,410.0,53357.51083554555
284,3003,1,1,1,480.0,53357.51083554555
285,3003,1,1,0,445.0,53357.51083554555
286,3003,1,2,0,500.0,53357.51083554555
287,3003,1,2,1,550.0,53357.51083554555
288,3003,3,3,2,850.0,53357.51083554555
289,3003,1,1,1,350.0,53357.51083554555
290,3003,2,2,1,620.0,53357.51083554555
291,3003,1,2,1,560.0,53357.51083554555
292,3003,1,2,1,500.0,53357.51083554555
293,3003,1,2,0,420.0,53357.51083554555
294,3003,1,2,0,450.0,53357.51083554555
295,3003,1,2,1,570.0,53357.51083554555
296,3003,1,1,1,600.0,53357.51083554555
297,3003,1,2,0,680.0,53357.51083554555
298,3003,1,2,0,440.0,53357.51083554555
299,3003,1,2,0,535.0,53357.51083554555
300,3003,1,3,1,640.0,53357.51083554555
301,3003,2,3,1,1450.0,53357.51083554555
302,3003,1,3,1,995.0,53357.51083554555
303,3003,1,2,0,400.0,53357.51083554555
304,3003,1,1,0,450.0,53357.51083554555
305,3003,2,2,1,560.0,53357.51083554555
306,3003,1,1,0,500.0,53357.51083554555
307,3003,1,2,0,580.0,53357.51083554555
308,3003,1,1,1,500.0,53357.51083554555
309,3003,1,1,1,450.0,53357.51083554555
310,3003,1,1,1,430.0,53357.51083554555
311,3003,1,1,1,380.0,53357.51083554555
312,3003,1,1,1,520.0,53357.51083554555
313,3003,1,2,1,520.0,53357.51083554555
314,3003,1,2,1,540.0,53357.51083554555
315,3003,2,2,2,650.0,53357.51083554555
316,3003,1,1,0,430.0,53357.51083554555
317,3003,1,1,0,465.0,53357.51083554555
318,3003,2,2,1,610.0,53357.51083554555
319,3003,0,0,1,50.0,53357.51083554555
320,3004,1,1,1,500.0,71307.51503858213
321,3004,2,2,1,900.0,71307.51503858213
322,3004,2,2,2,1395.0,71307.51503858213
323,3004,1,0,1,380.0,71307.51503858213
324,3004,3,2,2,1500.0,71307.51503858213
325,3004,2,3,1,800.0,71307.51503858213
326,3004,2,2,2,1100.0,71307.51503858213
327,3004,1,1,1,440.0,71307.51503858213
328,3004,2,2,1,590.0,71307.51503858213
329,3004,2,2,1,620.0,71307.51503858213
330,3004,2,2,1,580.0,71307.51503858213
331,3004,1,1,1,425.0,71307.51503858213
332,3004,1,1,1,380.0,71307.51503858213
333,3004,1,2,1,410.0,71307.51503858213
334,3004,2,2,1,650.0,71307.51503858213
335,3004,1,2,1,635.0,71307.51503858213
336,3004,1,2,1,480.0,71307.51503858213
337,3004,2,3,2,900.0,71307.51503858213
338,3004,1,1,1,350.0,71307.51503858213
339,3004,2,3,2,1400.0,71307.51503858213
340,3004,1,1,1,400.0,71307.51503858213
341,3004,1,2,1,550.0,71307.51503858213
342,3004,1,2,1,570.0,71307.51503858213
343,3004,2,3,2,1650.0,71307.51503858213
344,3004,1,1,1,650.0,71307.51503858213
345,3004,1,1,0,400.0,71307.51503858213
346,3004,1,1,1,475.0,71307.51503858213
347,3004,2,2,1,540.0,71307.51503858213
348,3004,1,2,1,505.0,71307.51503858213
349,3004,2,2,1,720.0,71307.51503858213
350,3004,1,1,1,480.0,71307.51503858213
351,3004,2,2,1,675.0,71307.51503858213
352,3004,2,3,2,1600.0,71307.51503858213
353,3004,1,1,1,450.0,71307.51503858213
354,3004,1,1,1,370.0,71307.51503858213
355,3004,2,3,2,750.0,71307.51503858213
356,3004,1,2,1,500.0,71307.51503858213
357,3004,1,2,1,430.0,71307.51503858213
358,3004,1,1,1,410.0,71307.51503858213
359,3004,1,1,1,580.0,71307.51503858213
360,3004,1,2,2,700.0,71307.51503858213
361,3004,2,2,1,575.0,71307.51503858213
362,3004,2,2,1,850.0,71307.51503858213
363,3004,2,3,2,760.0,71307.51503858213
364,3004,2,3,1,700.0,71307.51503858213
365,3004,1,1,1,490.0,71307.51503858213
366,3004,1,2,0,670.0,71307.51503858213
367,3004,2,2,1,600.0,71307.51503858213
368,3004,2,3,2,1750.0,71307.51503858213
369,3004,2,2,2,1299.0,71307.51503858213
370,3004,3,3,2,1500.0,71307.51503858213
371,3004,1,2,1,520.0,71307.51503858213
372,3004,1,1,1,550.0,71307.51503858213
373,3004,2,2,1,500.0,71307.51503858213
374,3004,1,1,0,410.0,71307.51503858213
375,3004,1,2,2,600.0,71307.51503858213
376,3004,8,1,1,70.0,71307.51503858213
377,3004,2,2,1,1024.0,71307.51503858213
378,3004,1,1,1,600.0,71307.51503858213
379,3004,1,2,1,440.0,71307.51503858213
380,3004,1,2,2,900.0,71307.51503858213
381,3004,2,2,2,1800.0,71307.51503858213
382,3004,1,1,0,430.0,71307.51503858213
383,3004,2,3,2,1350.0,71307.51503858213
384,3004,3,3,2,1300.0,71307.51503858213
385,3004,1,1,0,435.0,71307.51503858213
386,3004,1,2,1,560.0,71307.51503858213
387,3006,2,2,1,650.0,52330.64454783712
388,3006,2,2,0,500.0,52330.64454783712
389,3006,1,1,1,430.0,52330.64454783712
390,3006,1,1,0,400.0,52330.64454783712
391,3006,1,1,0,360.0,52330.64454783712
392,3006,1,1,0,420.0,52330.64454783712
393,3006,1,1,0,480.0,52330.64454783712
394,3006,1,2,1,625.0,52330.64454783712
395,3006,1,2,1,520.0,52330.64454783712
396,3006,2,2,1,850.0,52330.64454783712
397,3006,1,1,1,520.0,52330.64454783712
398,3006,2,2,0,650.0,52330.64454783712
399,3006,2,2,2,1200.0,52330.64454783712
400,3006,1,2,0,475.0,52330.64454783712
401,3006,1,1,1,450.0,52330.64454783712
402,3006,2,2,0,550.0,52330.64454783712
403,3006,1,1,0,350.0,52330.64454783712
404,3006,1,3,1,675.0,52330.64454783712
405,3006,1,1,1,550.0,52330.64454783712
406,3006,1,1,0,410.0,52330.64454783712
407,3006,1,1,0,320.0,52330.64454783712
408,3006,1,2,0,500.0,52330.64454783712
409,3006,1,2,1,550.0,52330.64454783712
410,3006,2,3,2,1800.0,52330.64454783712
411,3006,2,2,0,700.0,52330.64454783712
412,3006,1,2,0,450.0,52330.64454783712
413,3006,2,3,2,1100.0,52330.64454783712
414,3006,1,1,0,450.0,52330.64454783712
415,3006,2,2,2,890.0,52330.64454783712
416,3006,1,1,1,540.0,52330.64454783712
417,3006,2,2,2,1150.0,52330.64454783712
418,3006,2,2,1,540.0,52330.64454783712
419,3006,2,2,1,550.0,52330.64454783712
420,3006,2,2,1,600.0,52330.64454783712
421,3006,2,2,1,640.0,52330.64454783712
422,3006,1,1,1,500.0,52330.64454783712
423,3006,2,3,1,800.0,52330.64454783712
424,3006,2,2,0,560.0,52330.64454783712
425,3006,2,3,2,1150.0,52330.64454783712
426,3006,1,2,1,620.0,52330.64454783712
427,3006,2,3,1,735.0,52330.64454783712
428,3006,1,1,0,460.0,52330.64454783712
429,3006,1,1,0,380.0,52330.64454783712
430,3006,1,2,0,550.0,52330.64454783712
431,3006,1,1,1,553.0,52330.64454783712
432,3006,1,2,1,580.0,52330.64454783712
433,3006,1,1,1,460.0,52330.64454783712
434,3006,3,3,1,850.0,52330.64454783712
435,3006,2,3,1,1950.0,52330.64454783712
436,3006,1,2,1,1500.0,52330.64454783712
437,3006,1,2,2,600.0,52330.64454783712
438,3006,2,3,1,850.0,52330.64454783712
439,3006,2,2,1,570.0,52330.64454783712
440,3006,2,2,1,700.0,52330.64454783712
441,3006,2,3,2,800.0,52330.64454783712
442,3006,2,2,0,580.0,52330.64454783712
443,3006,2,2,1,680.0,52330.64454783712
444,3006,2,2,1,585.0,52330.64454783712
445,3006,2,2,0,520.0,52330.64454783712
446,3006,1,3,1,650.0,52330.64454783712
447,3006,2,2,1,560.0,52330.64454783712
448,3006,2,2,2,650.0,52330.64454783712
449,3006,1,2,0,520.0,52330.64454783712
450,3006,1,1,0,440.0,52330.64454783712
451,3006,2,2,1,590.0,52330.64454783712
452,3006,2,3,1,690.0,52330.64454783712
453,3006,1,1,0,430.0,52330.64454783712
454,3006,1,2,1,530.0,52330.64454783712
455,3006,1,1,1,470.0,52330.64454783712
456,3006,2,2,0,630.0,52330.64454783712
457,3006,1,1,0,490.0,52330.64454783712
458,3006,1,2,0,530.0,52330.64454783712
459,3006,2,2,0,600.0,52330.64454783712
460,3006,1,1,1,60.0,52330.64454783712
461,3006,2,2,1,620.0,52330.64454783712
462,3006,2,2,1,630.0,52330.64454783712
463,3006,2,2,1,610.0,52330.64454783712
464,3006,2,2,1,615.0,52330.64454783712
465,3006,1,2,1,500.0,52330.64454783712
466,3006,1,2,1,525.0,52330.64454783712
467,3006,1,1,0,645.0,52330.64454783712
468,3006,1,1,0,520.0,52330.64454783712
469,3006,2,2,0,900.0,52330.64454783712
470,3006,2,3,0,1615.0,52330.64454783712
471,3006,1,1,0,640.0,52330.64454783712
472,3006,2,2,1,945.0,52330.64454783712
473,3006,1,3,1,660.0,52330.64454783712
474,3006,1,1,1,599.0,52330.64454783712
475,3006,1,1,0,595.0,52330.64454783712
476,3006,1,0,1,670.0,52330.64454783712
477,3006,2,2,0,825.0,52330.64454783712
478,3006,2,2,0,880.0,52330.64454783712
479,3006,1,1,0,655.0,52330.64454783712
480,3006,2,3,1,600.0,52330.64454783712
481,3006,2,2,1,520.0,52330.64454783712
482,3006,1,2,0,785.0,52330.64454783712
483,3006,2,2,1,500.0,52330.64454783712
484,3006,2,2,1,1400.0,52330.64454783712
485,3006,1,2,1,480.0,52330.64454783712
486,3006,1,1,0,630.0,52330.64454783712
487,3006,2,2,0,620.0,52330.64454783712
488,3006,1,1,1,510.0,52330.64454783712
489,3006,2,2,1,875.0,52330.64454783712
490,3006,2,2,1,800.0,52330.64454783712
491,3006,1,2,0,630.0,52330.64454783712
492,3006,1,1,0,425.0,52330.64454783712
493,3006,2,2,0,570.0,52330.64454783712
494,3006,1,1,0,415.0,52330.64454783712
495,3006,1,2,0,570.0,52330.64454783712
496,3006,1,1,1,1036.0,52330.64454783712
497,3006,2,2,0,750.0,52330.64454783712
498,3006,2,2,2,700.0,52330.64454783712
499,3006,2,2,1,1100.0,52330.64454783712
500,3006,2,2,1,1099.0,52330.64454783712
501,3006,1,1,0,926.0,52330.64454783712
502,3006,1,1,1,1015.0,52330.64454783712
503,3006,1,1,1,1085.0,52330.64454783712
504,3006,1,2,0,620.0,52330.64454783712
505,3006,2,1,1,650.0,52330.64454783712
506,3006,2,3,2,1300.0,52330.64454783712
507,3006,1,2,0,600.0,52330.64454783712
508,3006,2,2,1,690.0,52330.64454783712
509,3006,2,2,1,580.0,52330.64454783712
510,3006,2,2,1,625.0,52330.64454783712
511,3006,1,2,1,590.0,52330.64454783712
512,3006,1,2,1,515.0,52330.64454783712
513,3006,2,2,1,575.0,52330.64454783712
514,3006,2,3,1,710.0,52330.64454783712
515,3006,2,2,1,670.0,52330.64454783712
516,3006,2,3,1,880.0,52330.64454783712
517,3006,0,0,1,50.0,52330.64454783712
518,3006,1,1,1,980.0,52330.64454783712
519,3008,1,2,1,590.0,70739.58891090236
520,3008,1,1,1,495.0,70739.58891090236
521,3008,2,2,1,750.0,70739.58891090236
522,3008,1,2,1,625.0,70739.58891090236
523,3008,1,2,2,700.0,70739.58891090236
524,3008,1,1,1,600.0,70739.58891090236
525,3008,1,1,1,450.0,70739.58891090236
526,3008,2,2,1,850.0,70739.58891090236
527,3008,2,2,2,2.0,70739.58891090236
528,3008,1,1,1,480.0,70739.58891090236
529,3008,6,5,3,3750.0,70739.58891090236
530,3008,1,1,1,470.0,70739.58891090236
531,3008,1,1,0,400.0,70739.58891090236
532,3008,2,2,1,500.0,70739.58891090236
533,3008,1,1,0,450.0,70739.58891090236
534,3008,1,2,1,600.0,70739.58891090236
535,3008,1,1,0,420.0,70739.58891090236
536,3008,2,2,1,700.0,70739.58891090236
537,3008,2,3,2,1200.0,70739.58891090236
538,3008,2,2,1,720.0,70739.58891090236
539,3008,2,2,0,550.0,70739.58891090236
540,3008,2,2,1,600.0,70739.58891090236
541,3008,1,2,1,585.0,70739.58891090236
542,3008,1,1,0,440.0,70739.58891090236
543,3008,2,2,1,635.0,70739.58891090236
544,3008,2,2,1,650.0,70739.58891090236
545,3008,1,0,0,430.0,70739.58891090236
546,3008,1,1,1,540.0,70739.58891090236
547,3008,1,2,0,450.0,70739.58891090236
548,3008,1,2,0,475.0,70739.58891090236
549,3008,1,2,1,550.0,70739.58891090236
550,3008,1,1,0,470.0,70739.58891090236
551,3008,2,3,1,1100.0,70739.58891090236
552,3008,2,2,0,680.0,70739.58891090236
553,3008,2,2,1,670.0,70739.58891090236
554,3008,2,2,1,610.0,70739.58891090236
555,3008,2,2,2,780.0,70739.58891090236
556,3008,1,2,1,580.0,70739.58891090236
557,3008,1,1,1,430.0,70739.58891090236
558,3008,1,1,0,500.0,70739.58891090236
559,3008,2,2,1,620.0,70739.58891090236
560,3008,1,2,1,650.0,70739.58891090236
561,3008,1,1,0,550.0,70739.58891090236
562,3008,2,2,1,550.0,70739.58891090236
563,3008,1,2,1,520.0,70739.58891090236
564,3008,2,2,2,760.0,70739.58891090236
565,3008,2,2,2,800.0,70739.58891090236
566,3008,1,2,0,620.0,70739.58891090236
567,3008,2,2,1,800.0,70739.58891090236
568,3008,1,2,1,620.0,70739.58891090236
569,3008,2,2,1,580.0,70739.58891090236
570,3008,2,2,1,595.0,70739.58891090236
571,3008,1,2,0,650.0,70739.58891090236
572,3008,2,2,0,620.0,70739.58891090236
573,3008,1,2,0,570.0,70739.58891090236
574,3008,2,2,0,650.0,70739.58891090236
575,3008,2,3,1,985.0,70739.58891090236
576,3008,1,1,0,460.0,70739.58891090236
577,3008,1,1,0,480.0,70739.58891090236
578,3008,1,1,1,580.0,70739.58891090236
579,3008,1,1,0,600.0,70739.58891090236
580,3008,2,2,1,1100.0,70739.58891090236
581,3008,1,1,1,500.0,70739.58891090236
582,3008,1,1,0,430.0,70739.58891090236
583,3008,2,3,1,900.0,70739.58891090236
584,3008,1,2,0,600.0,70739.58891090236
585,3008,2,3,1,1000.0,70739.58891090236
586,3008,2,2,1,690.0,70739.58891090236
587,3008,2,2,0,450.0,70739.58891090236
588,3008,1,1,0,340.0,70739.58891090236
589,3008,1,2,0,630.0,70739.58891090236
590,3008,1,2,0,660.0,70739.58891090236
591,3008,1,2,1,575.0,70739.58891090236
592,3008,1,2,1,570.0,70739.58891090236
593,3008,1,2,0,625.0,70739.58891090236
594,3008,2,2,1,660.0,70739.58891090236
595,3008,2,3,1,880.0,70739.58891090236
596,3008,3,3,1,900.0,70739.58891090236
597,3008,0,0,1,50.0,70739.58891090236
598,3008,1,1,0,580.0,70739.58891090236
599,3008,1,1,1,1015.0,70739.58891090236
600,3011,2,2,1,520.0,57790.56451299533
601,3011,2,2,1,475.0,57790.56451299533
602,3011,2,2,1,490.0,57790.56451299533
603,3011,2,2,1,485.0,57790.56451299533
