,Postcode,Offence Count,Income Per Person,Count_Station,Count_Hospital,Count_School,Count_Shopping_Center,Weekly Rental Price
228,3482,3,3412.0,0.0,0.0,0.0,0.0,200.0
229,3496,328,2619.333333333333,0.0,0.0,0.0,0.0,318.57142857142856
230,3498,393,4121.0,0.0,0.0,0.0,0.0,476.0
231,3500,4732,2335.0,0.0,0.0,0.0,0.0,381.1842105263158
232,3501,66,3089.5,0.0,0.0,0.0,0.0,195.0
233,3517,158,3601.0,0.0,0.0,0.0,0.0,425.0
234,3523,320,2308.0,0.0,0.0,0.0,0.0,426.6666666666667
235,3525,194,3506.5,0.0,0.0,0.0,0.0,362.5
236,3537,25,3601.0,0.0,0.0,0.0,0.0,318.3333333333333
237,3540,44,3642.0,0.0,0.0,0.0,0.0,240.0
238,3550,5751,7098.8,0.0,0.0,0.0,0.0,451.1148648648648
239,3551,1313,4459.454545454545,0.0,0.0,0.0,0.0,461.8
240,3555,2122,7067.0,0.0,0.0,0.0,0.0,433.4782608695652
241,3556,1165,4977.25,0.0,0.0,0.0,0.0,412.6666666666667
242,3562,16,2267.0,0.0,0.0,0.0,0.0,295.0
243,3564,1795,5846.666666666667,0.0,0.0,0.0,0.0,460.96853146853147
244,3568,239,3642.0,0.0,0.0,0.0,0.0,787.0
245,3575,67,3601.0,0.0,0.0,0.0,0.0,250.0
246,3579,609,3086.333333333333,0.0,0.0,0.0,0.0,240.0
247,3585,1736,5037.5,0.0,0.0,0.0,0.0,312.0
248,3621,139,6189.0,0.0,0.0,0.0,0.0,421.1538461538461
249,3629,1311,4990.0,0.0,0.0,0.0,0.0,342.5
250,3630,6899,8855.333333333334,0.0,0.0,0.0,0.0,381.2037037037037
251,3631,900,7205.6,0.0,0.0,0.0,0.0,503.3333333333333
252,3634,93,4724.0,0.0,0.0,0.0,0.0,340.0
253,3641,69,6938.0,0.0,0.0,0.0,0.0,180.0
254,3644,1013,5119.5,0.0,0.0,0.0,0.0,403.0
255,3658,571,5948.0,0.0,0.0,0.0,0.0,395.8333333333333
256,3660,1402,2649.6666666666665,0.0,0.0,0.0,0.0,355.0
257,3672,1336,3958.0,0.0,0.0,0.0,0.0,426.1111111111111
258,3677,2710,8335.0,0.0,0.0,0.0,0.0,387.3333333333333
259,3683,69,1925.0,0.0,0.0,0.0,0.0,400.0
260,3685,120,3006.25,0.0,0.0,0.0,0.0,470.75
261,3690,3247,11854.5,0.0,0.0,0.0,0.0,407.97297297297297
262,3691,250,7068.0,0.0,0.0,0.0,0.0,420.0
263,3698,6,5025.0,0.0,0.0,0.0,0.0,420.0
264,3700,63,3303.0,0.0,0.0,0.0,0.0,470.0
265,3701,29,4135.0,0.0,0.0,0.0,0.0,290.0
266,3707,89,3605.0,0.0,0.0,0.0,0.0,360.0
267,3711,28,3692.0,2.0,0.0,1.0,0.0,450.0
268,3713,85,3692.0,1.0,0.0,1.0,0.0,250.0
269,3714,220,2900.5,1.0,1.0,3.0,0.0,350.0
270,3717,231,2109.0,0.0,0.0,0.0,0.0,600.0
271,3722,336,,0.0,0.0,0.0,0.0,432.5
272,3723,175,4183.0,0.0,0.0,0.0,0.0,395.0
273,3728,31,1621.0,0.0,0.0,0.0,0.0,400.0
274,3730,482,2965.5,0.0,0.0,0.0,0.0,449.6428571428572
275,3737,320,3618.0,0.0,0.0,0.0,0.0,277.1428571428572
276,3744,16,5025.0,0.0,0.0,0.0,0.0,400.0
277,3747,191,4463.5,0.0,0.0,0.0,0.0,461.4285714285714
278,3752,1102,10984.0,96.0,0.0,4.0,0.0,430.2173913043478
279,3753,275,8015.5,9.0,0.0,1.0,0.0,445.0
280,3754,2494,2756.0,130.0,0.0,10.0,0.0,439.5205479452055
281,3755,23,4086.0,10.0,0.0,0.0,0.0,650.0
282,3756,1570,8529.5,0.0,0.0,0.0,0.0,436.3333333333333
283,3757,500,3592.0,41.0,0.0,5.0,0.0,420.0
284,3758,253,11176.0,0.0,0.0,0.0,0.0,280.0
285,3762,23,8529.5,0.0,0.0,0.0,0.0,240.0
286,3764,800,5463.333333333333,0.0,0.0,0.0,0.0,428.6363636363636
287,3765,367,7929.333333333333,43.0,0.0,2.0,0.0,463.3333333333333
288,3767,108,6085.0,28.0,0.0,0.0,0.0,750.0
289,3779,58,3692.0,3.0,0.0,1.0,0.0,450.0
290,3783,110,11140.0,20.0,0.0,1.0,0.0,425.0
291,3788,97,4838.5,21.0,0.0,1.0,0.0,495.0
292,3791,15,6085.0,17.0,0.0,1.0,0.0,480.0
293,3795,40,4838.5,20.0,0.0,1.0,0.0,440.0
294,3796,363,5498.5,60.0,0.0,4.0,0.0,395.0
295,3797,174,9341.0,6.0,0.0,6.0,0.0,350.0
296,3799,346,4719.0,35.0,0.0,2.0,0.0,200.0
297,3803,936,5475.0,76.0,0.0,3.0,0.0,432.5
298,3804,371,5765.5,33.0,0.0,6.0,0.0,480.0
299,3806,2361,11714.333333333334,223.0,4.0,12.0,1.0,475.55737704918033
300,3810,4324,9981.0,127.0,0.0,9.0,2.0,438.15750915750914
301,3816,375,6726.0,0.0,0.0,0.0,0.0,426.25
302,3818,1497,8577.666666666666,0.0,0.0,0.0,0.0,434.2
303,3820,1798,12240.0,0.0,0.0,0.0,0.0,428.9705882352941
304,3824,424,,0.0,0.0,0.0,0.0,442.5
305,3825,3294,4818.333333333333,0.0,0.0,0.0,0.0,310.0
306,3840,4397,6177.5,0.0,0.0,0.0,0.0,329.54545454545456
307,3842,588,6326.0,0.0,0.0,0.0,0.0,385.0
308,3844,4323,5979.2,0.0,0.0,0.0,0.0,393.921568627451
309,3847,246,2568.5,0.0,0.0,0.0,0.0,400.0
310,3850,2532,6120.333333333333,0.0,0.0,0.0,0.0,437.8125
311,3851,514,4699.6,0.0,0.0,0.0,0.0,330.0
312,3856,30,2494.5,0.0,0.0,0.0,0.0,600.0
313,3858,273,3403.333333333333,0.0,0.0,0.0,0.0,381.0
314,3860,494,7910.0,0.0,0.0,0.0,0.0,396.6666666666667
315,3862,134,3721.25,0.0,0.0,0.0,0.0,480.0
316,3865,17,4665.0,0.0,0.0,0.0,0.0,450.0
317,3869,107,6326.0,0.0,0.0,0.0,0.0,380.0
318,3871,120,5939.333333333333,0.0,0.0,0.0,0.0,295.0
319,3875,2467,5437.666666666667,0.0,0.0,0.0,0.0,431.6666666666667
320,3880,262,2876.5,0.0,0.0,0.0,0.0,483.75
321,3882,59,4665.0,0.0,0.0,0.0,0.0,540.0
322,3888,393,3260.0,0.0,0.0,0.0,0.0,462.5
323,3903,39,5004.0,0.0,0.0,0.0,0.0,310.0
324,3904,83,5343.0,0.0,0.0,0.0,0.0,556.25
325,3909,1208,4301.5,0.0,0.0,0.0,0.0,428.125
326,3910,1025,14904.0,85.0,0.0,5.0,0.0,491.25
327,3912,640,8161.5,37.0,0.0,5.0,0.0,504.5
328,3913,136,11527.0,15.0,0.0,3.0,0.0,535.0
329,3915,1435,8204.0,30.0,1.0,4.0,0.0,440.3571428571428
330,3918,114,12638.0,0.0,0.0,0.0,0.0,440.0
331,3919,277,12638.0,0.0,0.0,0.0,0.0,280.0
332,3922,787,6534.0,0.0,0.0,0.0,0.0,468.3333333333333
333,3925,288,9614.5,0.0,0.0,0.0,0.0,437.5
334,3926,118,8204.0,0.0,0.0,0.0,0.0,614.2857142857143
335,3927,66,12638.0,25.0,0.0,2.0,1.0,720.0
336,3930,394,11642.0,49.0,1.0,7.0,2.0,547.5
337,3934,459,11837.0,74.0,0.0,3.0,1.0,639.2857142857143
338,3936,783,9275.0,60.0,0.0,3.0,1.0,601.3377926421405
339,3938,138,11356.0,90.0,0.0,0.0,0.0,528.0
340,3939,1726,8632.666666666666,12.0,1.0,4.0,0.0,500.5263157894737
341,3940,382,11356.0,108.0,1.0,1.0,1.0,468.6666666666667
342,3941,916,10772.0,104.0,0.0,3.0,0.0,567.3076923076923
343,3942,119,10772.0,0.0,0.0,0.0,0.0,501.875
344,3943,147,10772.0,71.0,0.0,2.0,0.0,475.0
345,3946,94,5427.0,0.0,0.0,0.0,0.0,675.0
346,3950,439,5961.0,0.0,0.0,0.0,0.0,345.0
347,3953,529,5961.0,0.0,0.0,0.0,0.0,426.6666666666667
348,3956,143,5746.0,0.0,0.0,0.0,0.0,395.0
349,3959,91,4997.0,0.0,0.0,0.0,0.0,500.0
350,3960,134,2503.0,0.0,0.0,0.0,0.0,347.5
351,3971,341,2856.0,0.0,0.0,0.0,0.0,323.3333333333333
352,3975,833,12726.0,46.0,0.0,3.0,1.0,484.72222222222223
353,3977,7328,11545.0,201.0,1.0,22.0,2.0,472.02479338842977
354,3978,1886,12707.666666666666,73.0,0.0,10.0,0.0,482.8030303030303
355,3980,194,4822.0,0.0,0.0,0.0,0.0,495.0
356,3981,238,6726.0,0.0,0.0,0.0,0.0,390.0
357,3984,696,7656.666666666667,0.0,0.0,0.0,0.0,441.5
358,3987,79,5137.5,0.0,0.0,0.0,0.0,550.0
359,3992,115,12695.0,0.0,0.0,0.0,0.0,425.0
360,3995,1092,12695.0,0.0,0.0,0.0,0.0,427.8571428571428
361,3996,267,8846.0,0.0,0.0,0.0,0.0,447.5
