Postcode,processed_price
3187,902.6078431372549
3188,802.0238095238095
3189,556.0526315789474
3190,549.6428571428571
3191,736.9444444444445
3192,529.1228070175439
3193,990.2173913043479
3194,475.3658536585366
3195,622.3076923076923
3196,505.74074074074076
3197,621.3636363636364
3198,493.8
3199,440.26732673267327
3200,394.2857142857143
3201,459.1666666666667
3202,618.75
3204,592.6260869565217
3205,725.921052631579
3206,753.0
3207,691.7460317460317
3211,750.0
3212,474.6969696969697
3213,702.5
3214,364.3243243243243
3215,457.9761904761905
3216,437.3478260869565
3217,495.8641975308642
3218,461.3207547169811
3219,430.8333333333333
3220,477.06493506493507
3222,468.2692307692308
3223,929.6739130434783
3224,471.3636363636364
3225,653.3333333333334
3226,541.9230769230769
3227,704.6666666666666
3228,673.4090909090909
3230,775.0
3233,733.0
3236,395.0
3239,450.0
3240,400.0
3241,465.0
3242,430.0
3249,860.0
3250,429.2857142857143
3251,395.0
3260,450.0
3264,350.0
3270,650.0
3272,430.0
3273,300.0
3277,40.0
3280,395.0769230769231
3284,440.0
3287,260.0
3289,230.0
3300,425.5
3302,400.0
3305,393.75
3315,278.75
3318,230.0
3329,420.0
3331,790.0
3335,412.60714285714283
3336,445.5
3337,352.7368421052632
3338,388.4033613445378
3340,431.42857142857144
3341,350.0
3342,407.5
3345,520.0
3350,390.01863354037266
3351,466.6666666666667
3352,434.6666666666667
3355,372.8
3356,385.7391304347826
3357,350.0
3358,446.2
3361,330.0
3363,382.85714285714283
3373,250.0
3374,320.0
3377,301.8181818181818
3380,321.42857142857144
3390,320.0
3393,190.0
3396,330.0
3400,347.6190476190476
3409,200.0
3418,250.0
3427,452.85714285714283
3428,440.0
3429,468.28125
3431,437.5
3433,520.0
3434,426.6666666666667
3435,530.0
3437,549.375
3438,730.0
3441,390.0
3442,516.1111111111111
3444,425.625
3447,420.0
3450,383.3333333333333
3451,423.3333333333333
3460,501.25
3461,503.3333333333333
3463,350.0
3465,330.90909090909093
3478,327.5
3480,240.0
3482,200.0
3490,220.0
3496,318.57142857142856
3498,646.6666666666666
3500,381.1842105263158
3501,195.0
3517,425.0
3523,426.6666666666667
3525,362.5
3537,318.3333333333333
3540,240.0
3550,445.43046357615896
3551,461.8
3555,433.4782608695652
3556,412.6666666666667
3562,295.0
3564,460.9685314685314
3568,787.0
3575,250.0
3579,240.0
3585,312.0
3616,345.0
3618,380.0
3620,18.923076923076923
3621,219.57692307692307
3629,342.5
3630,366.25
3631,503.3333333333333
3634,340.0
3641,277.5
3644,403.0
3658,395.8333333333333
3659,900.0
3660,355.0
3670,490.0
3672,337.0
3677,379.6875
3683,400.0
3685,616.6
3690,407.97297297297297
3691,420.0
3698,420.0
3699,450.0
3700,470.0
3701,290.0
3707,360.0
3711,450.0
3713,250.0
3714,350.0
3717,425.0
3722,432.5
3723,395.0
3726,433.3333333333333
3728,400.0
3730,452.6666666666667
3737,439.33198380566796
3744,400.0
3747,461.42857142857144
3750,437.9032258064516
3752,430.2173913043478
3753,445.0
3754,439.52054794520546
3755,650.0
3756,436.3333333333333
3757,420.0
3758,280.0
3759,1200.0
3762,240.0
3764,530.5
3765,463.3333333333333
3767,750.0
3775,1200.0
3779,450.0
3783,425.0
3788,495.0
3791,480.0
3795,440.0
3796,395.0
3797,350.0
3799,200.0
3802,473.5
3803,432.5
3804,480.0
3805,441.57894736842104
3806,475.55737704918033
3807,510.0
3808,1000.0
3809,471.7857142857143
3810,438.1575091575092
3814,380.0
3815,417.5
3816,426.25
3818,434.2
3820,538.6756756756756
3824,263.75
3825,297.95652173913044
3840,329.54545454545456
3842,385.0
3844,393.921568627451
3847,400.0
3850,437.8125
3851,1610.0
3856,600.0
3858,381.0
3860,396.6666666666667
3862,480.0
3865,450.0
3869,380.0
3871,295.0
3875,431.6666666666667
3880,483.75
3882,540.0
3888,462.5
3903,310.0
3904,556.25
3909,382.5
3910,491.25
3912,631.3636363636364
3913,535.0
3915,440.35714285714283
3918,820.0
3919,280.0
3922,468.3333333333333
3925,437.5
3926,786.875
3927,720.0
3929,2425.0
3930,829.2105263157895
3931,680.7692307692307
3934,805.7692307692307
3936,643.2307692307692
3937,975.0
3938,528.0
3939,579.047619047619
3940,468.6666666666667
3941,582.9629629629629
3942,1151.5
3943,1000.0
3944,1413.4615384615386
3946,675.0
3950,241.15384615384616
3953,269.15384615384613
3956,395.0
3959,500.0
3960,487.746
3971,323.3333333333333
3975,484.72222222222223
3976,423.2608695652174
3977,478.2258064516129
3978,486.25
3980,495.0
3981,390.0
3984,441.5
3987,292.26
3992,425.0
3995,409.2167832167832
3996,447.5
