Postcode,processed_price
3000,579.0350619917344
3002,716.4444444444445
3003,537.3076923076923
3004,735.3837209302326
3006,625.3627906976744
3008,615.3284671532847
3011,855.4673366834171
3012,404.91129032258067
3013,545.2469135802469
3015,515.5913461538462
3016,1150.1714285714286
3018,439.10714285714283
3019,380.8
3020,391.2295081967213
3021,367.19144013880856
3022,394.0625
3023,422.14413364413366
3024,397.30434782608694
3025,507.73809523809524
3026,455.55555555555554
3027,457.85714285714283
3028,372.89772727272725
3029,418.2244897959184
3030,425.4323308270677
3031,528.781512605042
3032,494.0367647058824
3033,462.7083333333333
3034,467.22222222222223
3036,553.75
3037,426.6666666666667
3038,441.6666666666667
3039,526.1875
3040,479.5420227920228
3041,480.44117647058823
3042,481.81772727272727
3043,427.8048780487805
3044,467.5274725274725
3046,435.77085590465873
3047,383.0892857142857
3048,383.57142857142856
3049,423.84615384615387
3051,523.2831858407079
3052,544.7674418604652
3053,556.2932692307693
3054,648.0188679245283
3055,457.3503344481605
3056,545.6695557963163
3057,482.09212880143116
3058,497.8070175438597
3059,542.3125
3060,406.9714285714286
3061,339.1666666666667
3063,500.0
3064,427.9502762430939
3065,744.1186440677966
3066,584.2156862745098
3067,562.9727564102565
3068,628.7209302325581
3070,571.5420560747664
3071,470.375
3072,475.0378787878788
3073,420.8857142857143
3074,397.54716981132077
3075,395.1470588235294
3076,451.04
3078,501.2586206896552
3079,500.26785714285717
3081,448.58
3082,405.1515151515151
3083,384.61206896551727
3084,495.33846153846156
3085,287.5
3087,458.2352941176471
3088,498.8235294117647
3089,560.625
3090,800.0
3093,465.0
3094,466.42857142857144
3095,599.6428571428571
3099,476.6666666666667
3101,623.2268041237113
3102,623.0555555555555
3103,656.0975609756098
3104,765.4761904761905
3105,495.8
3106,714.1304347826087
3107,606.25
3108,517.027027027027
3109,535.3125
3111,570.9375
3113,774.0
3114,670.0
3115,460.0
3116,542.7272727272727
3121,621.7465437788019
3122,533.8012820512821
3123,588.7620183486239
3124,716.144578313253
3125,447.2246963562753
3126,753.5416666666666
3127,623.983606557377
3128,458.155737704918
3129,512.9761904761905
3130,479.64912280701753
3131,494.76190476190476
3132,472.037037037037
3133,522.7272727272727
3134,475.94827586206895
3135,451.6
3136,488.39285714285717
3137,461.5
3138,498.5
3139,480.0
3140,488.1818181818182
3141,582.1362116144726
3142,832.2777777777778
3143,697.8947368421053
3144,717.5806451612904
3145,489.3448573898012
3146,633.3720930232558
3147,591.6666666666666
3148,489.64285714285717
3149,538.574074074074
3150,568.2098765432099
3151,499.82758620689657
3152,528.8541666666666
3153,443.8888888888889
3154,450.0
3155,430.9259259259259
3156,497.2
3158,595.0
3161,543.5632183908046
3162,1207.075702075702
3163,484.81617647058823
3165,654.3835616438356
3166,552.8148148148148
3167,479.72222222222223
3168,458.7368421052632
3169,474.0
3170,469.6
3171,394.4791666666667
3172,439.1666666666667
3173,535.5263157894736
3174,382.7631578947368
3175,350.87759124087586
3177,396.34615384615387
3178,488.2352941176471
3179,459.1666666666667
3180,588.3333333333334
3181,573.9621621621621
3182,595.27
3183,531.4065040650406
3184,550.1545454545454
3185,580.188679245283
3186,1230.943820224719
