Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3152,21812,21812,55884,45169,0.77,16741,61249,52423,0.21,4504,-3722,-2764,21812,58140,46937,21812,2216,526,0.09,1926,79417,25000,0.08,1810,58071,9902,0.72,15781,16522,10903,23565,151808,59480
3153,12751,12751,53509,48026,0.84,10663,56800,52269,0.12,1537,-3267,-2728,12751,55458,49593,12751,1924,589,0.09,1164,55109,24666,0.09,1096,35772,10471,0.78,9916,13620,9929,14411,108140,53538
3154,2681,2681,58390,49562,0.81,2184,59968,54074,0.13,347,-1961,-1762,2681,60557,51225,2681,2160,655,0.1,276,74466,35129,0.1,259,44244,12950,0.79,2105,15661,11634,3102,142353,74754
3155,13729,13729,54007,48192,0.83,11347,57623,52968,0.12,1607,-2713,-2283,13729,56019,49875,13729,1988,621,0.09,1263,50911,26366,0.09,1193,30866,10308,0.78,10666,13721,10124,15840,113889,56037
3156,23843,23843,59127,49219,0.82,19588,61027,53349,0.15,3515,-3294,-2659,23843,61458,51059,23843,2300,620,0.09,2154,58168,26826,0.09,2041,35516,11135,0.78,18546,16459,10978,27020,137755,64434
3158,4345,4345,59901,50190,0.82,3547,62800,54999,0.13,558,-1742,-1604,4345,62203,52489,4345,2242,710,0.12,503,58752,22446,0.11,465,37506,9369,0.78,3382,16623,11673,5019,150701,78950
3159,1650,1650,62716,48672,0.81,1330,61733,52855,0.14,235,-2408,-1173,1650,65120,50608,1650,2373,656,0.13,216,51252,30901,0.12,200,30439,12348,0.78,1282,18546,11241,1868,160526,73640
3160,5734,5734,60462,50009,0.82,4697,62287,54364,0.14,803,-1939,-963,5734,62782,51819,5734,2273,648,0.12,697,57075,26925,0.12,661,34025,10744,0.78,4447,17148,12002,6639,140969,71686
3161,11074,11074,101585,58360,0.71,7880,73318,53295,0.17,1835,4922,1848,11074,106861,61665,11074,5116,682,0.12,1296,252630,29162,0.11,1185,210313,11756,0.79,8802,39153,16178,12071,335494,51168
3162,11902,11902,83319,55135,0.7,8367,74695,55766,0.19,2292,3271,1384,11902,87328,57895,11902,3865,686,0.12,1441,144711,26601,0.11,1329,119410,11249,0.77,9165,29899,15472,12883,270145,71602
3163,21820,21820,65932,50654,0.81,17714,67673,55916,0.15,3355,-849,-764,21820,68260,52501,21820,2248,573,0.11,2377,58633,19623,0.1,2126,39565,8070,0.76,16608,20662,13028,23910,138904,45050
3165,17353,17353,67216,51331,0.78,13530,70479,58376,0.2,3510,-2887,-1955,17353,69778,53553,17353,2499,669,0.1,1822,87876,28276,0.1,1715,62984,12027,0.76,13251,21131,13465,18958,145974,72609
3166,14887,14887,61174,48472,0.81,12112,63293,53672,0.18,2750,-698,-1242,14887,63429,50352,14887,2213,539,0.1,1561,58032,22440,0.1,1425,38943,9134,0.75,11209,18478,11908,16707,122251,45217
3167,5960,5960,56511,46294,0.8,4756,61241,52222,0.2,1186,-729,-1347,5960,58628,47890,5960,2082,531,0.11,638,47178,21610,0.1,591,30607,8948,0.75,4454,16059,10825,6686,115658,48976
3168,10991,10991,42093,31858,0.8,8840,44939,37730,0.13,1421,-860,-1074,10991,43485,32853,10991,1346,237,0.12,1321,160921,18800,0.1,1154,165838,7120,0.62,6793,12643,7907,12488,58840,9291
3169,11950,11950,47980,40950,0.81,9703,51742,46798,0.16,1911,-1047,-1192,11950,49585,42290,11950,1580,456,0.13,1555,46608,19871,0.12,1399,32672,8903,0.72,8550,12552,8463,13393,74249,25735
3170,11639,11639,56621,46094,0.78,9048,60286,53173,0.21,2391,-2652,-1906,11639,58789,47940,11639,2130,545,0.1,1175,144302,26201,0.09,1095,128149,11374,0.74,8594,16457,10855,12909,123038,53381
3171,12424,12424,41265,36033,0.81,10009,43919,40526,0.13,1641,-1581,-1530,12424,42639,37130,12424,1343,331,0.13,1568,83937,24994,0.12,1438,72621,11978,0.68,8429,9982,6568,13882,52739,13655
3172,13403,13403,51202,42787,0.8,10740,53203,47426,0.16,2089,-1685,-1682,13403,53100,44274,13403,1872,491,0.1,1277,80894,27465,0.09,1180,64666,12316,0.73,9746,13939,8671,15145,117236,42217
3173,16860,16860,52416,44859,0.82,13782,55720,50284,0.2,3441,-3954,-3263,16860,54320,46243,16860,1866,515,0.1,1671,73036,28946,0.09,1545,55195,13013,0.75,12666,13875,9228,18185,87322,38097
3174,21977,21977,43556,39850,0.83,18222,46736,44666,0.1,2265,-1990,-1849,21977,45075,41195,21977,1493,429,0.13,2900,47829,25258,0.12,2649,32778,11504,0.72,15788,10040,7338,24988,61496,20190
3175,28684,28684,45352,39962,0.77,22039,48060,45000,0.11,3196,-937,-1402,28684,46957,41427,28684,1582,411,0.17,5011,54036,32125,0.16,4721,34783,13483,0.73,20920,10823,7142,32338,65152,19921
3177,5662,5662,41948,39822,0.75,4230,45837,45055,0.08,445,-3248,-2264,5662,43347,41207,5662,1391,337,0.21,1179,52071,38393,0.2,1131,28354,14561,0.73,4119,8961,6571,6522,46181,16037
3178,21866,21866,59138,49311,0.82,17850,62252,54788,0.19,4247,-4233,-2970,21866,61537,51060,21866,2359,649,0.08,1793,86378,29608,0.08,1686,65708,13051,0.77,16798,16738,11333,23851,141412,66284
3179,3766,3766,55358,47202,0.82,3096,58242,51812,0.16,613,-4121,-3035,3766,57428,48703,3766,2012,560,0.09,354,68457,29655,0.09,334,50601,12203,0.76,2851,15219,10100,4289,114695,54818
3180,4743,4743,54540,46933,0.8,3774,59054,52954,0.16,759,-2796,-2667,4743,56630,48368,4743,2075,571,0.09,412,56710,20894,0.08,376,39848,9643,0.73,3484,15334,10722,5304,135398,59243
3181,14944,14944,85610,62498,0.85,12639,78771,64803,0.14,2095,-1221,-1322,14944,88929,64776,14944,3250,836,0.11,1646,125462,22380,0.1,1526,95740,9950,0.84,12538,27913,15192,18506,132829,37155
3182,18455,18455,72878,55178,0.85,15622,69095,57970,0.12,2258,-1836,-1152,18455,76269,57572,18455,3342,719,0.12,2285,71041,23180,0.11,2099,45396,9557,0.83,15261,22261,12848,25679,124584,23446
3183,12903,12903,73755,55245,0.83,10708,67852,57267,0.12,1565,310,-852,12903,76961,57620,12903,3172,696,0.13,1651,79466,21494,0.12,1497,53880,8571,0.81,10465,23143,13363,15757,146221,35042
3184,11236,11236,90249,64076,0.82,9205,80576,64548,0.16,1769,-1900,-1231,11236,94086,66481,11236,3791,973,0.14,1559,84754,28250,0.13,1491,49837,10329,0.84,9443,30016,15955,13377,184210,59901
3185,9159,9159,88754,58217,0.77,7067,79823,60544,0.16,1476,152,-138,9159,92804,61035,9159,3993,822,0.12,1120,101408,27916,0.11,1030,60322,10884,0.8,7299,31627,15255,10251,219907,62990
3186,16758,16758,140006,64176,0.62,10401,103637,60517,0.21,3527,688,772,16758,145824,68768,16758,5650,738,0.1,1727,159499,35757,0.1,1637,96885,13992,0.77,12922,62893,20418,17541,538807,130303
3187,10348,10348,97783,56452,0.67,6962,91512,61966,0.21,2139,595,-100,10348,102004,59963,10348,4126,715,0.1,1019,178089,30338,0.09,974,137856,12386,0.75,7763,39269,18102,10992,300904,106877
3188,11704,11704,98506,57964,0.73,8532,93610,61912,0.18,2140,-2377,-1419,11704,102416,60622,11704,3787,720,0.1,1185,104472,26872,0.09,1099,74061,11560,0.76,8904,39071,17573,12818,260692,99130
3189,4039,4039,62664,50019,0.78,3133,67481,57136,0.17,703,-1608,-1753,4039,65235,52237,4039,2513,644,0.11,425,60879,29840,0.1,403,39505,12170,0.77,3114,18566,11995,4420,137063,64732
3190,7277,7277,71785,54781,0.8,5809,75118,60902,0.16,1130,-2557,-1889,7277,74414,56945,7277,2587,759,0.11,775,59640,30410,0.1,747,36378,10500,0.79,5752,22469,13919,7999,151066,74345
3191,6990,6990,100671,58808,0.71,4938,90913,62938,0.18,1233,-1631,-1004,6990,104767,61763,6990,3953,800,0.1,686,105655,28396,0.09,658,75450,9764,0.77,5390,39497,17626,7516,322749,111784
3192,14845,14845,65356,52704,0.79,11716,69585,59504,0.15,2292,-2044,-1375,14845,68024,54784,14845,2635,693,0.1,1459,58894,26078,0.09,1359,38758,10661,0.77,11425,19710,12997,16342,144598,68465
3193,13426,13426,97462,56574,0.67,9050,88820,59796,0.19,2566,-1017,-172,13426,101569,59536,13426,3995,698,0.09,1223,93504,31167,0.09,1162,61039,11002,0.75,10061,39134,17591,14443,352888,136364
3194,8959,8959,68902,53264,0.78,6975,70211,59819,0.16,1441,-609,-1231,8959,71529,55471,8959,2565,684,0.09,815,58243,23620,0.08,760,35310,9478,0.77,6929,21458,13354,9861,179999,75074
3195,23106,23106,69409,53778,0.8,18463,70672,59343,0.19,4301,-3307,-2459,23106,72238,56126,23106,2753,776,0.09,2164,131622,30120,0.09,2051,110008,11125,0.78,18128,21553,13671,25678,175578,83196
3196,15821,15821,64257,53246,0.82,12993,65964,58166,0.14,2201,-2332,-2443,15821,66857,55345,15821,2551,803,0.09,1449,67858,28552,0.09,1383,44933,11998,0.79,12567,18504,12197,18039,142091,71915
3197,7498,7498,67639,51868,0.77,5792,65869,56709,0.18,1323,-1530,-1458,7498,70476,54115,7498,2777,765,0.09,656,100133,31694,0.09,641,75347,13000,0.78,5828,21054,12480,8408,194292,80707
3198,9888,9888,55336,48864,0.81,8024,59323,54085,0.11,1063,-2700,-1859,9888,57655,50584,9888,2287,746,0.1,1028,58872,25676,0.1,970,38789,11943,0.77,7660,14373,10589,11750,106473,58714
3199,32321,32321,55391,46174,0.79,25680,58074,51193,0.12,3830,-1928,-1610,32321,57806,48142,32321,2371,684,0.1,3153,68787,29690,0.09,2991,46089,12008,0.75,24331,15127,10160,37532,127854,54061
3200,2523,2523,44948,42570,0.85,2147,47617,46146,0.05,126,-3671,-2324,2523,46622,44393,2523,1628,489,0.09,215,41965,24297,0.08,204,23360,10034,0.76,1911,9676,7545,3283,58437,28420
3201,12666,12666,53021,49368,0.88,11114,55508,52771,0.08,970,-2719,-2349,12666,55230,51162,12666,2178,796,0.08,1046,56987,30290,0.08,1001,38258,12833,0.81,10245,12462,9530,14354,82910,46296
3202,1701,1701,67398,52151,0.81,1381,68313,57340,0.2,333,-3357,-2241,1701,70083,53964,1701,2572,769,0.1,173,119289,33666,0.1,165,96051,16795,0.79,1342,20461,12268,1891,130638,64352
3204,20713,20713,73341,52453,0.79,16271,74927,57544,0.19,3850,-2148,-1479,20713,76160,55011,20713,2763,640,0.11,2297,65809,22210,0.1,2105,44857,10001,0.76,15753,24701,14232,22409,171227,66383
3205,8179,8179,89971,62542,0.8,6506,84350,66561,0.17,1383,-1831,-1365,8179,93766,65844,8179,3756,766,0.12,956,91039,26378,0.11,882,58235,10987,0.8,6579,31840,17270,9623,200905,50688
3206,7089,7089,142405,69969,0.69,4898,115483,71490,0.24,1718,-2042,-926,7089,150919,73840,7089,8359,1094,0.12,848,185334,33271,0.11,803,116630,12350,0.79,5629,61375,21339,8104,442159,121130
3207,11822,11822,101036,68864,0.78,9173,93828,74347,0.22,2546,-2051,-1676,11822,105471,72012,11822,4351,1102,0.11,1243,114120,31184,0.1,1165,77855,12185,0.81,9632,36471,19828,13614,262144,88351
3211,777,777,71988,49800,0.78,603,64084,52552,0.19,151,-806,-1648,777,74632,51770,777,2462,640,0.09,70,62419,21068,0.08,62,58763,16544,0.75,586,24746,12341,888,191221,81856
3212,10207,10207,59641,51423,0.84,8615,62541,56564,0.12,1272,-1460,-1216,10207,62133,53272,10207,2452,927,0.07,748,61918,24495,0.07,708,43233,11684,0.78,8005,16253,12027,11205,133801,67835
3214,10535,10535,44629,40907,0.85,8976,46424,44411,0.05,550,-306,-416,10535,46345,42500,10535,1704,603,0.09,907,45866,27255,0.08,854,28343,12518,0.74,7785,9930,7147,12859,71426,27248
3215,12265,12265,56698,47315,0.82,10027,58232,51732,0.13,1649,545,-241,12265,59069,49256,12265,2343,791,0.08,1007,57832,26214,0.08,950,37456,10433,0.77,9454,15319,10272,13546,142138,58162
3216,35312,35312,58116,46031,0.79,27961,58795,50315,0.13,4540,-608,-765,35312,60855,47989,35312,2708,708,0.09,3244,65680,24500,0.09,3026,43816,10709,0.75,26393,16963,10753,38214,164363,65402
3217,8068,8068,59149,52412,0.87,7055,60216,55153,0.1,778,-2447,-2166,8068,61679,54712,8068,2513,1069,0.1,800,58463,25496,0.09,756,36101,10714,0.82,6604,15114,11306,8114,97864,48046
3218,8752,8752,63607,51512,0.84,7313,63271,54692,0.14,1217,-1929,-1488,8752,66427,54074,8752,2795,918,0.1,879,71832,25455,0.1,845,43965,10025,0.79,6946,18153,12188,9737,145855,66077
3219,11170,11170,51578,44713,0.83,9286,53124,48451,0.09,1040,-524,-603,11170,53734,46814,11170,2123,742,0.09,987,65757,26883,0.08,941,44445,11051,0.76,8537,12893,8703,12823,115138,49321
3220,11351,11351,78110,51298,0.74,8431,66052,52212,0.18,2023,-70,-351,11351,82533,53811,11351,4245,764,0.1,1149,125109,31200,0.1,1079,79944,14821,0.76,8616,27737,13680,12436,262513,79878
3221,1828,1828,76283,50934,0.67,1231,65830,52818,0.22,411,665,-81,1828,80099,54260,1828,3652,853,0.12,214,137196,35027,0.11,208,106600,19086,0.77,1399,26255,13284,1916,290655,113050
3222,9611,9611,54237,44652,0.76,7299,55743,49770,0.11,1045,-11,-513,9611,56582,46650,9611,2320,684,0.1,931,84163,29349,0.09,881,58035,13356,0.73,7017,15246,9591,10586,166214,68474
3223,4382,4382,52582,38324,0.67,2924,52968,45374,0.13,590,-235,-618,4382,54910,40138,4382,2295,445,0.1,425,58096,26852,0.09,412,40854,11928,0.66,2910,16272,9062,5217,212590,90303
3224,8356,8356,53061,45632,0.79,6561,56201,50853,0.11,918,-1681,-1345,8356,55264,47552,8356,2187,788,0.09,722,78378,30000,0.08,680,55947,14203,0.76,6337,13783,9552,9160,149939,68474
3225,2966,2966,61918,41502,0.57,1700,57539,46733,0.16,474,2729,1220,2966,65549,44278,2966,3564,576,0.12,347,114892,29149,0.11,337,90614,11981,0.67,1995,21819,11454,3173,356323,133344
3226,9879,9879,59847,47452,0.75,7374,60684,51704,0.15,1494,-440,-552,9879,62655,49898,9879,2746,850,0.11,1115,72381,33562,0.11,1053,43469,13002,0.75,7383,17527,11589,10872,210118,90291
3227,3272,3272,75027,47531,0.67,2185,70192,50426,0.17,566,-1832,-454,3272,79214,50792,3272,3627,794,0.13,423,111791,28236,0.12,398,86322,10883,0.72,2361,27809,14398,3551,331964,117636
3228,13407,13407,68452,50955,0.74,9882,65548,54212,0.16,2201,-972,-584,13407,71523,53536,13407,3005,805,0.13,1792,85901,31249,0.13,1709,58239,12885,0.76,10189,22056,13418,14391,202371,83633
3230,1771,1771,56746,39942,0.65,1158,55999,46548,0.16,285,3599,1980,1771,59784,42376,1771,2900,681,0.13,234,95034,33282,0.12,218,65985,13448,0.69,1224,17993,9805,1954,265499,93109
3231,866,866,60231,39562,0.62,537,53590,39581,0.18,155,2690,2736,866,63676,42226,866,3394,688,0.17,143,62348,24240,0.16,138,38362,12171,0.68,593,20636,9945,930,298847,104302
3232,811,811,54950,38636,0.6,487,43508,38098,0.18,146,1436,1548,811,57747,40716,811,2469,415,0.14,117,110535,35663,0.14,110,85641,14784,0.68,550,17997,8356,912,246289,52543
3233,1375,1375,45128,34946,0.64,885,42557,35944,0.14,197,5957,3869,1375,47682,36616,1375,2449,324,0.15,213,64496,24606,0.14,198,48737,12067,0.67,927,11893,7005,1511,172232,51460
3235,266,266,70636,34158,0.6,160,53911,41094,0.17,46,1965,2052,266,74082,34954,266,2792,365,0.21,56,81830,25778,0.21,55,70499,26857,0.63,167,32714,9664,284,179243,53125
3236,169,169,42370,30866,0.7,119,47119,40638,0.2,34,1542,-147,169,44267,32235,169,1847,342,0.14,23,47421,24908,0.15,25,30398,12096,0.59,100,13172,9981,170,157502,61886
3237,138,138,33226,31361,0.61,84,42283,40180,0.11,15,4266,1863,138,34714,35302,138,1407,68,0.2,27,39692,21864,0.2,27,28308,10343,0.57,79,8424,5565,149,122450,45969
3238,174,174,35934,29553,0.6,104,43306,39088,0.13,22,1868,1042,174,39311,31863,174,2680,356,0.17,30,55719,29345,0.17,29,42756,19136,0.6,104,10718,6110,173,185172,56266
3239,275,275,43155,37047,0.71,196,49347,45364,0.1,28,2255,1632,275,46537,40604,275,2343,634,0.14,38,30152,21328,0.13,36,25870,14127,0.67,185,11099,7540,316,133735,41681
3240,1351,1351,61236,49062,0.74,1001,59563,52743,0.15,206,-1669,-435,1351,64079,51600,1351,2686,695,0.14,194,107319,34058,0.14,188,87848,19616,0.77,1035,18078,11467,1441,200873,84316
3241,1659,1659,51877,43337,0.75,1251,53779,48733,0.11,180,-254,42,1659,54341,45696,1659,2277,618,0.12,204,67594,27390,0.12,198,52331,19001,0.73,1209,14357,9612,1806,140933,56049
3242,614,614,48408,38970,0.67,411,50063,43705,0.15,93,4788,2032,614,51252,41146,614,2330,486,0.15,91,94104,29099,0.14,88,76383,21862,0.68,420,13681,8134,630,157912,63296
3243,254,254,47784,34184,0.68,173,44451,34065,0.12,31,6091,1757,254,51015,36890,254,2575,416,0.17,44,92357,43462,0.18,46,69076,27636,0.68,172,13828,8759,261,201983,67967
3249,2274,2274,44476,38758,0.69,1568,49715,46884,0.14,314,1344,515,2274,47338,41455,2274,2402,490,0.12,272,105929,32040,0.12,269,101186,28625,0.68,1536,12310,8526,2342,157052,63424
3250,7344,7344,49339,43890,0.81,5942,50264,47314,0.1,707,949,25,7344,51738,45976,7344,2330,775,0.07,498,72944,26422,0.07,490,56108,14265,0.76,5569,12168,8514,8203,134098,49036
3251,329,329,45671,39812,0.71,232,49104,46740,0.13,43,-125,-423,329,49015,42253,329,2842,550,0.18,58,70557,36816,0.18,58,64954,23974,0.67,219,12687,8309,344,133676,52311
3254,183,183,42172,36844,0.77,141,47450,44306,0.09,17,2581,2862,183,44273,38870,183,2100,761,0.1,18,112545,72336,0.1,18,98527,48404,0.7,129,9753,6345,198,100550,44957
3260,2770,2770,47328,40358,0.71,1961,48579,43935,0.11,305,2638,915,2770,49860,42296,2770,2280,480,0.1,277,92415,36030,0.1,273,80536,20078,0.71,1959,12358,8032,3081,166395,59290
3264,1356,1356,46463,39592,0.72,977,48814,44959,0.15,197,1923,599,1356,49124,42563,1356,2362,676,0.08,113,127866,47157,0.08,106,107399,22650,0.7,954,11945,8174,1492,146035,61409
3265,1566,1566,48641,41564,0.7,1098,47312,43509,0.12,185,1363,562,1566,52112,44565,1566,2485,534,0.11,169,83169,31360,0.1,159,74448,29974,0.74,1155,12320,8169,1665,119055,42815
3266,1815,1815,44383,38335,0.67,1220,48031,44458,0.11,205,2064,1681,1815,46594,40582,1815,1858,367,0.1,179,92890,36000,0.09,171,80187,24370,0.68,1243,11439,7808,1944,136541,54884
3267,170,170,43469,33758,0.59,100,38453,34355,0.12,21,5474,3562,170,45952,36988,170,2215,291,0.16,27,84294,50123,0.17,29,56942,28166,0.66,112,11251,6664,173,114907,31447
3268,1699,1699,44855,37762,0.62,1054,46566,40580,0.12,197,1686,1043,1699,48185,40186,1699,2471,396,0.13,217,128888,40780,0.12,210,107088,22600,0.68,1150,12429,7652,1802,157631,48432
3269,456,456,57013,39788,0.61,280,54009,45378,0.14,65,3971,1453,456,59994,42718,456,2828,384,0.11,51,84407,41532,0.11,48,66283,17281,0.67,306,19921,8742,481,151796,47407
3270,161,161,44872,38290,0.6,97,51132,43756,0.21,34,2191,-192,161,47797,42627,161,2925,386,0.16,26,127926,41013,0.13,21,140868,54347,0.66,106,12604,9268,175,177919,64672
3272,842,842,44843,38840,0.68,575,43835,41600,0.1,86,654,-1268,842,48292,41636,842,2751,680,0.12,102,137200,43876,0.12,97,117992,25326,0.69,577,11218,7501,923,125030,52756
3273,95,95,61893,51898,0.44,42,31331,23744,0.11,10,-5090,256,95,67927,55083,95,4303,150,0.11,10,124110,50800,0.09,9,94976,21557,0.74,70,17902,13498,99,211554,36815
3274,157,157,54482,36916,0.48,76,42863,38716,0.13,21,171,412,157,59953,39116,157,3610,220,0.12,19,128174,100633,0.12,19,107691,45048,0.64,100,18235,8906,171,123344,43457
3275,283,283,51559,46210,0.8,227,50643,46974,0.11,30,-2174,-2258,283,53813,47746,283,2240,795,0.11,32,76055,52426,0.11,32,41412,20004,0.77,219,12677,8287,303,115661,57825
3276,290,290,65773,40812,0.69,199,46253,44140,0.16,46,3182,574,290,68914,44187,290,2873,508,0.08,22,86407,42060,0.08,23,67804,33481,0.7,203,24416,8851,318,91106,39360
3277,1166,1166,56224,45742,0.71,827,52633,47459,0.14,165,2658,70,1166,59373,48902,1166,2906,865,0.1,120,110512,43748,0.1,117,67578,27790,0.79,922,14961,9069,1228,164111,63531
3278,171,171,48625,45240,0.77,132,53137,49838,0.14,24,4952,4,171,51314,46619,171,2458,1221,0.1,17,68959,31082,0.11,19,62107,15744,0.78,133,11770,8938,209,104172,48260
3280,19831,19831,53487,43546,0.8,15881,51319,46242,0.11,2217,1208,314,19831,55933,45666,19831,2390,703,0.08,1585,83441,30794,0.08,1514,55982,13021,0.76,15074,14338,8506,22114,149363,56309
3281,1137,1137,54686,46400,0.75,855,55035,47658,0.14,164,-42,-418,1137,57786,48725,1137,2632,762,0.1,112,88199,42886,0.1,112,67067,21454,0.75,858,14654,9620,1197,164340,77023
3282,1652,1652,50793,44405,0.77,1268,51216,47522,0.14,225,1108,-49,1652,53255,46426,1652,2248,708,0.1,166,75940,43688,0.1,161,54241,19286,0.76,1250,12687,8630,1784,133941,66694
3283,749,749,52710,42490,0.73,546,49359,43007,0.14,107,1056,839,749,55596,44749,749,2378,546,0.11,82,89243,32424,0.11,79,74628,16919,0.73,547,14474,8977,823,141048,60574
3284,2166,2166,53824,41223,0.64,1395,52592,45426,0.16,343,2040,758,2166,56613,43139,2166,2647,572,0.12,257,88519,32981,0.12,257,58233,12154,0.7,1511,16416,9610,2349,228547,84269
3285,721,721,52792,42861,0.68,489,52855,46974,0.16,114,2756,698,721,55918,45130,721,2732,520,0.13,93,108818,53619,0.13,93,84381,35547,0.71,509,15151,10357,759,176541,81974
3286,341,341,51811,40075,0.63,214,42604,39392,0.13,46,1394,164,341,55162,42992,341,2600,362,0.13,43,108424,50614,0.12,42,66993,24747,0.72,244,14635,7698,362,125720,54979
3287,271,271,44376,37324,0.62,169,42002,36675,0.12,33,861,104,271,48073,38514,271,2578,360,0.11,30,96108,46343,0.1,28,89995,44228,0.72,196,10333,6504,274,113901,43066
3289,463,463,48811,41348,0.67,309,41505,39400,0.12,55,-500,-223,463,51973,44882,463,3008,439,0.13,58,103750,64626,0.12,56,87530,54496,0.73,336,12161,7839,493,139914,53290
3292,102,102,38853,34080,0.6,61,41616,38571,0.18,18,4085,1682,102,41276,37296,102,2292,366,0.08,8,60780,19255,0.08,8,29954,20090,0.63,64,10044,5063,119,226713,119666
3293,208,208,54298,44340,0.58,121,41518,39977,0.12,24,576,-70,208,59552,49282,208,3704,500,0.12,26,122989,54776,0.12,24,92852,28686,0.75,157,13199,8145,223,165030,54801
3294,619,619,48832,38110,0.65,401,44352,36535,0.14,89,1090,599,619,52923,41819,619,3198,383,0.11,71,140222,65188,0.11,68,115863,45328,0.69,427,13599,8160,639,198398,67712
3300,5971,5971,49734,41975,0.75,4482,49304,45316,0.13,748,1022,361,5971,52163,44161,5971,2300,545,0.08,496,92211,35730,0.08,488,71431,18318,0.73,4387,12858,7873,6535,162042,62124
3301,774,774,48085,43864,0.66,509,49480,43977,0.17,130,4351,1975,774,52605,48116,774,3938,401,0.14,105,148123,39014,0.14,106,124201,26042,0.72,559,14116,9241,809,197685,74631
