Postcode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3149,30901.0,30925.0,30934.0,31041.0,31163.0,31459.0,31888.0,32428.0,33171.0,33500.0,33546.0,33844.0,34166.0,34520.0,34843.0,35344.0,35810.0,36239.0,36525.0,36665.0,35716.0
3150,60026.0,59824.0,59643.0,59616.0,59740.0,60166.0,60299.0,60562.0,61084.0,61160.0,60989.0,61307.0,61666.0,62171.0,62698.0,63184.0,63850.0,64488.0,65143.0,65562.0,64077.0
3151,10180.0,10140.0,10145.0,10165.0,10183.0,10239.0,10312.0,10408.0,10525.0,10572.0,10614.0,10636.0,10667.0,10685.0,10713.0,10772.0,10836.0,10892.0,10965.0,11041.0,10778.0
3152,43475.0,43633.0,43517.0,43554.0,43441.0,43612.0,43745.0,43851.0,43999.0,44067.0,44131.0,44308.0,44576.0,44900.0,45228.0,45589.0,45815.0,46088.0,46311.0,46400.0,45259.0
3153,54941.0,54896.0,54839.0,54896.0,54923.0,55085.0,55706.0,56186.0,56843.0,57070.0,57444.0,57817.0,58261.0,58907.0,59574.0,60297.0,60846.0,61346.0,61748.0,61893.0,60476.0
3155,10728.0,10746.0,10792.0,10831.0,10867.0,10973.0,11124.0,11213.0,11361.0,11458.0,11635.0,11807.0,11995.0,12219.0,12415.0,12584.0,12690.0,12808.0,12934.0,12973.0,12707.0
3156,44951.0,46237.0,47071.0,47164.0,47444.0,47872.0,48437.0,48728.0,49190.0,49283.0,49109.0,49508.0,49905.0,50317.0,50828.0,51514.0,51924.0,52190.0,52341.0,52165.0,51295.0
3158,10357.0,10360.0,10310.0,10256.0,10148.0,10096.0,10070.0,10072.0,10095.0,10085.0,10067.0,10045.0,10026.0,10017.0,10019.0,10040.0,10032.0,10016.0,9986.0,9938.0,9848.0
3159,20529.0,20538.0,20507.0,20447.0,20334.0,20288.0,20374.0,20398.0,20478.0,20510.0,20474.0,20478.0,20487.0,20489.0,20495.0,20562.0,20527.0,20489.0,20412.0,20268.0,19866.0
3160,21099.0,21129.0,21053.0,20941.0,20713.0,20606.0,20601.0,20567.0,20599.0,20560.0,20481.0,20461.0,20449.0,20441.0,20448.0,20493.0,20480.0,20439.0,20356.0,20266.0,19943.0
3161,18975.0,19149.0,19188.0,19227.0,19463.0,19698.0,19875.0,20101.0,20385.0,20583.0,20703.0,20930.0,21277.0,21614.0,21956.0,22288.0,22842.0,23028.0,23156.0,23380.0,22739.0
3162,15636.0,15699.0,15815.0,16044.0,16262.0,16508.0,16599.0,16859.0,17098.0,17177.0,17227.0,17430.0,17636.0,17921.0,18156.0,18393.0,18550.0,18730.0,18788.0,18691.0,18232.0
3163,33901.0,34193.0,34278.0,34650.0,35152.0,35910.0,36796.0,37554.0,38414.0,38740.0,38997.0,39715.0,40461.0,41247.0,42027.0,42957.0,43304.0,43640.0,43801.0,43613.0,41572.0
3166,25517.0,25538.0,25655.0,25908.0,26123.0,26465.0,27033.0,27663.0,28270.0,28534.0,28616.0,28976.0,29310.0,29677.0,30107.0,30655.0,31039.0,31238.0,31474.0,31637.0,30898.0
3167,31942.0,31782.0,31715.0,31794.0,31854.0,32035.0,32229.0,32634.0,33028.0,33283.0,33431.0,33666.0,33910.0,34201.0,34515.0,34940.0,35298.0,35523.0,35766.0,35808.0,34910.0
3169,40971.0,40908.0,41052.0,41308.0,41396.0,41594.0,41842.0,42298.0,42874.0,43144.0,43389.0,43871.0,44294.0,44643.0,44986.0,45483.0,45769.0,46075.0,46582.0,46418.0,44978.0
3170,16951.0,16788.0,16633.0,16648.0,16747.0,16866.0,17227.0,17641.0,18028.0,18296.0,18517.0,18977.0,19466.0,19874.0,20181.0,20462.0,20517.0,20609.0,20667.0,20675.0,20078.0
3171,18557.0,18581.0,18603.0,18641.0,18716.0,19033.0,19245.0,19586.0,19969.0,20353.0,20712.0,20940.0,21132.0,21505.0,22188.0,22761.0,23210.0,23540.0,23763.0,23636.0,22537.0
3172,21997.0,21997.0,21984.0,22048.0,22113.0,22438.0,22637.0,22906.0,23155.0,23264.0,23255.0,23361.0,23460.0,23572.0,23668.0,23838.0,23941.0,24013.0,24087.0,24007.0,23292.0
3174,49944.0,49691.0,49491.0,49420.0,49392.0,49684.0,49889.0,50315.0,50781.0,51098.0,51414.0,51750.0,52073.0,52590.0,53463.0,54316.0,54904.0,55307.0,55537.0,55016.0,52896.0
3175,41665.0,41670.0,41577.0,41519.0,41484.0,41515.0,41664.0,42111.0,42435.0,42445.0,42366.0,42486.0,42684.0,42929.0,43228.0,43666.0,43908.0,44090.0,44095.0,43632.0,42474.0
3177,10072.0,9987.0,9918.0,9834.0,9769.0,9672.0,9823.0,9979.0,10192.0,10436.0,10695.0,10919.0,11207.0,11484.0,11665.0,11867.0,12091.0,12252.0,12335.0,12498.0,12061.0
3178,36192.0,37824.0,39204.0,39580.0,40175.0,40863.0,41383.0,41882.0,42407.0,42550.0,42237.0,42212.0,42210.0,42169.0,42119.0,42133.0,42093.0,41977.0,41805.0,41452.0,40623.0
3179,31256.0,31361.0,31277.0,31275.0,31257.0,31381.0,31402.0,31569.0,31693.0,31706.0,31647.0,32033.0,32479.0,32971.0,33577.0,34332.0,34797.0,35177.0,35517.0,35570.0,34835.0
3180,13242.0,13181.0,13113.0,13076.0,13066.0,13103.0,13164.0,13260.0,13389.0,13436.0,13471.0,13858.0,14236.0,14645.0,15140.0,15752.0,16206.0,16575.0,16905.0,16992.0,16733.0
3181,16588.0,16724.0,16820.0,17117.0,17358.0,17594.0,17921.0,18299.0,18583.0,18695.0,18738.0,19401.0,19977.0,20481.0,20834.0,21275.0,21364.0,21276.0,21081.0,20831.0,19460.0
3182,15095.0,15348.0,15462.0,15604.0,15725.0,15847.0,15948.0,16157.0,16480.0,16653.0,16686.0,16755.0,16912.0,17139.0,17315.0,17613.0,17562.0,17646.0,17704.0,17245.0,16085.0
3183,34070.0,34497.0,34650.0,34831.0,35188.0,35545.0,35823.0,36258.0,36865.0,37236.0,37389.0,37685.0,38189.0,38753.0,39271.0,39901.0,40404.0,40674.0,40860.0,40625.0,38824.0
3184,13342.0,13500.0,13683.0,13934.0,14216.0,14477.0,14790.0,15076.0,15425.0,15552.0,15666.0,15807.0,15910.0,16063.0,16145.0,16382.0,16383.0,16259.0,16191.0,15910.0,15041.0
3185,25435.0,25721.0,25877.0,26097.0,26252.0,26515.0,26826.0,27188.0,27679.0,27931.0,27978.0,28107.0,28388.0,28826.0,29140.0,29723.0,29798.0,30054.0,30208.0,29739.0,28117.0
3186,51410.0,51752.0,52097.0,52303.0,52581.0,53193.0,53919.0,54721.0,55524.0,55972.0,56312.0,56705.0,57360.0,58105.0,58863.0,59682.0,60003.0,60237.0,60315.0,60071.0,58154.0
3187,60382.0,60965.0,61536.0,62083.0,62697.0,63945.0,65083.0,66353.0,67567.0,68185.0,68704.0,69647.0,70533.0,71302.0,71967.0,72972.0,73789.0,74496.0,75281.0,75565.0,73600.0
3188,30458.0,30608.0,30759.0,30912.0,31147.0,31578.0,32027.0,32505.0,32933.0,33219.0,33587.0,33936.0,34443.0,34976.0,35529.0,36128.0,36321.0,36550.0,36868.0,36857.0,35924.0
3189,6484.0,6755.0,7162.0,7522.0,7707.0,7925.0,8113.0,8164.0,8262.0,8283.0,8368.0,8487.0,8607.0,8763.0,8952.0,9253.0,9393.0,9453.0,9527.0,9438.0,9198.0
3191,14432.0,14525.0,14585.0,14675.0,14821.0,15010.0,15237.0,15463.0,15631.0,15748.0,15888.0,16098.0,16444.0,16811.0,17184.0,17517.0,17594.0,17746.0,17974.0,17885.0,17518.0
3192,12763.0,12768.0,12729.0,12715.0,12721.0,12767.0,12877.0,13123.0,13264.0,13351.0,13375.0,13472.0,13631.0,13831.0,13995.0,14250.0,14269.0,14423.0,14391.0,14343.0,14124.0
3193,27195.0,27293.0,27314.0,27390.0,27542.0,27777.0,28114.0,28586.0,28895.0,29099.0,29263.0,29570.0,30075.0,30642.0,31179.0,31767.0,31863.0,32169.0,32365.0,32228.0,31642.0
3194,11561.0,11506.0,11474.0,11514.0,11524.0,11571.0,11682.0,11728.0,11936.0,12046.0,12224.0,12573.0,12768.0,13031.0,13332.0,13695.0,13778.0,13802.0,13870.0,13838.0,13304.0
3195,33488.0,34476.0,35220.0,35769.0,36400.0,37174.0,38141.0,39105.0,40356.0,40808.0,41065.0,41721.0,42178.0,42625.0,43130.0,43832.0,43952.0,44374.0,44857.0,44719.0,44047.0
3196,28625.0,28662.0,28667.0,28672.0,28773.0,28887.0,29334.0,29863.0,30586.0,30991.0,31258.0,31683.0,32089.0,32441.0,33033.0,33747.0,34034.0,34372.0,34686.0,34713.0,34405.0
3197,26535.0,26696.0,26690.0,26662.0,26648.0,26756.0,27033.0,27583.0,28031.0,28216.0,28238.0,28395.0,28609.0,28824.0,28999.0,29262.0,29449.0,29638.0,29710.0,29669.0,29474.0
3198,16257.0,16136.0,16001.0,15922.0,15840.0,15892.0,16013.0,16201.0,16408.0,16516.0,16574.0,16719.0,16866.0,16980.0,17046.0,17151.0,17235.0,17315.0,17389.0,17417.0,17359.0
3199,59549.0,59111.0,58748.0,58533.0,58314.0,58367.0,58680.0,59168.0,59645.0,59996.0,60181.0,60468.0,60863.0,61279.0,61755.0,62444.0,62812.0,63159.0,63334.0,63331.0,62521.0
3200,20230.0,19923.0,19605.0,19511.0,19255.0,19105.0,19160.0,19289.0,19458.0,19581.0,19620.0,19682.0,19725.0,19777.0,19827.0,19939.0,19990.0,20007.0,19989.0,19945.0,19665.0
3201,31676.0,32025.0,32347.0,32737.0,32962.0,33442.0,33911.0,34543.0,35466.0,36015.0,36256.0,36755.0,37450.0,37955.0,38337.0,38700.0,39048.0,39342.0,39561.0,39775.0,39621.0
3202,6484.0,6755.0,7162.0,7522.0,7707.0,7925.0,8113.0,8164.0,8262.0,8283.0,8368.0,8487.0,8607.0,8763.0,8952.0,9253.0,9393.0,9453.0,9527.0,9438.0,9198.0
3204,30001.0,30297.0,30580.0,30970.0,31360.0,32112.0,32833.0,33572.0,34307.0,34654.0,34918.0,35593.0,36162.0,36664.0,37037.0,37643.0,38270.0,38789.0,39409.0,39604.0,38499.0
3206,12368.0,12595.0,12800.0,12997.0,13269.0,13550.0,13731.0,13928.0,14245.0,14595.0,15009.0,15142.0,15282.0,15592.0,16053.0,16490.0,16495.0,16720.0,17071.0,16942.0,16023.0
3207,11057.0,12720.0,14428.0,16126.0,17322.0,18201.0,19169.0,19998.0,20717.0,21143.0,21609.0,22766.0,24486.0,26085.0,27698.0,29301.0,31410.0,32783.0,33672.0,33659.0,32315.0
3211,13075.0,13665.0,14004.0,14213.0,14417.0,14684.0,14878.0,15100.0,15283.0,15503.0,15861.0,16507.0,17078.0,17546.0,17996.0,18587.0,19141.0,19759.0,20258.0,20540.0,20850.0
3212,13075.0,13665.0,14004.0,14213.0,14417.0,14684.0,14878.0,15100.0,15283.0,15503.0,15861.0,16507.0,17078.0,17546.0,17996.0,18587.0,19141.0,19759.0,20258.0,20540.0,20850.0
3215,44156.0,44307.0,44371.0,44342.0,44290.0,44334.0,44571.0,44950.0,45371.0,45795.0,46156.0,46382.0,46664.0,46980.0,47421.0,48138.0,48717.0,49285.0,50034.0,50402.0,50460.0
3216,45272.0,46066.0,46698.0,47262.0,47775.0,48623.0,49747.0,50982.0,52431.0,53753.0,55029.0,56496.0,57967.0,59388.0,60735.0,62061.0,63572.0,65142.0,66992.0,68531.0,70272.0
3217,15469.0,15990.0,16503.0,16923.0,17313.0,17726.0,18100.0,18480.0,18991.0,19449.0,19834.0,20397.0,21148.0,21858.0,22390.0,22794.0,23062.0,23440.0,23776.0,23815.0,24079.0
3218,18634.0,18687.0,18675.0,18562.0,18462.0,18504.0,18574.0,18754.0,18939.0,19092.0,19247.0,19354.0,19476.0,19588.0,19756.0,20021.0,20219.0,20491.0,20781.0,21107.0,21244.0
3219,25877.0,26121.0,26359.0,26566.0,26690.0,26672.0,26784.0,26909.0,27038.0,27227.0,27384.0,27506.0,27619.0,27714.0,27813.0,27950.0,28201.0,28464.0,28815.0,28922.0,28879.0
3220,21718.0,21723.0,21771.0,21821.0,21834.0,21823.0,21935.0,22036.0,22150.0,22310.0,22452.0,22623.0,22897.0,23107.0,23323.0,23560.0,23750.0,23921.0,24031.0,24010.0,23883.0
3221,93178.0,94899.0,96422.0,97635.0,98793.0,99781.0,101040.0,102540.0,104314.0,106045.0,107863.0,109903.0,112132.0,113963.0,115769.0,118142.0,120368.0,122812.0,125483.0,127300.0,129144.0
3222,18278.0,18974.0,19390.0,19658.0,19910.0,20103.0,20249.0,20569.0,21043.0,21519.0,22096.0,22718.0,23617.0,24576.0,25618.0,26733.0,27493.0,28145.0,28858.0,29366.0,29929.0
3223,5391.0,5455.0,5558.0,5599.0,5716.0,5681.0,5863.0,5978.0,6186.0,6400.0,6647.0,6880.0,7042.0,7139.0,7276.0,7517.0,7770.0,8082.0,8403.0,8866.0,9450.0
3224,8074.0,8428.0,8725.0,8877.0,8965.0,9067.0,9065.0,9219.0,9485.0,9784.0,10230.0,10726.0,11369.0,11985.0,12544.0,13140.0,13352.0,13398.0,13302.0,13255.0,13213.0
3228,10225.0,10625.0,10853.0,11058.0,11292.0,11758.0,12472.0,13221.0,14011.0,14743.0,15497.0,16337.0,17006.0,17641.0,18365.0,19131.0,20033.0,20972.0,22116.0,23299.0,24617.0
3230,4748.0,4791.0,4822.0,4816.0,4818.0,4799.0,4871.0,4989.0,5073.0,5123.0,5151.0,5165.0,5184.0,5195.0,5211.0,5261.0,5379.0,5519.0,5671.0,5882.0,6189.0
3231,4748.0,4791.0,4822.0,4816.0,4818.0,4799.0,4871.0,4989.0,5073.0,5123.0,5151.0,5165.0,5184.0,5195.0,5211.0,5261.0,5379.0,5519.0,5671.0,5882.0,6189.0
3232,4748.0,4791.0,4822.0,4816.0,4818.0,4799.0,4871.0,4989.0,5073.0,5123.0,5151.0,5165.0,5184.0,5195.0,5211.0,5261.0,5379.0,5519.0,5671.0,5882.0,6189.0
3235,10166.0,10227.0,10263.0,10307.0,10305.0,10307.0,10416.0,10604.0,10797.0,10879.0,10939.0,10959.0,10985.0,10998.0,11016.0,11085.0,11265.0,11508.0,11815.0,12229.0,12771.0
3240,5418.0,5436.0,5441.0,5491.0,5487.0,5508.0,5545.0,5615.0,5724.0,5756.0,5788.0,5794.0,5801.0,5803.0,5805.0,5824.0,5886.0,5989.0,6144.0,6347.0,6582.0
3241,10166.0,10227.0,10263.0,10307.0,10305.0,10307.0,10416.0,10604.0,10797.0,10879.0,10939.0,10959.0,10985.0,10998.0,11016.0,11085.0,11265.0,11508.0,11815.0,12229.0,12771.0
3242,5418.0,5436.0,5441.0,5491.0,5487.0,5508.0,5545.0,5615.0,5724.0,5756.0,5788.0,5794.0,5801.0,5803.0,5805.0,5824.0,5886.0,5989.0,6144.0,6347.0,6582.0
3285,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3286,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3289,6728.0,6699.0,6688.0,6636.0,6634.0,6635.0,6638.0,6626.0,6604.0,6495.0,6437.0,6378.0,6312.0,6251.0,6184.0,6143.0,6146.0,6165.0,6182.0,6209.0,6264.0
3292,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3293,6728.0,6699.0,6688.0,6636.0,6634.0,6635.0,6638.0,6626.0,6604.0,6495.0,6437.0,6378.0,6312.0,6251.0,6184.0,6143.0,6146.0,6165.0,6182.0,6209.0,6264.0
3294,6728.0,6699.0,6688.0,6636.0,6634.0,6635.0,6638.0,6626.0,6604.0,6495.0,6437.0,6378.0,6312.0,6251.0,6184.0,6143.0,6146.0,6165.0,6182.0,6209.0,6264.0
3300,16994.0,16999.0,17014.0,16989.0,17009.0,16969.0,17024.0,17014.0,16982.0,16839.0,16662.0,16564.0,16455.0,16357.0,16264.0,16224.0,16268.0,16343.0,16425.0,16541.0,16548.0
3301,16031.0,15979.0,15942.0,15864.0,15888.0,15881.0,15839.0,15831.0,15775.0,15563.0,15359.0,15257.0,15154.0,15045.0,14949.0,14921.0,14939.0,14978.0,15009.0,15048.0,15135.0
3302,16031.0,15979.0,15942.0,15864.0,15888.0,15881.0,15839.0,15831.0,15775.0,15563.0,15359.0,15257.0,15154.0,15045.0,14949.0,14921.0,14939.0,14978.0,15009.0,15048.0,15135.0
3303,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3304,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3305,20049.0,20026.0,20002.0,19980.0,20022.0,20050.0,20001.0,20017.0,19983.0,19924.0,19816.0,19785.0,19759.0,19716.0,19684.0,19721.0,19785.0,19871.0,19965.0,20021.0,20053.0
3309,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3310,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3311,9303.0,9280.0,9254.0,9228.0,9254.0,9246.0,9201.0,9205.0,9171.0,9068.0,8922.0,8879.0,8842.0,8794.0,8765.0,8778.0,8793.0,8813.0,8827.0,8839.0,8871.0
3312,19384.0,19282.0,19212.0,19079.0,19062.0,19024.0,18927.0,18878.0,18793.0,18537.0,18261.0,18128.0,17996.0,17851.0,17729.0,17703.0,17723.0,17761.0,17790.0,17830.0,17883.0
3314,6728.0,6699.0,6688.0,6636.0,6634.0,6635.0,6638.0,6626.0,6604.0,6495.0,6437.0,6378.0,6312.0,6251.0,6184.0,6143.0,6146.0,6165.0,6182.0,6209.0,6264.0
3315,16031.0,15979.0,15942.0,15864.0,15888.0,15881.0,15839.0,15831.0,15775.0,15563.0,15359.0,15257.0,15154.0,15045.0,14949.0,14921.0,14939.0,14978.0,15009.0,15048.0,15135.0
3317,10081.0,10002.0,9958.0,9851.0,9808.0,9778.0,9726.0,9673.0,9622.0,9469.0,9339.0,9249.0,9154.0,9057.0,8964.0,8925.0,8930.0,8948.0,8963.0,8991.0,9012.0
3318,3353.0,3303.0,3270.0,3215.0,3174.0,3143.0,3088.0,3047.0,3018.0,2974.0,2902.0,2871.0,2842.0,2806.0,2780.0,2782.0,2784.0,2783.0,2781.0,2782.0,2748.0
3319,3353.0,3303.0,3270.0,3215.0,3174.0,3143.0,3088.0,3047.0,3018.0,2974.0,2902.0,2871.0,2842.0,2806.0,2780.0,2782.0,2784.0,2783.0,2781.0,2782.0,2748.0
3321,10529.0,10546.0,10625.0,10852.0,10981.0,11089.0,11175.0,11347.0,11606.0,11828.0,12071.0,12210.0,12381.0,12484.0,12591.0,12761.0,12998.0,13306.0,13683.0,14103.0,14647.0
3322,5111.0,5110.0,5184.0,5361.0,5494.0,5581.0,5630.0,5732.0,5882.0,6072.0,6283.0,6416.0,6580.0,6681.0,6786.0,6937.0,7112.0,7317.0,7539.0,7756.0,8065.0
3324,3875.0,3908.0,3912.0,3915.0,3948.0,3956.0,3973.0,3988.0,4032.0,4068.0,4102.0,4195.0,4284.0,4363.0,4444.0,4540.0,4609.0,4688.0,4778.0,4824.0,4868.0
3325,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3328,5111.0,5110.0,5184.0,5361.0,5494.0,5581.0,5630.0,5732.0,5882.0,6072.0,6283.0,6416.0,6580.0,6681.0,6786.0,6937.0,7112.0,7317.0,7539.0,7756.0,8065.0
3329,5111.0,5110.0,5184.0,5361.0,5494.0,5581.0,5630.0,5732.0,5882.0,6072.0,6283.0,6416.0,6580.0,6681.0,6786.0,6937.0,7112.0,7317.0,7539.0,7756.0,8065.0
3330,5111.0,5110.0,5184.0,5361.0,5494.0,5581.0,5630.0,5732.0,5882.0,6072.0,6283.0,6416.0,6580.0,6681.0,6786.0,6937.0,7112.0,7317.0,7539.0,7756.0,8065.0
3331,7680.0,7833.0,8154.0,8543.0,8934.0,9168.0,9455.0,9810.0,10195.0,10599.0,11037.0,11537.0,12164.0,12591.0,12978.0,13486.0,13989.0,14439.0,14891.0,15350.0,15798.0
3332,5111.0,5110.0,5184.0,5361.0,5494.0,5581.0,5630.0,5732.0,5882.0,6072.0,6283.0,6416.0,6580.0,6681.0,6786.0,6937.0,7112.0,7317.0,7539.0,7756.0,8065.0
3333,10461.0,10425.0,10504.0,10683.0,10845.0,10952.0,11011.0,11136.0,11345.0,11557.0,11771.0,11945.0,12162.0,12312.0,12478.0,12698.0,12978.0,13307.0,13653.0,13992.0,14402.0
3334,10461.0,10425.0,10504.0,10683.0,10845.0,10952.0,11011.0,11136.0,11345.0,11557.0,11771.0,11945.0,12162.0,12312.0,12478.0,12698.0,12978.0,13307.0,13653.0,13992.0,14402.0
3335,2365.0,3203.0,4577.0,6119.0,8318.0,10639.0,12755.0,14571.0,16325.0,17883.0,18783.0,19782.0,20772.0,21642.0,22530.0,23366.0,25166.0,27979.0,30723.0,33537.0,37636.0
3337,17233.0,17590.0,18079.0,18575.0,19393.0,20388.0,21389.0,22496.0,23756.0,24819.0,25894.0,27118.0,28138.0,29117.0,30237.0,31469.0,32638.0,33913.0,35072.0,35620.0,35834.0
3340,27615.0,28309.0,28884.0,29228.0,29762.0,30279.0,30722.0,31224.0,31867.0,32509.0,33349.0,34626.0,36126.0,37178.0,38203.0,39576.0,40905.0,42230.0,43587.0,44760.0,45895.0
3341,14540.0,14644.0,14880.0,15015.0,15345.0,15595.0,15844.0,16124.0,16584.0,17006.0,17488.0,18119.0,19048.0,19632.0,20207.0,20989.0,21764.0,22471.0,23329.0,24220.0,25045.0
3342,10461.0,10425.0,10504.0,10683.0,10845.0,10952.0,11011.0,11136.0,11345.0,11557.0,11771.0,11945.0,12162.0,12312.0,12478.0,12698.0,12978.0,13307.0,13653.0,13992.0,14402.0
3345,5350.0,5315.0,5320.0,5322.0,5351.0,5371.0,5381.0,5404.0,5463.0,5485.0,5488.0,5529.0,5582.0,5631.0,5692.0,5761.0,5866.0,5990.0,6114.0,6236.0,6337.0
3350,22573.0,23199.0,23865.0,24289.0,24774.0,25154.0,25573.0,26004.0,26521.0,26951.0,27542.0,28271.0,29050.0,29747.0,30530.0,31464.0,32307.0,33170.0,34171.0,35024.0,36131.0
3351,20266.0,20422.0,20678.0,21023.0,21475.0,21958.0,22246.0,22579.0,23054.0,23495.0,23928.0,24458.0,25092.0,25744.0,26359.0,27116.0,27823.0,28663.0,29838.0,31062.0,32404.0
3352,60665.0,61069.0,61593.0,62137.0,62938.0,63700.0,64472.0,65522.0,67034.0,68389.0,69916.0,71441.0,73055.0,74565.0,76158.0,78059.0,79927.0,81985.0,84370.0,86837.0,89644.0
3355,24852.0,24963.0,25176.0,25284.0,25297.0,25319.0,25441.0,25814.0,26194.0,26566.0,26838.0,26982.0,27059.0,27073.0,27079.0,27127.0,27194.0,27293.0,27471.0,27425.0,27390.0
3356,9910.0,10317.0,10664.0,10945.0,11352.0,11802.0,12240.0,12621.0,13171.0,13593.0,14290.0,15080.0,15981.0,16921.0,17885.0,19047.0,20256.0,21694.0,23284.0,25208.0,27463.0
3357,5320.0,5399.0,5557.0,5620.0,5857.0,6037.0,6131.0,6252.0,6431.0,6595.0,6725.0,6854.0,6984.0,7082.0,7191.0,7311.0,7407.0,7413.0,7452.0,7369.0,7232.0
3360,7684.0,7709.0,7712.0,7724.0,7769.0,7794.0,7816.0,7840.0,7901.0,7950.0,7988.0,8150.0,8331.0,8535.0,8761.0,8994.0,9092.0,9132.0,9314.0,9422.0,9486.0
3361,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3363,15668.0,15584.0,15521.0,15555.0,15369.0,15362.0,15410.0,15615.0,15855.0,16009.0,16092.0,16274.0,16468.0,16636.0,16799.0,16987.0,17148.0,17334.0,17517.0,17729.0,17906.0
3364,21018.0,20899.0,20841.0,20877.0,20720.0,20733.0,20791.0,21019.0,21318.0,21494.0,21580.0,21803.0,22050.0,22267.0,22491.0,22748.0,23014.0,23324.0,23631.0,23965.0,24243.0
3370,7467.0,7423.0,7402.0,7395.0,7332.0,7316.0,7351.0,7388.0,7421.0,7473.0,7503.0,7573.0,7639.0,7702.0,7781.0,7870.0,7910.0,7954.0,7981.0,8016.0,8036.0
3371,10618.0,10586.0,10584.0,10597.0,10579.0,10610.0,10647.0,10681.0,10754.0,10816.0,10850.0,10915.0,10976.0,11024.0,11098.0,11193.0,11259.0,11343.0,11398.0,11456.0,11534.0
3373,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3374,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3375,3809.0,3801.0,3800.0,3809.0,3821.0,3838.0,3843.0,3852.0,3869.0,3882.0,3886.0,3955.0,4047.0,4172.0,4317.0,4454.0,4483.0,4444.0,4536.0,4598.0,4618.0
3377,20079.0,20053.0,19966.0,19884.0,19851.0,19769.0,19753.0,19792.0,19905.0,19970.0,19968.0,19940.0,19918.0,19896.0,19880.0,19934.0,19995.0,20081.0,20185.0,20351.0,20431.0
3380,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3381,8778.0,8751.0,8662.0,8568.0,8500.0,8370.0,8405.0,8427.0,8451.0,8466.0,8453.0,8378.0,8328.0,8296.0,8239.0,8225.0,8245.0,8272.0,8313.0,8373.0,8465.0
3384,16004.0,15945.0,15795.0,15649.0,15573.0,15385.0,15405.0,15392.0,15462.0,15467.0,15411.0,15320.0,15225.0,15106.0,14969.0,14901.0,14945.0,15022.0,15122.0,15236.0,15392.0
3385,16892.0,16774.0,16580.0,16348.0,16154.0,15922.0,15855.0,15805.0,15803.0,15714.0,15573.0,15421.0,15308.0,15169.0,15014.0,14918.0,14890.0,14906.0,14924.0,14948.0,14919.0
3387,12853.0,12782.0,12613.0,12447.0,12326.0,12091.0,12109.0,12099.0,12129.0,12124.0,12064.0,11978.0,11888.0,11784.0,11652.0,11578.0,11596.0,11633.0,11705.0,11796.0,11894.0
3388,12189.0,12054.0,11869.0,11659.0,11480.0,11273.0,11154.0,11050.0,11030.0,10906.0,10731.0,10643.0,10540.0,10361.0,10188.0,10046.0,9996.0,9995.0,10003.0,9998.0,9883.0
