geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,routeussp,ticketzone,postcode,suburb_name,ward_name,easting,northing,gisfid,fme_feature_type,googlemaps_drive_to
"-37.9877200301, 145.2610879034","{""coordinates"": [145.2610879034, -37.9877200301], ""type"": ""Point""}",MGA zone 55,3022,Sydney Parkinson Reserve/James Cook Dr (Endeavour Hills),-37.9877200301237,145.2610879034470,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347296,5794120,1495,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.9877200301237,145.2610879034473/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9876230176, 145.2564111845","{""coordinates"": [145.2564111845, -37.9876230176], ""type"": ""Point""}",MGA zone 55,3024,James Cook Dr/Matthew Flinders Ave (Endeavour Hills),-37.98762301762010,145.25641118449100,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346886,5794124,1497,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.98762301762009,145.25641118449067/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9860049828, 145.2560500518","{""coordinates"": [145.2560500518, -37.9860049828], ""type"": ""Point""}",MGA zone 55,3025,23 Matthew Flinders Ave (Endeavour Hills),-37.98600498276370,145.2560500517840,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346850,5794303,1498,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.98600498276371,145.2560500517841/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9761140285, 145.2581520987","{""coordinates"": [145.2581520987, -37.9761140285], ""type"": ""Point""}",MGA zone 55,3028,Endeavour Hills SC/Matthew Flinders Ave (Endeavour Hills),-37.976114028522900,145.25815209865300,"843,845,861,863,842",2,3802,ENDEAVOUR HILLS,FOUR OAKS,347015,5795404,1501,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.976114028522915,145.25815209865348/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9743869395, 145.2528759681","{""coordinates"": [145.2528759681, -37.9743869395], ""type"": ""Point""}",MGA zone 55,3029,Gray Cl/Heatherton Rd (Endeavour Hills),-37.97438693952400,145.2528759680690,861,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346548,5795586,1502,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97438693952397,145.2528759680685/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9734829819, 145.2454628886","{""coordinates"": [145.2454628886, -37.9734829819], ""type"": ""Point""}",MGA zone 55,3030,Bittern Dr/Heatherton Rd (Endeavour Hills),-37.973482981948200,145.2454628886490,861,2,3802,ENDEAVOUR HILLS,FOUR OAKS,345894,5795675,1503,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.973482981948166,145.2454628886486/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9678030424, 145.2739208557","{""coordinates"": [145.2739208557, -37.9678030424], ""type"": ""Point""}",MGA zone 55,3031,Reema Bvd/Gleneagles Dr (Endeavour Hills),-37.96780304238330,145.27392085572800,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,348383,5796352,1504,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.96780304238331,145.27392085572797/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9696609922, 145.2672749047","{""coordinates"": [145.2672749047, -37.9696609922], ""type"": ""Point""}",MGA zone 55,3034,Crossdale Rise/Scotsburn Way (Endeavour Hills),-37.96966099217800,145.26727490472600,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347803,5796135,1506,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.96966099217801,145.26727490472592/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9730040664, 145.2599330452","{""coordinates"": [145.2599330452, -37.9730040664], ""type"": ""Point""}",MGA zone 55,3038,Clifton Way/Mossgiel Park Dr (Endeavour Hills),-37.973004066427400,145.25993304525000,"845,843",2,3802,ENDEAVOUR HILLS,FOUR OAKS,347165,5795752,1507,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.973004066427386,145.25993304524982/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9809370234, 145.2503639304","{""coordinates"": [145.2503639304, -37.9809370234], ""type"": ""Point""}",MGA zone 55,3040,Johnson Pl/Daniel Solander Dr (Endeavour Hills),-37.980937023423600,145.2503639303650,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346341,5794855,1509,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.980937023423586,145.2503639303647/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1478049979, 145.2923960534","{""coordinates"": [145.2923960534, -38.1478049979], ""type"": ""Point""}",MGA zone 55,38672,Saddleback Rd/Craig Rd (Devon Meadows),-38.14780499791400,145.29239605340200,"796,795",2,3977,DEVON MEADOWS,BALLA BALLA,350373,5776408,1518,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14780499791401,145.29239605340211/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1585369527, 145.3035240878","{""coordinates"": [145.3035240878, -38.1585369527], ""type"": ""Point""}",MGA zone 55,38674,Cross Rd/Finsbury Rd (Devon Meadows),-38.15853695267890,145.3035240878140,"796,795",2,3977,DEVON MEADOWS,BALLA BALLA,351369,5775235,1520,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.15853695267889,145.3035240878135/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1603400772, 145.3179661318","{""coordinates"": [145.3179661318, -38.1603400772], ""type"": ""Point""}",MGA zone 55,38678,Five Ways General Store/Finsbury Rd (Devon Meadows),-38.16034007721040,145.31796613181300,"796,795",2,3977,DEVON MEADOWS,BALLA BALLA,352638,5775057,1524,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.16034007721038,145.31796613181285/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1476259734, 145.3212479342","{""coordinates"": [145.3212479342, -38.1476259734], ""type"": ""Point""}",MGA zone 55,38680,Moores Rd/Clyde-Five Ways Rd (Clyde),-38.1476259733845,145.3212479342220,796,2,3978,CLYDE,BALLA BALLA,352900,5776474,1525,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.1476259733845,145.3212479342221/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1372040073, 145.323426944","{""coordinates"": [145.323426944, -38.1372040073], ""type"": ""Point""}",MGA zone 55,38681,Beechers Rd/Clyde-Five Ways Rd (Clyde),-38.13720400729410,145.32342694403100,796,2,3978,CLYDE,BALLA BALLA,353071,5777633,1526,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.13720400729405,145.32342694403096/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1324300268, 145.3298911413","{""coordinates"": [145.3298911413, -38.1324300268], ""type"": ""Point""}",MGA zone 55,38683,Oroya Gr/Railway Rd (Clyde),-38.132430026826000,145.32989114127600,796,2,3978,CLYDE,BALLA BALLA,353628,5778173,1528,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.132430026826036,145.32989114127628/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2107989603, 145.3441258112","{""coordinates"": [145.3441258112, -38.2107989603], ""type"": ""Point""}",MGA zone 55,38688,Warneet Rd/Blind Bight Rd (Blind Bight),-38.210798960317400,145.34412581120100,795,2,3980,BLIND BIGHT,BALLA BALLA,355031,5769500,1530,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.210798960317355,145.34412581120114/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2129559813, 145.339908178","{""coordinates"": [145.339908178, -38.2129559813], ""type"": ""Point""}",MGA zone 55,38692,Prion Cl/Fishermans Dr (Blind Bight),-38.21295598126540,145.3399081779590,795,2,3980,BLIND BIGHT,BALLA BALLA,354666,5769254,1534,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.21295598126538,145.3399081779589/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2110260524, 145.3410370758","{""coordinates"": [145.3410370758, -38.2110260524], ""type"": ""Point""}",MGA zone 55,38700,Fishermans Dr/Warneet Rd (Blind Bight),-38.2110260523506,145.34103707582700,795,2,3980,BLIND BIGHT,BALLA BALLA,354761,5769469,1542,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.2110260523506,145.34103707582727/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1527910631, 145.316244885","{""coordinates"": [145.316244885, -38.1527910631], ""type"": ""Point""}",MGA zone 55,38703,Facey Rd/South Gippsland Hwy (Devon Meadows),-38.15279106311150,145.31624488501900,795,2,3977,DEVON MEADOWS,BALLA BALLA,352472,5775892,1543,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.15279106311146,145.31624488501942/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1448459694, 145.3121030717","{""coordinates"": [145.3121030717, -38.1448459694], ""type"": ""Point""}",MGA zone 55,38704,Rawlins Rd/South Gippsland Hwy (Devon Meadows),-38.14484596942720,145.31210307166800,795,2,3977,DEVON MEADOWS,BALLA BALLA,352093,5776767,1544,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14484596942721,145.31210307166754/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1408869952, 145.3063179888","{""coordinates"": [145.3063179888, -38.1408869952], ""type"": ""Point""}",MGA zone 55,38705,Devon Rd/South Gippsland Hwy (Devon Meadows),-38.14088699515420,145.30631798878800,795,2,3977,DEVON MEADOWS,BALLA BALLA,351579,5777198,1545,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14088699515424,145.30631798878832/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1477669977, 145.292236949","{""coordinates"": [145.292236949, -38.1477669977], ""type"": ""Point""}",MGA zone 55,38708,Saddleback Rd/Craig Rd (Botanic Ridge),-38.14776699770240,145.2922369489750,795,2,3977,BOTANIC RIDGE,BALLA BALLA,350359,5776411,1548,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14776699770238,145.2922369489753/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1134879418, 145.28554201","{""coordinates"": [145.28554201, -38.1134879418], ""type"": ""Point""}",MGA zone 55,51343,Codrington St/Sladen St (Cranbourne),-38.11348794176750,145.28554201001300,"897,898,796",2,3977,CRANBOURNE,BALLA BALLA,349702,5780204,1562,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11348794176749,145.28554201001276/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0796590186, 145.2562679395","{""coordinates"": [145.2562679395, -38.0796590186], ""type"": ""Point""}",MGA zone 55,51344,Evans Rd/Thompsons Rd (Cranbourne West),-38.079659018568100,145.25626793950800,897,2,3975,LYNDHURST,MAYFIELD,347065,5783911,1563,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.079659018568094,145.25626793950764/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0881540133, 145.2566239054","{""coordinates"": [145.2566239054, -38.0881540133], ""type"": ""Point""}",MGA zone 55,51346,Breens Rd/Evans Rd (Cranbourne West),-38.08815401330800,145.25662390539800,897,2,3977,CRANBOURNE WEST,MAYFIELD,347113,5782968,1564,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.08815401330797,145.25662390539802/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0604580688, 145.3379461783","{""coordinates"": [145.3379461783, -38.0604580688], ""type"": ""Point""}",MGA zone 55,51353,Eden Rise Village SC/Clyde Rd (Berwick),-38.06045806882340,145.3379461783310,"889,899,888",2,3806,BERWICK,EDRINGTON,354191,5786173,1569,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06045806882339,145.3379461783305/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0635059493, 145.3374089626","{""coordinates"": [145.3374089626, -38.0635059493], ""type"": ""Point""}",MGA zone 55,51355,Cresthaven Bvd/Clyde Rd (Berwick),-38.06350594932950,145.3374089626120,"889,899,888",2,3806,BERWICK,EDRINGTON,354149,5785833,1571,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06350594932953,145.3374089626122/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0692990449, 145.3366631602","{""coordinates"": [145.3366631602, -38.0692990449], ""type"": ""Point""}",MGA zone 55,51356,St Catherines PS/Clyde Rd (Berwick),-38.06929904487630,145.33666316016300,"889,899,888",2,3806,BERWICK,EDRINGTON,354096,5785189,1572,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06929904487634,145.33666316016283/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2022119452, 145.2353500852","{""coordinates"": [145.2353500852, -38.2022119452], ""type"": ""Point""}",MGA zone 55,51358,Baxter-Tooradin Rd/Pearcedale Rd (Pearcedale),-38.2022119451774,145.2353500852240,792,2,3912,PEARCEDALE,BALLA BALLA,345489,5770276,1574,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.2022119451774,145.2353500852244/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1069219666, 145.2527909573","{""coordinates"": [145.2527909573, -38.1069219666], ""type"": ""Point""}",MGA zone 55,51359,Navarre Dr/Evans Rd (Cranbourne West),-38.10692196656520,145.2527909573450,792,2,3977,CRANBOURNE WEST,MAYFIELD,346816,5780880,1575,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10692196656524,145.2527909573447/@your+location,17z/data=!4m2!4m1!3e0"
"-38.118319074, 145.3243151099","{""coordinates"": [145.3243151099, -38.118319074], ""type"": ""Point""}",MGA zone 55,51364,Pasedena Bvd/Berwick-Cranbourne Rd (Clyde North),-38.11831907398870,145.32431510990800,897,2,3978,CLYDE NORTH,EDRINGTON,353111,5779730,1577,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11831907398868,145.32431510990793/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0778860027, 145.2969871503","{""coordinates"": [145.2969871503, -38.0778860027], ""type"": ""Point""}",MGA zone 55,51398,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.07788600265940,145.29698715033900,"841,799",2,3977,CRANBOURNE NORTH,SPRINGFIELD,350632,5784174,1581,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.07788600265943,145.29698715033888/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0267870416, 145.3031038654","{""coordinates"": [145.3031038654, -38.0267870416], ""type"": ""Point""}",MGA zone 55,3079,Narre Warren Station/Webb St (Narre Warren),-38.02678704160220,145.3031038653630,"841,895,835",2,3805,NARRE WARREN,SPRINGFIELD,351065,5789854,1591,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02678704160218,145.3031038653629/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0366109988, 145.3557819585","{""coordinates"": [145.3557819585, -38.0366109988], ""type"": ""Point""}",MGA zone 55,3700,Edrington Park Ret Village/Princes Hwy (Berwick),-38.03661099877480,145.35578195854700,"838,926,836",2,3806,BERWICK,EDRINGTON,355709,5788847,1603,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03661099877478,145.35578195854706/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0080759967, 145.2787059862","{""coordinates"": [145.2787059862, -38.0080759967], ""type"": ""Point""}",MGA zone 55,3737,Mornmoot Ct/Fitzgerald Rd (Hallam),-38.00807599674660,145.27870598617400,891,2,3803,HALLAM,RIVER GUM,348886,5791890,1614,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00807599674657,145.27870598617392/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0053019538, 145.279487825","{""coordinates"": [145.279487825, -38.0053019538], ""type"": ""Point""}",MGA zone 55,3738,Cardamon Dr/Fitzgerald Rd (Hallam),-38.00530195381090,145.27948782495600,891,2,3803,HALLAM,RIVER GUM,348948,5792200,1615,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00530195381088,145.27948782495614/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0047590143, 145.2860729711","{""coordinates"": [145.2860729711, -38.0047590143], ""type"": ""Point""}",MGA zone 55,3739,Emily Dr/Saffron Dr (Hallam),-38.004759014342500,145.2860729710740,891,2,3803,HALLAM,RIVER GUM,349526,5792270,1616,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.004759014342454,145.2860729710736/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0059039459, 145.3110351092","{""coordinates"": [145.3110351092, -38.0059039459], ""type"": ""Point""}",MGA zone 55,46450,Prospect Hill Retarding Basin/Narre Warren North Rd (Narre Warren),-38.00590394592590,145.31103510923900,842,2,3805,NARRE WARREN,FOUR OAKS,351720,5792184,1627,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00590394592587,145.31103510923904/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2072729721, 145.3748940045","{""coordinates"": [145.3748940045, -38.2072729721], ""type"": ""Point""}",MGA zone 55,38072,Bayview Rd/South Gippsland Hwy (Tooradin),-38.20727297207410,145.3748940045360,795,2,3980,TOORADIN,BALLA BALLA,357718,5769938,1634,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.20727297207409,145.3748940045363/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2106190182, 145.377675081","{""coordinates"": [145.377675081, -38.2106190182], ""type"": ""Point""}",MGA zone 55,38073,Evans St/South Gippsland Hwy (Tooradin),-38.2106190182007,145.37767508100400,795,2,3980,TOORADIN,BALLA BALLA,357968,5769571,1635,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.2106190182007,145.37767508100404/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0304260388, 145.2843240996","{""coordinates"": [145.2843240996, -38.0304260388], ""type"": ""Point""}",MGA zone 55,3086,Wethersdane Dr/Shrives Rd (Hampton Park),-38.030426038821800,145.28432409959100,895,2,3976,HAMPTON PARK,RIVER GUM,349425,5789420,1678,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.030426038821766,145.28432409959134/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0242379826, 145.269749168","{""coordinates"": [145.269749168, -38.0242379826], ""type"": ""Point""}",MGA zone 55,3089,Willow Dr/Hallam Rd (Hampton Park),-38.024237982627300,145.26974916799900,"893,894,863",2,3976,HAMPTON PARK,RIVER GUM,348132,5790082,1679,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.024237982627305,145.26974916799924/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0313060133, 145.2687169743","{""coordinates"": [145.2687169743, -38.0313060133], ""type"": ""Point""}",MGA zone 55,3097,Hallam Rd/Warana Dr (Hampton Park),-38.031306013310900,145.26871697431800,895,2,3976,HAMPTON PARK,RIVER GUM,348056,5789296,1684,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.031306013310946,145.26871697431804/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0382080186, 145.2552799621","{""coordinates"": [145.2552799621, -38.0382080186], ""type"": ""Point""}",MGA zone 55,3104,Jeffrey St/Cairns Rd (Hampton Park),-38.03820801864500,145.25527996210500,891,2,3976,HAMPTON PARK,RIVER GUM,346892,5788509,1685,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03820801864497,145.25527996210548/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0403840319, 145.2628739157","{""coordinates"": [145.2628739157, -38.0403840319], ""type"": ""Point""}",MGA zone 55,3106,Hawking Ave/Cairns Rd (Hampton Park),-38.04038403194170,145.26287391570100,891,2,3976,HAMPTON PARK,RIVER GUM,347562,5788280,1687,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.04038403194174,145.26287391570122/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9654160642, 145.2629351159","{""coordinates"": [145.2629351159, -37.9654160642], ""type"": ""Point""}",MGA zone 55,3128,Lochalsh Ct/Shetland St (Endeavour Hills),-37.96541606418200,145.2629351158980,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347413,5796598,1707,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.96541606418201,145.2629351158983/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9637270478, 145.2712961066","{""coordinates"": [145.2712961066, -37.9637270478], ""type"": ""Point""}",MGA zone 55,3130,John Strover Reserve/Shetland St (Endeavour Hills),-37.963727047798200,145.27129610659900,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,348144,5796800,1709,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.963727047798244,145.27129610659867/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9794560382, 145.2653481359","{""coordinates"": [145.2653481359, -37.9794560382], ""type"": ""Point""}",MGA zone 55,3154,Doyle Pl/Raymond McMahon Bvd (Endeavour Hills),-37.979456038190500,145.26534813585700,861,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347654,5795044,1729,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.979456038190456,145.26534813585744/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9774649893, 145.2703129246","{""coordinates"": [145.2703129246, -37.9774649893], ""type"": ""Point""}",MGA zone 55,813,Lawson Way/John Fawkner Dr (Endeavour Hills),-37.977464989327600,145.27031292457800,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,348085,5795274,1731,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.977464989327636,145.27031292457818/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9808199877, 145.2503779817","{""coordinates"": [145.2503779817, -37.9808199877], ""type"": ""Point""}",MGA zone 55,821,Johnson Pl/Daniel Solander Dr (Endeavour Hills),-37.98081998767380,145.25037798166900,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346342,5794869,1743,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.98081998767383,145.25037798166946/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0296320185, 145.2947789265","{""coordinates"": [145.2947789265, -38.0296320185], ""type"": ""Point""}",MGA zone 55,3822,Ashrye Gld/Harold Keys Dr (Narre Warren South),-38.0296320185307,145.29477892655000,895,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350341,5789524,1745,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0296320185307,145.29477892654978/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0274850043, 145.2915129199","{""coordinates"": [145.2915129199, -38.0274850043], ""type"": ""Point""}",MGA zone 55,3823,Benmara Crst/Harold Keys Dr (Narre Warren South),-38.027485004252300,145.2915129199210,895,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350049,5789757,1746,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.027485004252306,145.2915129199206/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0280789223, 145.2884118537","{""coordinates"": [145.2884118537, -38.0280789223], ""type"": ""Point""}",MGA zone 55,3825,Rochford Pl/Harold Keys Dr (Narre Warren South),-38.02807892228110,145.2884118536590,895,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,349779,5789687,1748,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02807892228107,145.2884118536588/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0305989413, 145.2844451649","{""coordinates"": [145.2844451649, -38.0305989413], ""type"": ""Point""}",MGA zone 55,3827,The Grove/Shrives Rd (Hampton Park),-38.030598941288800,145.28444516485500,895,2,3976,HAMPTON PARK,RIVER GUM,349436,5789401,1750,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.030598941288844,145.28444516485544/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1280850836, 145.2909959683","{""coordinates"": [145.2909959683, -38.1280850836], ""type"": ""Point""}",MGA zone 55,38325,Ballarto Rd/South Gippsland Hwy (Cranbourne East),-38.12808508361130,145.29099596828700,"796,795",2,3977,CRANBOURNE EAST,BALLA BALLA,350210,5778594,1755,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.12808508361129,145.29099596828695/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1326459946, 145.2960118813","{""coordinates"": [145.2960118813, -38.1326459946], ""type"": ""Point""}",MGA zone 55,38327,Craig Rd/South Gippsland Hwy (Cranbourne East),-38.1326459946084,145.29601188129600,795,2,3977,CRANBOURNE EAST,BALLA BALLA,350658,5778095,1756,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.1326459946084,145.29601188129627/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1978190339, 145.3109827953","{""coordinates"": [145.3109827953, -38.1978190339], ""type"": ""Point""}",MGA zone 55,38333,Baxter-Tooradin Rd/Fisheries Rd (Devon Meadows),-38.197819033853600,145.3109827953340,795,2,3977,DEVON MEADOWS,BALLA BALLA,352102,5770887,1761,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.197819033853555,145.3109827953339/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0328059803, 145.2776259316","{""coordinates"": [145.2776259316, -38.0328059803], ""type"": ""Point""}",MGA zone 55,3834,Paydon Way/Warana Dr (Hampton Park),-38.032805980339500,145.2776259316390,895,2,3976,HAMPTON PARK,RIVER GUM,348842,5789145,1768,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.032805980339454,145.2776259316393/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0406539991, 145.2658989194","{""coordinates"": [145.2658989194, -38.0406539991], ""type"": ""Point""}",MGA zone 55,3847,Hallam Rd/Cairns Rd (Hampton Park),-38.04065399908860,145.26589891936200,891,2,3976,HAMPTON PARK,RIVER GUM,347829,5788255,1774,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.04065399908857,145.26589891936212/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1362740338, 145.2945470253","{""coordinates"": [145.2945470253, -38.1362740338], ""type"": ""Point""}",MGA zone 55,38669,Jennifer St/Craig Rd (Junction Village),-38.13627403379130,145.29454702528200,"796,795",2,3977,JUNCTION VILLAGE,BALLA BALLA,350538,5777691,1777,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.13627403379134,145.29454702528187/@your+location,17z/data=!4m2!4m1!3e0"
