geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,routeussp,ticketzone,postcode,suburb_name,ward_name,easting,northing,gisfid,fme_feature_type,googlemaps_drive_to
"-38.0655739577, 145.3011710646","{""coordinates"": [145.3011710646, -38.0655739577], ""type"": ""Point""}",MGA zone 55,13465,Casey Central SC/Littlecroft Ave (Narre Warren South),-38.06557395767910,145.30117106459400,"847,835",2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350974,5785546,157,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06557395767905,145.30117106459426/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0327940071, 145.279836019","{""coordinates"": [145.279836019, -38.0327940071], ""type"": ""Point""}",MGA zone 55,3833,Kilberry Valley PS/Kilberry Bvd (Hampton Park),-38.03279400710060,145.27983601901800,895,2,3976,HAMPTON PARK,RIVER GUM,349035,5789149,1759,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03279400710058,145.27983601901806/@your+location,17z/data=!4m2!4m1!3e0"
"-38.053445023, 145.2875929828","{""coordinates"": [145.2875929828, -38.053445023], ""type"": ""Point""}",MGA zone 55,13471,Seebeck Dr/Ormond Rd (Narre Warren South),-38.05344502304100,145.2875929827860,"892,835",2,3805,NARRE WARREN SOUTH,SPRINGFIELD,349758,5786870,163,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05344502304099,145.2875929827861/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2065870301, 145.3091248228","{""coordinates"": [145.3091248228, -38.2065870301], ""type"": ""Point""}",MGA zone 55,38334,Ibis Way/Currawong Gr (Cannons Creek),-38.20658703009630,145.3091248228450,795,2,3977,CANNONS CREEK,BALLA BALLA,351958,5769912,1762,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.20658703009632,145.3091248228446/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0524809347, 145.2888240769","{""coordinates"": [145.2888240769, -38.0524809347], ""type"": ""Point""}",MGA zone 55,13472,Amberly Park SC/Seebeck Dr (Narre Warren South),-38.05248093472040,145.28882407689700,"894,835",2,3805,NARRE WARREN SOUTH,SPRINGFIELD,349865,5786979,164,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05248093472038,145.28882407689687/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2119900416, 145.307561","{""coordinates"": [145.307561, -38.2119900416], ""type"": ""Point""}",MGA zone 55,38335,Peters St/Albatross Ct (Cannons Creek),-38.21199004160710,145.3075609999940,795,2,3977,CANNONS CREEK,BALLA BALLA,351832,5769309,1763,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.21199004160708,145.3075609999942/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0539680247, 145.2944188782","{""coordinates"": [145.2944188782, -38.0539680247], ""type"": ""Point""}",MGA zone 55,13473,Abercairn Dr/Baringa Park Dr (Narre Warren South),-38.05396802469030,145.29441887824700,835,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350358,5786823,165,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05396802469027,145.29441887824697/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2125139675, 145.3120718691","{""coordinates"": [145.3120718691, -38.2125139675], ""type"": ""Point""}",MGA zone 55,38336,Reserve Way/Glenalva Pde (Cannons Creek),-38.21251396753180,145.3120718691070,795,2,3977,CANNONS CREEK,BALLA BALLA,352228,5769259,1764,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.21251396753176,145.3120718691072/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0384419978, 145.3044881331","{""coordinates"": [145.3044881331, -38.0384419978], ""type"": ""Point""}",MGA zone 55,13480,Fleetwood Dr/Narre Warren-Cranbourne Rd (Narre Warren),-38.03844199784480,145.3044881330850,841,2,3805,NARRE WARREN,SPRINGFIELD,351211,5788562,175,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03844199784481,145.3044881330846/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2114190195, 145.3395308951","{""coordinates"": [145.3395308951, -38.2114190195], ""type"": ""Point""}",MGA zone 55,38337,Fishermans Dr/Warneet Rd (Blind Bight),-38.21141901949300,145.33953089513900,795,2,3980,BLIND BIGHT,BALLA BALLA,354629,5769423,1765,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.21141901949299,145.33953089513946/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0343169947, 145.3053009618","{""coordinates"": [145.3053009618, -38.0343169947], ""type"": ""Point""}",MGA zone 55,13481,Ray Bastin Reserve/Narre Warren-Cranbourne Rd (Narre Warren),-38.034316994707500,145.30530096184500,841,2,3805,NARRE WARREN,SPRINGFIELD,351274,5789022,176,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.034316994707474,145.30530096184518/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2202589269, 145.3161301265","{""coordinates"": [145.3161301265, -38.2202589269], ""type"": ""Point""}",MGA zone 55,38338,Gilgandra St/Warneet Rd (Warneet),-38.220258926901700,145.31613012649600,795,2,3980,WARNEET,BALLA BALLA,352598,5768406,1766,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.220258926901664,145.31613012649552/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0166669559, 145.294976818","{""coordinates"": [145.294976818, -38.0166669559], ""type"": ""Point""}",MGA zone 55,13482,Fountain Gate Tennis Club/Raven Cres (Narre Warren),-38.016666955933100,145.29497681802400,835,2,3805,NARRE WARREN,SPRINGFIELD,350332,5790963,177,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.016666955933076,145.29497681802445/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2215519891, 145.313907069","{""coordinates"": [145.313907069, -38.2215519891], ""type"": ""Point""}",MGA zone 55,38339,Iluka St/Kallara Rd (Warneet),-38.221551989081500,145.31390706897000,795,2,3980,WARNEET,BALLA BALLA,352406,5768259,1767,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.221551989081476,145.31390706896997/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0149660157, 145.2957451405","{""coordinates"": [145.2957451405, -38.0149660157], ""type"": ""Point""}",MGA zone 55,13483,Westleigh Cres/Fountain Dr (Narre Warren),-38.01496601566180,145.29574514051200,835,2,3805,NARRE WARREN,SPRINGFIELD,350396,5791153,178,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01496601566184,145.29574514051248/@your+location,17z/data=!4m2!4m1!3e0"
"-38.2246790348, 145.31328688","{""coordinates"": [145.31328688, -38.2246790348], ""type"": ""Point""}",MGA zone 55,38340,Balaka St/Kallara Rd (Warneet),-38.224679034760200,145.31328687999500,795,2,3980,WARNEET,BALLA BALLA,352359,5767911,1769,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.224679034760214,145.31328687999502/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0094470634, 145.2930141509","{""coordinates"": [145.2930141509, -38.0094470634], ""type"": ""Point""}",MGA zone 55,13485,Sylvanwood Cres/Prospect Hill Rd (Narre Warren),-38.00944706335050,145.29301415092500,835,2,3805,NARRE WARREN,SPRINGFIELD,350145,5791761,180,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00944706335045,145.29301415092465/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0380589924, 145.2549420063","{""coordinates"": [145.2549420063, -38.0380589924], ""type"": ""Point""}",MGA zone 55,3844,Jeffrey St/Cairns Rd (Hampton Park),-38.03805899236840,145.2549420063310,891,2,3976,HAMPTON PARK,RIVER GUM,346862,5788525,1771,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03805899236842,145.2549420063314/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0093940268, 145.2962041507","{""coordinates"": [145.2962041507, -38.0093940268], ""type"": ""Point""}",MGA zone 55,13486,Fountain Gate PS/Victoria Rd (Narre Warren),-38.0093940268475,145.2962041507310,835,2,3805,NARRE WARREN,SPRINGFIELD,350424,5791772,181,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0093940268475,145.2962041507312/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0402780189, 145.2629569823","{""coordinates"": [145.2629569823, -38.0402780189], ""type"": ""Point""}",MGA zone 55,3846,Hawking Ave/Cairns Rd (Hampton Park),-38.040278018855700,145.26295698229000,891,2,3976,HAMPTON PARK,RIVER GUM,347570,5788291,1773,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.040278018855666,145.26295698229006/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0037050193, 145.304160116","{""coordinates"": [145.304160116, -38.0037050193], ""type"": ""Point""}",MGA zone 55,13489,Maramba PS/Maramba Dr (Narre Warren),-38.00370501929020,145.3041601159940,835,2,3805,NARRE WARREN,FOUR OAKS,351111,5792417,184,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00370501929018,145.3041601159935/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1210739959, 145.3451389102","{""coordinates"": [145.3451389102, -38.1210739959], ""type"": ""Point""}",MGA zone 55,51596,Tuckers Rd/Pattersons Rd (Clyde),-38.121073995889500,145.3451389101810,897,2,3978,CLYDE,BALLA BALLA,354941,5779458,1781,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.121073995889454,145.3451389101811/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0023250839, 145.3028029024","{""coordinates"": [145.3028029024, -38.0023250839], ""type"": ""Point""}",MGA zone 55,13490,Doug Ct/Maramba Dr (Narre Warren),-38.00232508393120,145.30280290236200,835,2,3805,NARRE WARREN,FOUR OAKS,350990,5792567,186,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00232508393115,145.30280290236158/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9792799183, 145.2571549225","{""coordinates"": [145.2571549225, -37.9792799183], ""type"": ""Point""}",MGA zone 55,796,St Paul Apostle South School/Matthew Flinders Ave (Endeavour Hills),-37.97927991826520,145.25715492246300,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346934,5795051,1819,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97927991826523,145.25715492246252/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9964819322, 145.3119681412","{""coordinates"": [145.3119681412, -37.9964819322], ""type"": ""Point""}",MGA zone 55,13496,Mary Mackillop Catholic PS/Ernst Wanke Rd (Narre Warren),-37.996481932209200,145.31196814124700,835,2,3804,NARRE WARREN NORTH,FOUR OAKS,351782,5793230,191,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.996481932209186,145.31196814124735/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0566389293, 145.3387499355","{""coordinates"": [145.3387499355, -38.0566389293], ""type"": ""Point""}",MGA zone 55,41499,Homestead Rd/Clyde Rd (Berwick),-38.05663892932200,145.33874993549100,"888,889,899,834",2,3806,BERWICK,EDRINGTON,354253,5786598,1826,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05663892932202,145.33874993549148/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9990029786, 145.3199619044","{""coordinates"": [145.3199619044, -37.9990029786], ""type"": ""Point""}",MGA zone 55,13499,Diamond Ct/Ernst Wanke Rd (Narre Warren),-37.99900297855490,145.3199619044160,835,2,3804,NARRE WARREN NORTH,FOUR OAKS,352489,5792963,193,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.99900297855487,145.3199619044162/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9833089963, 145.2553402015","{""coordinates"": [145.2553402015, -37.9833089963], ""type"": ""Point""}",MGA zone 55,801,Hunter Rise/Matthew Flinders Ave (Endeavour Hills),-37.983308996268800,145.2553402014930,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346783,5794600,1828,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.983308996268796,145.2553402014933/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0043770665, 145.3227321504","{""coordinates"": [145.3227321504, -38.0043770665], ""type"": ""Point""}",MGA zone 55,13501,Quarry Rd/Ernst Wanke Rd (Narre Warren),-38.00437706647560,145.32273215035300,835,2,3804,NARRE WARREN NORTH,FOUR OAKS,352743,5792372,195,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00437706647561,145.32273215035286/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9861339997, 145.2562300909","{""coordinates"": [145.2562300909, -37.9861339997], ""type"": ""Point""}",MGA zone 55,802,20 Matthew Flinders Ave (Endeavour Hills),-37.98613399969230,145.25623009091000,845,2,3802,ENDEAVOUR HILLS,FOUR OAKS,346867,5794288,1829,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.98613399969229,145.25623009091026/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0099439942, 145.3225600652","{""coordinates"": [145.3225600652, -38.0099439942], ""type"": ""Point""}",MGA zone 55,13503,Jerilderie Dr/Ernst Wanke Rd (Berwick),-38.00994399415570,145.3225600652110,835,2,3806,BERWICK,EDRINGTON,352740,5791754,197,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00994399415571,145.3225600652111/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9962429554, 145.2307770383","{""coordinates"": [145.2307770383, -37.9962429554], ""type"": ""Point""}",MGA zone 55,3663,Grevillea St/Box St (Doveton),-37.996242955416000,145.23077703828900,"844,828",2,3177,DOVETON,RIVER GUM,344652,5793125,1842,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.996242955415994,145.23077703828943/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0135780229, 145.3233661637","{""coordinates"": [145.3233661637, -38.0135780229], ""type"": ""Point""}",MGA zone 55,13504,Parkhill Plaza SC/Ernst Wanke Rd (Berwick),-38.0135780229159,145.32336616371800,835,2,3806,BERWICK,EDRINGTON,352818,5791352,198,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0135780229159,145.32336616371785/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9951469937, 145.2393780418","{""coordinates"": [145.2393780418, -37.9951469937], ""type"": ""Point""}",MGA zone 55,3666,Power Rd/Paperbark St (Doveton),-37.99514699371330,145.23937804178400,828,2,3177,DOVETON,RIVER GUM,345405,5793260,1845,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.99514699371332,145.23937804178357/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0228409434, 145.3220150405","{""coordinates"": [145.3220150405, -38.0228409434], ""type"": ""Point""}",MGA zone 55,13508,The Gateway/Parkhill Dr (Berwick),-38.02284094344980,145.32201504046100,835,2,3806,BERWICK,EDRINGTON,352717,5790322,201,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02284094344979,145.32201504046142/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9993490077, 145.2576931631","{""coordinates"": [145.2576931631, -37.9993490077], ""type"": ""Point""}",MGA zone 55,3672,George Ave/Frawley Rd (Hallam),-37.999349007721100,145.25769316309300,828,2,3803,HALLAM,RIVER GUM,347023,5792824,1851,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.999349007721136,145.25769316309294/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0006919816, 145.3120768377","{""coordinates"": [145.3120768377, -38.0006919816], ""type"": ""Point""}",MGA zone 55,13511,382 Narre Warren North Rd (Narre Warren),-38.00069198160100,145.31207683773900,"842,841",2,3805,NARRE WARREN,FOUR OAKS,351801,5792764,205,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00069198160103,145.31207683773943/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0003920572, 145.2642620489","{""coordinates"": [145.2642620489, -38.0003920572], ""type"": ""Point""}",MGA zone 55,3674,Gunns Rd/Frawley Rd (Hallam),-38.00039205718750,145.26426204890700,828,2,3803,HALLAM,RIVER GUM,347601,5792720,1853,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00039205718746,145.26426204890677/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0016449986, 145.3118950862","{""coordinates"": [145.3118950862, -38.0016449986], ""type"": ""Point""}",MGA zone 55,13512,Kurrajong Rd/Narre Warren North Rd (Narre Warren),-38.00164499855600,145.31189508620700,"842,841",2,3805,NARRE WARREN,FOUR OAKS,351786,5792657,206,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00164499855604,145.31189508620733/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0006970105, 145.2666009312","{""coordinates"": [145.2666009312, -38.0006970105], ""type"": ""Point""}",MGA zone 55,3675,Windsor St/Frawley Rd (Hallam),-38.00069701050600,145.26660093120600,828,2,3803,HALLAM,RIVER GUM,347807,5792690,1854,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.00069701050602,145.26660093120614/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0386889852, 145.3097920015","{""coordinates"": [145.3097920015, -38.0386889852], ""type"": ""Point""}",MGA zone 55,13529,Coonara Ct/Fleetwood Dr (Narre Warren),-38.03868898516390,145.30979200154500,834,2,3805,NARRE WARREN,SPRINGFIELD,351677,5788544,221,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03868898516389,145.30979200154528/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0143690135, 145.2906330814","{""coordinates"": [145.2906330814, -38.0143690135], ""type"": ""Point""}",MGA zone 55,3684,Tinks Rd/Princes Hwy (Narre Warren),-38.01436901354430,145.2906330814330,"891,828",2,3805,NARRE WARREN,SPRINGFIELD,349946,5791211,1860,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01436901354433,145.2906330814333/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0526499422, 145.3017549375","{""coordinates"": [145.3017549375, -38.0526499422], ""type"": ""Point""}",MGA zone 55,13533,Pound Rd/Narre Warren-Cranbourne Rd (Narre Warren South),-38.05264994219780,145.30175493749800,"841,834",2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350999,5786982,224,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05264994219781,145.30175493749758/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0248849447, 145.3049370543","{""coordinates"": [145.3049370543, -38.0248849447], ""type"": ""Point""}",MGA zone 55,3688,Webb St/Princes Hwy (Narre Warren),-38.02488494465760,145.30493705428900,"838,926,828",2,3805,NARRE WARREN,SPRINGFIELD,351223,5790068,1863,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02488494465761,145.30493705428927/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0145680159, 145.3125099251","{""coordinates"": [145.3125099251, -38.0145680159], ""type"": ""Point""}",MGA zone 55,13537,Diosma Ct/Kurrajong Rd (Narre Warren),-38.01456801589700,145.31250992506400,841,2,3805,NARRE WARREN,FOUR OAKS,351866,5791224,228,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01456801589701,145.31250992506372/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0266329148, 145.3098640226","{""coordinates"": [145.3098640226, -38.0266329148], ""type"": ""Point""}",MGA zone 55,3689,Lauderdale Rd/Princes Hwy (Narre Warren),-38.0266329148075,145.30986402256300,"838,926,828",2,3805,NARRE WARREN,SPRINGFIELD,351659,5789881,1864,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0266329148075,145.30986402256337/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9786029966, 145.2612920627","{""coordinates"": [145.2612920627, -37.9786029966], ""type"": ""Point""}",MGA zone 55,1354,Raymond McMahon Medical Centre/Raymond McMahon Bvd (Endeavour Hills),-37.9786029965903,145.26129206270100,861,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347296,5795132,231,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.9786029965903,145.26129206270068/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9733949802, 145.2589329104","{""coordinates"": [145.2589329104, -37.9733949802], ""type"": ""Point""}",MGA zone 55,823,Cavendish Ct/Mossgiel Park Dr (Endeavour Hills),-37.97339498015530,145.25893291044900,"845,843",2,3802,ENDEAVOUR HILLS,FOUR OAKS,347077,5795707,1869,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97339498015534,145.25893291044864/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0348690306, 145.3199061393","{""coordinates"": [145.3199061393, -38.0348690306], ""type"": ""Point""}",MGA zone 55,13543,Woodlands Cres/Darling Way (Narre Warren),-38.03486903059500,145.31990613930900,835,2,3805,NARRE WARREN,SPRINGFIELD,352556,5788984,235,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03486903059503,145.31990613930938/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9727299042, 145.2615098786","{""coordinates"": [145.2615098786, -37.9727299042], ""type"": ""Point""}",MGA zone 55,824,Lachlan Dr/Scotsburn Way (Endeavour Hills),-37.97272990415880,145.26150987855400,843,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347302,5795785,1870,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97272990415875,145.26150987855422/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0378240063, 145.3223458677","{""coordinates"": [145.3223458677, -38.0378240063], ""type"": ""Point""}",MGA zone 55,13544,Pendula Ct/Darling Way (Narre Warren),-38.0378240063393,145.32234586770600,835,2,3805,NARRE WARREN,SPRINGFIELD,352777,5788659,236,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0378240063393,145.32234586770565/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0193599662, 145.331948128","{""coordinates"": [145.331948128, -38.0193599662], ""type"": ""Point""}",MGA zone 55,45733,Yaldara Dr/Telford Dr (Berwick),-38.01935996620080,145.33194812797300,839,2,3806,BERWICK,EDRINGTON,353582,5790724,1880,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01935996620079,145.33194812797313/@your+location,17z/data=!4m2!4m1!3e0"
"-38.039262015, 145.3189511437","{""coordinates"": [145.3189511437, -38.039262015], ""type"": ""Point""}",MGA zone 55,13545,Darling Way/Fleetwood Dr (Narre Warren),-38.039262014979300,145.31895114369100,835,2,3805,NARRE WARREN,SPRINGFIELD,352481,5788495,237,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.039262014979286,145.31895114369118/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0190830572, 145.3296081835","{""coordinates"": [145.3296081835, -38.0190830572], ""type"": ""Point""}",MGA zone 55,45734,Telford Drive Reserve/Telford Dr (Berwick),-38.019083057214000,145.329608183525,839,2,3806,BERWICK,EDRINGTON,353377,5790751,1881,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.019083057214004,145.329608183525/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9792460334, 145.2657739979","{""coordinates"": [145.2657739979, -37.9792460334], ""type"": ""Point""}",MGA zone 55,1355,McRae Mews/Raymond McMahon Bvd (Endeavour Hills),-37.979246033413800,145.2657739979400,861,2,3802,ENDEAVOUR HILLS,FOUR OAKS,347690,5795068,241,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.979246033413816,145.2657739979397/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0217989978, 145.3285440135","{""coordinates"": [145.3285440135, -38.0217989978], ""type"": ""Point""}",MGA zone 55,45735,Bayliss Ct/Telford Dr (Berwick),-38.02179899777750,145.32854401346600,839,2,3806,BERWICK,EDRINGTON,353289,5790447,1882,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02179899777745,145.32854401346552/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0528530654, 145.3014428703","{""coordinates"": [145.3014428703, -38.0528530654], ""type"": ""Point""}",MGA zone 55,13552,Pound Rd/Narre Warren-Cranbourne Rd (Narre Warren South),-38.052853065408,145.30144287025600,"841,835",2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350973,5786958,242,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.052853065408,145.30144287025618/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0227430378, 145.3340700002","{""coordinates"": [145.3340700002, -38.0227430378], ""type"": ""Point""}",MGA zone 55,45737,Kuranda Cres/Avebury Dr (Berwick),-38.02274303784190,145.33407000017200,839,2,3806,BERWICK,EDRINGTON,353775,5790351,1884,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02274303784191,145.33407000017178/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0589550011, 145.3002530872","{""coordinates"": [145.3002530872, -38.0589550011], ""type"": ""Point""}",MGA zone 55,13553,Baringa Park Dr/Narre Warren-Cranbourne Rd (Narre Warren South),-38.058955001109700,145.30025308716100,841,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,350881,5786279,243,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.058955001109695,145.30025308716142/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0670660356, 145.3329968321","{""coordinates"": [145.3329968321, -38.0670660356], ""type"": ""Point""}",MGA zone 55,45740,Lia Amie Pl/Marsh Gr (Berwick),-38.06706603561170,145.33299683211,846,2,3806,BERWICK,EDRINGTON,353769,5785431,1887,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06706603561171,145.33299683211/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0796689771, 145.2962278672","{""coordinates"": [145.2962278672, -38.0796689771], ""type"": ""Point""}",MGA zone 55,13556,Hamilton Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.07966897707250,145.29622786722000,"841,799",2,3977,CRANBOURNE NORTH,MAYFIELD,350570,5783974,246,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.07966897707252,145.29622786722018/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0639449571, 145.3340710876","{""coordinates"": [145.3340710876, -38.0639449571], ""type"": ""Point""}",MGA zone 55,45741,Ganaway Dr/Marsh Gr (Berwick),-38.06394495712790,145.334071087636,846,2,3806,BERWICK,EDRINGTON,353858,5785780,1888,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06394495712791,145.334071087636/@your+location,17z/data=!4m2!4m1!3e0"
